날짜,회사채3년AA금리,항목명,단위
2017-03-08,2.256,"회사채(3년, AA-)",연%
2017-03-09,2.265,"회사채(3년, AA-)",연%
2017-03-10,2.258,"회사채(3년, AA-)",연%
2017-03-13,2.248,"회사채(3년, AA-)",연%
2017-03-14,2.244,"회사채(3년, AA-)",연%
2017-03-15,2.247,"회사채(3년, AA-)",연%
2017-03-16,2.196,"회사채(3년, AA-)",연%
2017-03-17,2.187,"회사채(3년, AA-)",연%
2017-03-20,2.188,"회사채(3년, AA-)",연%
2017-03-21,2.187,"회사채(3년, AA-)",연%
2017-03-22,2.179,"회사채(3년, AA-)",연%
2017-03-23,2.184,"회사채(3년, AA-)",연%
2017-03-24,2.199,"회사채(3년, AA-)",연%
2017-03-27,2.174,"회사채(3년, AA-)",연%
2017-03-28,2.18,"회사채(3년, AA-)",연%
2017-03-29,2.179,"회사채(3년, AA-)",연%
2017-03-30,2.186,"회사채(3년, AA-)",연%
2017-03-31,2.183,"회사채(3년, AA-)",연%
2017-04-03,2.184,"회사채(3년, AA-)",연%
2017-04-04,2.161,"회사채(3년, AA-)",연%
2017-04-05,2.169,"회사채(3년, AA-)",연%
2017-04-06,2.192,"회사채(3년, AA-)",연%
2017-04-07,2.198,"회사채(3년, AA-)",연%
2017-04-10,2.234,"회사채(3년, AA-)",연%
2017-04-11,2.205,"회사채(3년, AA-)",연%
2017-04-12,2.199,"회사채(3년, AA-)",연%
2017-04-13,2.187,"회사채(3년, AA-)",연%
2017-04-14,2.19,"회사채(3년, AA-)",연%
2017-04-17,2.187,"회사채(3년, AA-)",연%
2017-04-18,2.191,"회사채(3년, AA-)",연%
2017-04-19,2.185,"회사채(3년, AA-)",연%
2017-04-20,2.191,"회사채(3년, AA-)",연%
2017-04-21,2.202,"회사채(3년, AA-)",연%
2017-04-24,2.22,"회사채(3년, AA-)",연%
2017-04-25,2.203,"회사채(3년, AA-)",연%
2017-04-26,2.207,"회사채(3년, AA-)",연%
2017-04-27,2.199,"회사채(3년, AA-)",연%
2017-04-28,2.2,"회사채(3년, AA-)",연%
2017-05-02,2.216,"회사채(3년, AA-)",연%
2017-05-04,2.206,"회사채(3년, AA-)",연%
2017-05-08,2.231,"회사채(3년, AA-)",연%
2017-05-10,2.256,"회사채(3년, AA-)",연%
2017-05-11,2.252,"회사채(3년, AA-)",연%
2017-05-12,2.237,"회사채(3년, AA-)",연%
2017-05-15,2.237,"회사채(3년, AA-)",연%
2017-05-16,2.24,"회사채(3년, AA-)",연%
2017-05-17,2.207,"회사채(3년, AA-)",연%
2017-05-18,2.207,"회사채(3년, AA-)",연%
2017-05-19,2.195,"회사채(3년, AA-)",연%
2017-05-22,2.211,"회사채(3년, AA-)",연%
2017-05-23,2.202,"회사채(3년, AA-)",연%
2017-05-24,2.216,"회사채(3년, AA-)",연%
2017-05-25,2.207,"회사채(3년, AA-)",연%
2017-05-26,2.204,"회사채(3년, AA-)",연%
2017-05-29,2.202,"회사채(3년, AA-)",연%
2017-05-30,2.189,"회사채(3년, AA-)",연%
2017-05-31,2.193,"회사채(3년, AA-)",연%
2017-06-01,2.179,"회사채(3년, AA-)",연%
2017-06-02,2.166,"회사채(3년, AA-)",연%
2017-06-05,2.158,"회사채(3년, AA-)",연%
2017-06-07,2.157,"회사채(3년, AA-)",연%
2017-06-08,2.173,"회사채(3년, AA-)",연%
2017-06-09,2.17,"회사채(3년, AA-)",연%
2017-06-12,2.225,"회사채(3년, AA-)",연%
2017-06-13,2.194,"회사채(3년, AA-)",연%
2017-06-14,2.213,"회사채(3년, AA-)",연%
2017-06-15,2.212,"회사채(3년, AA-)",연%
2017-06-16,2.227,"회사채(3년, AA-)",연%
2017-06-19,2.216,"회사채(3년, AA-)",연%
2017-06-20,2.218,"회사채(3년, AA-)",연%
2017-06-21,2.225,"회사채(3년, AA-)",연%
2017-06-22,2.235,"회사채(3년, AA-)",연%
2017-06-23,2.223,"회사채(3년, AA-)",연%
2017-06-26,2.222,"회사채(3년, AA-)",연%
2017-06-27,2.218,"회사채(3년, AA-)",연%
2017-06-28,2.246,"회사채(3년, AA-)",연%
2017-06-29,2.241,"회사채(3년, AA-)",연%
2017-06-30,2.24,"회사채(3년, AA-)",연%
2017-07-03,2.256,"회사채(3년, AA-)",연%
2017-07-04,2.28,"회사채(3년, AA-)",연%
2017-07-05,2.285,"회사채(3년, AA-)",연%
2017-07-06,2.29,"회사채(3년, AA-)",연%
2017-07-07,2.318,"회사채(3년, AA-)",연%
2017-07-10,2.295,"회사채(3년, AA-)",연%
2017-07-11,2.3,"회사채(3년, AA-)",연%
2017-07-12,2.299,"회사채(3년, AA-)",연%
2017-07-13,2.28,"회사채(3년, AA-)",연%
2017-07-14,2.285,"회사채(3년, AA-)",연%
2017-07-17,2.292,"회사채(3년, AA-)",연%
2017-07-18,2.285,"회사채(3년, AA-)",연%
2017-07-19,2.285,"회사채(3년, AA-)",연%
2017-07-20,2.279,"회사채(3년, AA-)",연%
2017-07-21,2.262,"회사채(3년, AA-)",연%
2017-07-24,2.259,"회사채(3년, AA-)",연%
2017-07-25,2.248,"회사채(3년, AA-)",연%
2017-07-26,2.264,"회사채(3년, AA-)",연%
2017-07-27,2.25,"회사채(3년, AA-)",연%
2017-07-28,2.257,"회사채(3년, AA-)",연%
2017-07-31,2.26,"회사채(3년, AA-)",연%
2017-08-01,2.271,"회사채(3년, AA-)",연%
2017-08-02,2.27,"회사채(3년, AA-)",연%
2017-08-03,2.276,"회사채(3년, AA-)",연%
2017-08-04,2.279,"회사채(3년, AA-)",연%
2017-08-07,2.307,"회사채(3년, AA-)",연%
2017-08-08,2.331,"회사채(3년, AA-)",연%
2017-08-09,2.363,"회사채(3년, AA-)",연%
2017-08-10,2.353,"회사채(3년, AA-)",연%
2017-08-11,2.338,"회사채(3년, AA-)",연%
2017-08-14,2.338,"회사채(3년, AA-)",연%
2017-08-16,2.359,"회사채(3년, AA-)",연%
2017-08-17,2.34,"회사채(3년, AA-)",연%
2017-08-18,2.323,"회사채(3년, AA-)",연%
2017-08-21,2.325,"회사채(3년, AA-)",연%
2017-08-22,2.341,"회사채(3년, AA-)",연%
2017-08-23,2.336,"회사채(3년, AA-)",연%
2017-08-24,2.339,"회사채(3년, AA-)",연%
2017-08-25,2.306,"회사채(3년, AA-)",연%
2017-08-28,2.308,"회사채(3년, AA-)",연%
2017-08-29,2.322,"회사채(3년, AA-)",연%
2017-08-30,2.307,"회사채(3년, AA-)",연%
2017-08-31,2.304,"회사채(3년, AA-)",연%
2017-09-01,2.302,"회사채(3년, AA-)",연%
2017-09-04,2.335,"회사채(3년, AA-)",연%
2017-09-05,2.333,"회사채(3년, AA-)",연%
2017-09-06,2.324,"회사채(3년, AA-)",연%
2017-09-07,2.326,"회사채(3년, AA-)",연%
2017-09-08,2.301,"회사채(3년, AA-)",연%
2017-09-11,2.303,"회사채(3년, AA-)",연%
2017-09-12,2.301,"회사채(3년, AA-)",연%
2017-09-13,2.291,"회사채(3년, AA-)",연%
2017-09-14,2.291,"회사채(3년, AA-)",연%
2017-09-15,2.29,"회사채(3년, AA-)",연%
2017-09-18,2.294,"회사채(3년, AA-)",연%
2017-09-19,2.326,"회사채(3년, AA-)",연%
2017-09-20,2.322,"회사채(3년, AA-)",연%
2017-09-21,2.329,"회사채(3년, AA-)",연%
2017-09-22,2.322,"회사채(3년, AA-)",연%
2017-09-25,2.334,"회사채(3년, AA-)",연%
2017-09-26,2.375,"회사채(3년, AA-)",연%
2017-09-27,2.426,"회사채(3년, AA-)",연%
2017-09-28,2.431,"회사채(3년, AA-)",연%
2017-09-29,2.429,"회사채(3년, AA-)",연%
2017-10-10,2.476,"회사채(3년, AA-)",연%
2017-10-11,2.469,"회사채(3년, AA-)",연%
2017-10-12,2.443,"회사채(3년, AA-)",연%
2017-10-13,2.46,"회사채(3년, AA-)",연%
2017-10-16,2.473,"회사채(3년, AA-)",연%
2017-10-17,2.489,"회사채(3년, AA-)",연%
2017-10-18,2.477,"회사채(3년, AA-)",연%
2017-10-19,2.55,"회사채(3년, AA-)",연%
2017-10-20,2.63,"회사채(3년, AA-)",연%
2017-10-23,2.584,"회사채(3년, AA-)",연%
2017-10-24,2.61,"회사채(3년, AA-)",연%
2017-10-25,2.648,"회사채(3년, AA-)",연%
2017-10-26,2.729,"회사채(3년, AA-)",연%
2017-10-27,2.716,"회사채(3년, AA-)",연%
2017-10-30,2.697,"회사채(3년, AA-)",연%
2017-10-31,2.728,"회사채(3년, AA-)",연%
2017-11-01,2.705,"회사채(3년, AA-)",연%
2017-11-02,2.688,"회사채(3년, AA-)",연%
2017-11-03,2.694,"회사채(3년, AA-)",연%
2017-11-06,2.711,"회사채(3년, AA-)",연%
2017-11-07,2.695,"회사채(3년, AA-)",연%
2017-11-08,2.709,"회사채(3년, AA-)",연%
2017-11-09,2.709,"회사채(3년, AA-)",연%
2017-11-10,2.72,"회사채(3년, AA-)",연%
2017-11-13,2.742,"회사채(3년, AA-)",연%
2017-11-14,2.771,"회사채(3년, AA-)",연%
2017-11-15,2.739,"회사채(3년, AA-)",연%
2017-11-16,2.735,"회사채(3년, AA-)",연%
2017-11-17,2.732,"회사채(3년, AA-)",연%
2017-11-20,2.713,"회사채(3년, AA-)",연%
2017-11-21,2.714,"회사채(3년, AA-)",연%
2017-11-22,2.724,"회사채(3년, AA-)",연%
2017-11-23,2.696,"회사채(3년, AA-)",연%
2017-11-24,2.722,"회사채(3년, AA-)",연%
2017-11-27,2.706,"회사채(3년, AA-)",연%
2017-11-28,2.676,"회사채(3년, AA-)",연%
2017-11-29,2.668,"회사채(3년, AA-)",연%
2017-11-30,2.631,"회사채(3년, AA-)",연%
2017-12-01,2.637,"회사채(3년, AA-)",연%
2017-12-04,2.635,"회사채(3년, AA-)",연%
2017-12-05,2.663,"회사채(3년, AA-)",연%
2017-12-06,2.637,"회사채(3년, AA-)",연%
2017-12-07,2.645,"회사채(3년, AA-)",연%
2017-12-08,2.645,"회사채(3년, AA-)",연%
2017-12-11,2.64,"회사채(3년, AA-)",연%
2017-12-12,2.628,"회사채(3년, AA-)",연%
2017-12-13,2.628,"회사채(3년, AA-)",연%
2017-12-14,2.628,"회사채(3년, AA-)",연%
2017-12-15,2.625,"회사채(3년, AA-)",연%
2017-12-18,2.636,"회사채(3년, AA-)",연%
2017-12-19,2.643,"회사채(3년, AA-)",연%
2017-12-20,2.638,"회사채(3년, AA-)",연%
2017-12-21,2.643,"회사채(3년, AA-)",연%
2017-12-22,2.678,"회사채(3년, AA-)",연%
2017-12-26,2.678,"회사채(3년, AA-)",연%
2017-12-27,2.693,"회사채(3년, AA-)",연%
2017-12-28,2.678,"회사채(3년, AA-)",연%
2017-12-29,2.678,"회사채(3년, AA-)",연%
2018-01-02,2.662,"회사채(3년, AA-)",연%
2018-01-03,2.664,"회사채(3년, AA-)",연%
2018-01-04,2.676,"회사채(3년, AA-)",연%
2018-01-05,2.644,"회사채(3년, AA-)",연%
2018-01-08,2.671,"회사채(3년, AA-)",연%
2018-01-09,2.684,"회사채(3년, AA-)",연%
2018-01-10,2.707,"회사채(3년, AA-)",연%
2018-01-11,2.69,"회사채(3년, AA-)",연%
2018-01-12,2.707,"회사채(3년, AA-)",연%
2018-01-15,2.75,"회사채(3년, AA-)",연%
2018-01-16,2.745,"회사채(3년, AA-)",연%
2018-01-17,2.745,"회사채(3년, AA-)",연%
2018-01-18,2.701,"회사채(3년, AA-)",연%
2018-01-19,2.701,"회사채(3년, AA-)",연%
2018-01-22,2.731,"회사채(3년, AA-)",연%
2018-01-23,2.725,"회사채(3년, AA-)",연%
2018-01-24,2.731,"회사채(3년, AA-)",연%
2018-01-25,2.748,"회사채(3년, AA-)",연%
2018-01-26,2.757,"회사채(3년, AA-)",연%
2018-01-29,2.81,"회사채(3년, AA-)",연%
2018-01-30,2.833,"회사채(3년, AA-)",연%
2018-01-31,2.809,"회사채(3년, AA-)",연%
2018-02-01,2.789,"회사채(3년, AA-)",연%
2018-02-02,2.786,"회사채(3년, AA-)",연%
2018-02-05,2.817,"회사채(3년, AA-)",연%
2018-02-06,2.788,"회사채(3년, AA-)",연%
2018-02-07,2.779,"회사채(3년, AA-)",연%
2018-02-08,2.802,"회사채(3년, AA-)",연%
2018-02-09,2.808,"회사채(3년, AA-)",연%
2018-02-12,2.835,"회사채(3년, AA-)",연%
2018-02-13,2.816,"회사채(3년, AA-)",연%
2018-02-14,2.807,"회사채(3년, AA-)",연%
2018-02-19,2.841,"회사채(3년, AA-)",연%
2018-02-20,2.852,"회사채(3년, AA-)",연%
2018-02-21,2.845,"회사채(3년, AA-)",연%
2018-02-22,2.842,"회사채(3년, AA-)",연%
2018-02-23,2.831,"회사채(3년, AA-)",연%
2018-02-26,2.813,"회사채(3년, AA-)",연%
2018-02-27,2.809,"회사채(3년, AA-)",연%
2018-02-28,2.817,"회사채(3년, AA-)",연%
2018-03-02,2.84,"회사채(3년, AA-)",연%
2018-03-05,2.853,"회사채(3년, AA-)",연%
2018-03-06,2.858,"회사채(3년, AA-)",연%
2018-03-07,2.845,"회사채(3년, AA-)",연%
2018-03-08,2.837,"회사채(3년, AA-)",연%
2018-03-09,2.846,"회사채(3년, AA-)",연%
2018-03-12,2.857,"회사채(3년, AA-)",연%
2018-03-13,2.853,"회사채(3년, AA-)",연%
2018-03-14,2.833,"회사채(3년, AA-)",연%
2018-03-15,2.827,"회사채(3년, AA-)",연%
2018-03-16,2.835,"회사채(3년, AA-)",연%
2018-03-19,2.838,"회사채(3년, AA-)",연%
2018-03-20,2.848,"회사채(3년, AA-)",연%
2018-03-21,2.85,"회사채(3년, AA-)",연%
2018-03-22,2.823,"회사채(3년, AA-)",연%
2018-03-23,2.797,"회사채(3년, AA-)",연%
2018-03-26,2.815,"회사채(3년, AA-)",연%
2018-03-27,2.807,"회사채(3년, AA-)",연%
2018-03-28,2.796,"회사채(3년, AA-)",연%
2018-03-29,2.799,"회사채(3년, AA-)",연%
2018-03-30,2.795,"회사채(3년, AA-)",연%
2018-04-02,2.802,"회사채(3년, AA-)",연%
2018-04-03,2.785,"회사채(3년, AA-)",연%
2018-04-04,2.764,"회사채(3년, AA-)",연%
2018-04-05,2.777,"회사채(3년, AA-)",연%
2018-04-06,2.763,"회사채(3년, AA-)",연%
2018-04-09,2.774,"회사채(3년, AA-)",연%
2018-04-10,2.785,"회사채(3년, AA-)",연%
2018-04-11,2.77,"회사채(3년, AA-)",연%
2018-04-12,2.762,"회사채(3년, AA-)",연%
2018-04-13,2.764,"회사채(3년, AA-)",연%
2018-04-16,2.777,"회사채(3년, AA-)",연%
2018-04-17,2.785,"회사채(3년, AA-)",연%
2018-04-18,2.795,"회사채(3년, AA-)",연%
2018-04-19,2.798,"회사채(3년, AA-)",연%
2018-04-20,2.806,"회사채(3년, AA-)",연%
2018-04-23,2.837,"회사채(3년, AA-)",연%
2018-04-24,2.83,"회사채(3년, AA-)",연%
2018-04-25,2.849,"회사채(3년, AA-)",연%
2018-04-26,2.835,"회사채(3년, AA-)",연%
2018-04-27,2.806,"회사채(3년, AA-)",연%
2018-04-30,2.819,"회사채(3년, AA-)",연%
2018-05-02,2.839,"회사채(3년, AA-)",연%
2018-05-03,2.847,"회사채(3년, AA-)",연%
2018-05-04,2.876,"회사채(3년, AA-)",연%
2018-05-08,2.901,"회사채(3년, AA-)",연%
2018-05-09,2.904,"회사채(3년, AA-)",연%
2018-05-10,2.881,"회사채(3년, AA-)",연%
2018-05-11,2.891,"회사채(3년, AA-)",연%
2018-05-14,2.909,"회사채(3년, AA-)",연%
2018-05-15,2.912,"회사채(3년, AA-)",연%
2018-05-16,2.892,"회사채(3년, AA-)",연%
2018-05-17,2.872,"회사채(3년, AA-)",연%
2018-05-18,2.844,"회사채(3년, AA-)",연%
2018-05-21,2.863,"회사채(3년, AA-)",연%
2018-05-23,2.85,"회사채(3년, AA-)",연%
2018-05-24,2.818,"회사채(3년, AA-)",연%
2018-05-25,2.823,"회사채(3년, AA-)",연%
2018-05-28,2.829,"회사채(3년, AA-)",연%
2018-05-29,2.813,"회사채(3년, AA-)",연%
2018-05-30,2.817,"회사채(3년, AA-)",연%
2018-05-31,2.816,"회사채(3년, AA-)",연%
2018-06-01,2.814,"회사채(3년, AA-)",연%
2018-06-04,2.834,"회사채(3년, AA-)",연%
2018-06-05,2.827,"회사채(3년, AA-)",연%
2018-06-07,2.842,"회사채(3년, AA-)",연%
2018-06-08,2.818,"회사채(3년, AA-)",연%
2018-06-11,2.833,"회사채(3년, AA-)",연%
2018-06-12,2.833,"회사채(3년, AA-)",연%
2018-06-14,2.846,"회사채(3년, AA-)",연%
2018-06-15,2.815,"회사채(3년, AA-)",연%
2018-06-18,2.807,"회사채(3년, AA-)",연%
2018-06-19,2.795,"회사채(3년, AA-)",연%
2018-06-20,2.797,"회사채(3년, AA-)",연%
2018-06-21,2.786,"회사채(3년, AA-)",연%
2018-06-22,2.788,"회사채(3년, AA-)",연%
2018-06-25,2.784,"회사채(3년, AA-)",연%
2018-06-26,2.788,"회사채(3년, AA-)",연%
2018-06-27,2.767,"회사채(3년, AA-)",연%
2018-06-28,2.762,"회사채(3년, AA-)",연%
2018-06-29,2.766,"회사채(3년, AA-)",연%
2018-07-02,2.766,"회사채(3년, AA-)",연%
2018-07-03,2.781,"회사채(3년, AA-)",연%
2018-07-04,2.761,"회사채(3년, AA-)",연%
2018-07-05,2.742,"회사채(3년, AA-)",연%
2018-07-06,2.749,"회사채(3년, AA-)",연%
2018-07-09,2.755,"회사채(3년, AA-)",연%
2018-07-10,2.745,"회사채(3년, AA-)",연%
2018-07-11,2.708,"회사채(3년, AA-)",연%
2018-07-12,2.744,"회사채(3년, AA-)",연%
2018-07-13,2.755,"회사채(3년, AA-)",연%
2018-07-16,2.741,"회사채(3년, AA-)",연%
2018-07-17,2.746,"회사채(3년, AA-)",연%
2018-07-18,2.74,"회사채(3년, AA-)",연%
2018-07-19,2.744,"회사채(3년, AA-)",연%
2018-07-20,2.732,"회사채(3년, AA-)",연%
2018-07-23,2.735,"회사채(3년, AA-)",연%
2018-07-24,2.748,"회사채(3년, AA-)",연%
2018-07-25,2.739,"회사채(3년, AA-)",연%
2018-07-26,2.732,"회사채(3년, AA-)",연%
2018-07-27,2.771,"회사채(3년, AA-)",연%
2018-07-30,2.786,"회사채(3년, AA-)",연%
2018-07-31,2.781,"회사채(3년, AA-)",연%
2018-08-01,2.78,"회사채(3년, AA-)",연%
2018-08-02,2.77,"회사채(3년, AA-)",연%
2018-08-03,2.765,"회사채(3년, AA-)",연%
2018-08-06,2.755,"회사채(3년, AA-)",연%
2018-08-07,2.743,"회사채(3년, AA-)",연%
2018-08-08,2.732,"회사채(3년, AA-)",연%
2018-08-09,2.714,"회사채(3년, AA-)",연%
2018-08-10,2.703,"회사채(3년, AA-)",연%
2018-08-13,2.711,"회사채(3년, AA-)",연%
2018-08-14,2.721,"회사채(3년, AA-)",연%
2018-08-16,2.707,"회사채(3년, AA-)",연%
2018-08-17,2.659,"회사채(3년, AA-)",연%
2018-08-20,2.65,"회사채(3년, AA-)",연%
2018-08-21,2.592,"회사채(3년, AA-)",연%
2018-08-22,2.626,"회사채(3년, AA-)",연%
2018-08-23,2.625,"회사채(3년, AA-)",연%
2018-08-24,2.624,"회사채(3년, AA-)",연%
2018-08-27,2.581,"회사채(3년, AA-)",연%
2018-08-28,2.546,"회사채(3년, AA-)",연%
2018-08-29,2.507,"회사채(3년, AA-)",연%
2018-08-30,2.5,"회사채(3년, AA-)",연%
2018-08-31,2.416,"회사채(3년, AA-)",연%
2018-09-03,2.404,"회사채(3년, AA-)",연%
2018-09-04,2.386,"회사채(3년, AA-)",연%
2018-09-05,2.358,"회사채(3년, AA-)",연%
2018-09-06,2.366,"회사채(3년, AA-)",연%
2018-09-07,2.365,"회사채(3년, AA-)",연%
2018-09-10,2.367,"회사채(3년, AA-)",연%
2018-09-11,2.373,"회사채(3년, AA-)",연%
2018-09-12,2.343,"회사채(3년, AA-)",연%
2018-09-13,2.37,"회사채(3년, AA-)",연%
2018-09-14,2.406,"회사채(3년, AA-)",연%
2018-09-17,2.413,"회사채(3년, AA-)",연%
2018-09-18,2.422,"회사채(3년, AA-)",연%
2018-09-19,2.438,"회사채(3년, AA-)",연%
2018-09-20,2.476,"회사채(3년, AA-)",연%
2018-09-21,2.463,"회사채(3년, AA-)",연%
2018-09-27,2.45,"회사채(3년, AA-)",연%
2018-09-28,2.449,"회사채(3년, AA-)",연%
2018-10-01,2.464,"회사채(3년, AA-)",연%
2018-10-02,2.46,"회사채(3년, AA-)",연%
2018-10-04,2.506,"회사채(3년, AA-)",연%
2018-10-05,2.522,"회사채(3년, AA-)",연%
2018-10-08,2.528,"회사채(3년, AA-)",연%
2018-10-10,2.497,"회사채(3년, AA-)",연%
2018-10-11,2.455,"회사채(3년, AA-)",연%
2018-10-12,2.486,"회사채(3년, AA-)",연%
2018-10-15,2.485,"회사채(3년, AA-)",연%
2018-10-16,2.482,"회사채(3년, AA-)",연%
2018-10-17,2.463,"회사채(3년, AA-)",연%
2018-10-18,2.423,"회사채(3년, AA-)",연%
2018-10-19,2.432,"회사채(3년, AA-)",연%
2018-10-22,2.451,"회사채(3년, AA-)",연%
2018-10-23,2.432,"회사채(3년, AA-)",연%
2018-10-24,2.445,"회사채(3년, AA-)",연%
2018-10-25,2.426,"회사채(3년, AA-)",연%
2018-10-26,2.413,"회사채(3년, AA-)",연%
2018-10-29,2.344,"회사채(3년, AA-)",연%
2018-10-30,2.384,"회사채(3년, AA-)",연%
2018-10-31,2.393,"회사채(3년, AA-)",연%
2018-11-01,2.394,"회사채(3년, AA-)",연%
2018-11-02,2.431,"회사채(3년, AA-)",연%
2018-11-05,2.432,"회사채(3년, AA-)",연%
2018-11-06,2.436,"회사채(3년, AA-)",연%
2018-11-07,2.419,"회사채(3년, AA-)",연%
2018-11-08,2.42,"회사채(3년, AA-)",연%
2018-11-09,2.416,"회사채(3년, AA-)",연%
2018-11-12,2.406,"회사채(3년, AA-)",연%
2018-11-13,2.402,"회사채(3년, AA-)",연%
2018-11-14,2.39,"회사채(3년, AA-)",연%
2018-11-15,2.409,"회사채(3년, AA-)",연%
2018-11-16,2.411,"회사채(3년, AA-)",연%
2018-11-19,2.405,"회사채(3년, AA-)",연%
2018-11-20,2.405,"회사채(3년, AA-)",연%
2018-11-21,2.409,"회사채(3년, AA-)",연%
2018-11-22,2.406,"회사채(3년, AA-)",연%
2018-11-23,2.388,"회사채(3년, AA-)",연%
2018-11-26,2.388,"회사채(3년, AA-)",연%
2018-11-27,2.38,"회사채(3년, AA-)",연%
2018-11-28,2.388,"회사채(3년, AA-)",연%
2018-11-29,2.36,"회사채(3년, AA-)",연%
2018-11-30,2.367,"회사채(3년, AA-)",연%
2018-12-03,2.388,"회사채(3년, AA-)",연%
2018-12-04,2.382,"회사채(3년, AA-)",연%
2018-12-05,2.372,"회사채(3년, AA-)",연%
2018-12-06,2.319,"회사채(3년, AA-)",연%
2018-12-07,2.313,"회사채(3년, AA-)",연%
2018-12-10,2.293,"회사채(3년, AA-)",연%
2018-12-11,2.284,"회사채(3년, AA-)",연%
2018-12-12,2.292,"회사채(3년, AA-)",연%
2018-12-13,2.288,"회사채(3년, AA-)",연%
2018-12-14,2.277,"회사채(3년, AA-)",연%
2018-12-17,2.283,"회사채(3년, AA-)",연%
2018-12-18,2.282,"회사채(3년, AA-)",연%
2018-12-19,2.272,"회사채(3년, AA-)",연%
2018-12-20,2.283,"회사채(3년, AA-)",연%
2018-12-21,2.31,"회사채(3년, AA-)",연%
2018-12-24,2.313,"회사채(3년, AA-)",연%
2018-12-26,2.279,"회사채(3년, AA-)",연%
2018-12-27,2.282,"회사채(3년, AA-)",연%
2018-12-28,2.287,"회사채(3년, AA-)",연%
2018-12-31,2.287,"회사채(3년, AA-)",연%
2019-01-02,2.27,"회사채(3년, AA-)",연%
2019-01-03,2.265,"회사채(3년, AA-)",연%
2019-01-04,2.259,"회사채(3년, AA-)",연%
2019-01-07,2.268,"회사채(3년, AA-)",연%
2019-01-08,2.269,"회사채(3년, AA-)",연%
2019-01-09,2.27,"회사채(3년, AA-)",연%
2019-01-10,2.259,"회사채(3년, AA-)",연%
2019-01-11,2.262,"회사채(3년, AA-)",연%
2019-01-14,2.257,"회사채(3년, AA-)",연%
2019-01-15,2.258,"회사채(3년, AA-)",연%
2019-01-16,2.258,"회사채(3년, AA-)",연%
2019-01-17,2.255,"회사채(3년, AA-)",연%
2019-01-18,2.267,"회사채(3년, AA-)",연%
2019-01-21,2.271,"회사채(3년, AA-)",연%
2019-01-22,2.255,"회사채(3년, AA-)",연%
2019-01-23,2.256,"회사채(3년, AA-)",연%
2019-01-24,2.261,"회사채(3년, AA-)",연%
2019-01-25,2.261,"회사채(3년, AA-)",연%
2019-01-28,2.267,"회사채(3년, AA-)",연%
2019-01-29,2.269,"회사채(3년, AA-)",연%
2019-01-30,2.272,"회사채(3년, AA-)",연%
2019-01-31,2.256,"회사채(3년, AA-)",연%
2019-02-01,2.251,"회사채(3년, AA-)",연%
2019-02-07,2.249,"회사채(3년, AA-)",연%
2019-02-08,2.234,"회사채(3년, AA-)",연%
2019-02-11,2.229,"회사채(3년, AA-)",연%
2019-02-12,2.242,"회사채(3년, AA-)",연%
2019-02-13,2.247,"회사채(3년, AA-)",연%
2019-02-14,2.242,"회사채(3년, AA-)",연%
2019-02-15,2.231,"회사채(3년, AA-)",연%
2019-02-18,2.251,"회사채(3년, AA-)",연%
2019-02-19,2.249,"회사채(3년, AA-)",연%
2019-02-20,2.252,"회사채(3년, AA-)",연%
2019-02-21,2.258,"회사채(3년, AA-)",연%
2019-02-22,2.26,"회사채(3년, AA-)",연%
2019-02-25,2.265,"회사채(3년, AA-)",연%
2019-02-26,2.261,"회사채(3년, AA-)",연%
2019-02-27,2.254,"회사채(3년, AA-)",연%
2019-02-28,2.261,"회사채(3년, AA-)",연%
2019-03-04,2.281,"회사채(3년, AA-)",연%
2019-03-05,2.283,"회사채(3년, AA-)",연%
2019-03-06,2.278,"회사채(3년, AA-)",연%
2019-03-07,2.269,"회사채(3년, AA-)",연%
2019-03-08,2.255,"회사채(3년, AA-)",연%
2019-03-11,2.261,"회사채(3년, AA-)",연%
2019-03-12,2.262,"회사채(3년, AA-)",연%
2019-03-13,2.248,"회사채(3년, AA-)",연%
2019-03-14,2.246,"회사채(3년, AA-)",연%
2019-03-15,2.256,"회사채(3년, AA-)",연%
2019-03-18,2.264,"회사채(3년, AA-)",연%
2019-03-19,2.262,"회사채(3년, AA-)",연%
2019-03-20,2.265,"회사채(3년, AA-)",연%
2019-03-21,2.247,"회사채(3년, AA-)",연%
2019-03-22,2.254,"회사채(3년, AA-)",연%
2019-03-25,2.225,"회사채(3년, AA-)",연%
2019-03-26,2.217,"회사채(3년, AA-)",연%
2019-03-27,2.187,"회사채(3년, AA-)",연%
2019-03-28,2.151,"회사채(3년, AA-)",연%
2019-03-29,2.163,"회사채(3년, AA-)",연%
2019-04-01,2.197,"회사채(3년, AA-)",연%
2019-04-02,2.178,"회사채(3년, AA-)",연%
2019-04-03,2.193,"회사채(3년, AA-)",연%
2019-04-04,2.194,"회사채(3년, AA-)",연%
2019-04-05,2.207,"회사채(3년, AA-)",연%
2019-04-08,2.196,"회사채(3년, AA-)",연%
2019-04-09,2.197,"회사채(3년, AA-)",연%
2019-04-10,2.201,"회사채(3년, AA-)",연%
2019-04-11,2.202,"회사채(3년, AA-)",연%
2019-04-12,2.204,"회사채(3년, AA-)",연%
2019-04-15,2.23,"회사채(3년, AA-)",연%
2019-04-16,2.234,"회사채(3년, AA-)",연%
2019-04-17,2.249,"회사채(3년, AA-)",연%
