날짜,회사채3년AA금리,항목명,단위
2019-04-18,2.215,"회사채(3년, AA-)",연%
2019-04-19,2.228,"회사채(3년, AA-)",연%
2019-04-22,2.241,"회사채(3년, AA-)",연%
2019-04-23,2.238,"회사채(3년, AA-)",연%
2019-04-24,2.219,"회사채(3년, AA-)",연%
2019-04-25,2.195,"회사채(3년, AA-)",연%
2019-04-26,2.191,"회사채(3년, AA-)",연%
2019-04-29,2.184,"회사채(3년, AA-)",연%
2019-04-30,2.171,"회사채(3년, AA-)",연%
2019-05-02,2.201,"회사채(3년, AA-)",연%
2019-05-03,2.204,"회사채(3년, AA-)",연%
2019-05-07,2.189,"회사채(3년, AA-)",연%
2019-05-08,2.184,"회사채(3년, AA-)",연%
2019-05-09,2.176,"회사채(3년, AA-)",연%
2019-05-10,2.187,"회사채(3년, AA-)",연%
2019-05-13,2.186,"회사채(3년, AA-)",연%
2019-05-14,2.177,"회사채(3년, AA-)",연%
2019-05-15,2.175,"회사채(3년, AA-)",연%
2019-05-16,2.146,"회사채(3년, AA-)",연%
2019-05-17,2.145,"회사채(3년, AA-)",연%
2019-05-20,2.157,"회사채(3년, AA-)",연%
2019-05-21,2.142,"회사채(3년, AA-)",연%
2019-05-22,2.144,"회사채(3년, AA-)",연%
2019-05-23,2.131,"회사채(3년, AA-)",연%
2019-05-24,2.126,"회사채(3년, AA-)",연%
2019-05-27,2.131,"회사채(3년, AA-)",연%
2019-05-28,2.13,"회사채(3년, AA-)",연%
2019-05-29,2.103,"회사채(3년, AA-)",연%
2019-05-30,2.11,"회사채(3년, AA-)",연%
2019-05-31,2.075,"회사채(3년, AA-)",연%
2019-06-03,2.074,"회사채(3년, AA-)",연%
2019-06-04,2.07,"회사채(3년, AA-)",연%
2019-06-05,2.05,"회사채(3년, AA-)",연%
2019-06-07,2.047,"회사채(3년, AA-)",연%
2019-06-10,2.048,"회사채(3년, AA-)",연%
2019-06-11,2.053,"회사채(3년, AA-)",연%
2019-06-12,1.999,"회사채(3년, AA-)",연%
2019-06-13,2.002,"회사채(3년, AA-)",연%
2019-06-14,1.989,"회사채(3년, AA-)",연%
2019-06-17,2.005,"회사채(3년, AA-)",연%
2019-06-18,2.007,"회사채(3년, AA-)",연%
2019-06-19,1.995,"회사채(3년, AA-)",연%
2019-06-20,1.939,"회사채(3년, AA-)",연%
2019-06-21,1.949,"회사채(3년, AA-)",연%
2019-06-24,1.949,"회사채(3년, AA-)",연%
2019-06-25,1.971,"회사채(3년, AA-)",연%
2019-06-26,1.982,"회사채(3년, AA-)",연%
2019-06-27,1.984,"회사채(3년, AA-)",연%
2019-06-28,1.967,"회사채(3년, AA-)",연%
2019-07-01,1.974,"회사채(3년, AA-)",연%
2019-07-02,1.958,"회사채(3년, AA-)",연%
2019-07-03,1.925,"회사채(3년, AA-)",연%
2019-07-04,1.915,"회사채(3년, AA-)",연%
2019-07-05,1.923,"회사채(3년, AA-)",연%
2019-07-08,1.922,"회사채(3년, AA-)",연%
2019-07-09,1.923,"회사채(3년, AA-)",연%
2019-07-10,1.938,"회사채(3년, AA-)",연%
2019-07-11,1.92,"회사채(3년, AA-)",연%
2019-07-12,1.927,"회사채(3년, AA-)",연%
2019-07-15,1.937,"회사채(3년, AA-)",연%
2019-07-16,1.934,"회사채(3년, AA-)",연%
2019-07-17,1.903,"회사채(3년, AA-)",연%
2019-07-18,1.85,"회사채(3년, AA-)",연%
2019-07-19,1.832,"회사채(3년, AA-)",연%
2019-07-22,1.837,"회사채(3년, AA-)",연%
2019-07-23,1.843,"회사채(3년, AA-)",연%
2019-07-24,1.83,"회사채(3년, AA-)",연%
2019-07-25,1.809,"회사채(3년, AA-)",연%
2019-07-26,1.817,"회사채(3년, AA-)",연%
2019-07-29,1.817,"회사채(3년, AA-)",연%
2019-07-30,1.812,"회사채(3년, AA-)",연%
2019-07-31,1.803,"회사채(3년, AA-)",연%
2019-08-01,1.822,"회사채(3년, AA-)",연%
2019-08-02,1.773,"회사채(3년, AA-)",연%
2019-08-05,1.693,"회사채(3년, AA-)",연%
2019-08-06,1.688,"회사채(3년, AA-)",연%
2019-08-07,1.678,"회사채(3년, AA-)",연%
2019-08-08,1.691,"회사채(3년, AA-)",연%
2019-08-09,1.707,"회사채(3년, AA-)",연%
2019-08-12,1.706,"회사채(3년, AA-)",연%
2019-08-13,1.678,"회사채(3년, AA-)",연%
2019-08-14,1.678,"회사채(3년, AA-)",연%
2019-08-16,1.626,"회사채(3년, AA-)",연%
2019-08-19,1.628,"회사채(3년, AA-)",연%
2019-08-20,1.636,"회사채(3년, AA-)",연%
2019-08-21,1.685,"회사채(3년, AA-)",연%
2019-08-22,1.658,"회사채(3년, AA-)",연%
2019-08-23,1.691,"회사채(3년, AA-)",연%
2019-08-26,1.648,"회사채(3년, AA-)",연%
2019-08-27,1.695,"회사채(3년, AA-)",연%
2019-08-28,1.701,"회사채(3년, AA-)",연%
2019-08-29,1.691,"회사채(3년, AA-)",연%
2019-08-30,1.693,"회사채(3년, AA-)",연%
2019-09-02,1.74,"회사채(3년, AA-)",연%
2019-09-03,1.734,"회사채(3년, AA-)",연%
2019-09-04,1.741,"회사채(3년, AA-)",연%
2019-09-05,1.76,"회사채(3년, AA-)",연%
2019-09-06,1.769,"회사채(3년, AA-)",연%
2019-09-09,1.742,"회사채(3년, AA-)",연%
2019-09-10,1.748,"회사채(3년, AA-)",연%
2019-09-11,1.764,"회사채(3년, AA-)",연%
2019-09-16,1.85,"회사채(3년, AA-)",연%
2019-09-17,1.822,"회사채(3년, AA-)",연%
2019-09-18,1.816,"회사채(3년, AA-)",연%
2019-09-19,1.835,"회사채(3년, AA-)",연%
2019-09-20,1.836,"회사채(3년, AA-)",연%
2019-09-23,1.837,"회사채(3년, AA-)",연%
2019-09-24,1.829,"회사채(3년, AA-)",연%
2019-09-25,1.807,"회사채(3년, AA-)",연%
2019-09-26,1.806,"회사채(3년, AA-)",연%
2019-09-27,1.806,"회사채(3년, AA-)",연%
2019-09-30,1.8,"회사채(3년, AA-)",연%
2019-10-01,1.824,"회사채(3년, AA-)",연%
2019-10-02,1.806,"회사채(3년, AA-)",연%
2019-10-04,1.717,"회사채(3년, AA-)",연%
2019-10-07,1.738,"회사채(3년, AA-)",연%
2019-10-08,1.766,"회사채(3년, AA-)",연%
2019-10-10,1.779,"회사채(3년, AA-)",연%
2019-10-11,1.785,"회사채(3년, AA-)",연%
2019-10-14,1.787,"회사채(3년, AA-)",연%
2019-10-15,1.791,"회사채(3년, AA-)",연%
2019-10-16,1.827,"회사채(3년, AA-)",연%
2019-10-17,1.879,"회사채(3년, AA-)",연%
2019-10-18,1.88,"회사채(3년, AA-)",연%
2019-10-21,1.912,"회사채(3년, AA-)",연%
2019-10-22,1.885,"회사채(3년, AA-)",연%
2019-10-23,1.894,"회사채(3년, AA-)",연%
2019-10-24,1.905,"회사채(3년, AA-)",연%
2019-10-25,1.943,"회사채(3년, AA-)",연%
2019-10-28,2.018,"회사채(3년, AA-)",연%
2019-10-29,1.994,"회사채(3년, AA-)",연%
2019-10-30,1.981,"회사채(3년, AA-)",연%
2019-10-31,1.973,"회사채(3년, AA-)",연%
2019-11-01,1.976,"회사채(3년, AA-)",연%
2019-11-04,2.053,"회사채(3년, AA-)",연%
2019-11-05,2.026,"회사채(3년, AA-)",연%
2019-11-06,2.033,"회사채(3년, AA-)",연%
2019-11-07,2.048,"회사채(3년, AA-)",연%
2019-11-08,2.023,"회사채(3년, AA-)",연%
2019-11-11,2.011,"회사채(3년, AA-)",연%
2019-11-12,2.064,"회사채(3년, AA-)",연%
2019-11-13,2.015,"회사채(3년, AA-)",연%
2019-11-14,2.016,"회사채(3년, AA-)",연%
2019-11-15,2.019,"회사채(3년, AA-)",연%
2019-11-18,2.023,"회사채(3년, AA-)",연%
2019-11-19,1.995,"회사채(3년, AA-)",연%
2019-11-20,1.965,"회사채(3년, AA-)",연%
2019-11-21,1.978,"회사채(3년, AA-)",연%
2019-11-22,1.972,"회사채(3년, AA-)",연%
2019-11-25,1.988,"회사채(3년, AA-)",연%
2019-11-26,1.989,"회사채(3년, AA-)",연%
2019-11-27,1.975,"회사채(3년, AA-)",연%
2019-11-28,1.957,"회사채(3년, AA-)",연%
2019-11-29,1.922,"회사채(3년, AA-)",연%
2019-12-02,1.957,"회사채(3년, AA-)",연%
2019-12-03,1.986,"회사채(3년, AA-)",연%
2019-12-04,1.939,"회사채(3년, AA-)",연%
2019-12-05,1.957,"회사채(3년, AA-)",연%
2019-12-06,1.969,"회사채(3년, AA-)",연%
2019-12-09,1.955,"회사채(3년, AA-)",연%
2019-12-10,1.949,"회사채(3년, AA-)",연%
2019-12-11,1.942,"회사채(3년, AA-)",연%
2019-12-12,1.942,"회사채(3년, AA-)",연%
2019-12-13,1.962,"회사채(3년, AA-)",연%
2019-12-16,1.935,"회사채(3년, AA-)",연%
2019-12-17,1.93,"회사채(3년, AA-)",연%
2019-12-18,1.927,"회사채(3년, AA-)",연%
2019-12-19,1.949,"회사채(3년, AA-)",연%
2019-12-20,1.959,"회사채(3년, AA-)",연%
2019-12-23,1.951,"회사채(3년, AA-)",연%
2019-12-24,1.945,"회사채(3년, AA-)",연%
2019-12-26,1.941,"회사채(3년, AA-)",연%
2019-12-27,1.944,"회사채(3년, AA-)",연%
2019-12-30,1.937,"회사채(3년, AA-)",연%
2019-12-31,1.937,"회사채(3년, AA-)",연%
2020-01-02,1.907,"회사채(3년, AA-)",연%
2020-01-03,1.858,"회사채(3년, AA-)",연%
2020-01-06,1.861,"회사채(3년, AA-)",연%
2020-01-07,1.911,"회사채(3년, AA-)",연%
2020-01-08,1.939,"회사채(3년, AA-)",연%
2020-01-09,1.983,"회사채(3년, AA-)",연%
2020-01-10,1.991,"회사채(3년, AA-)",연%
2020-01-13,1.989,"회사채(3년, AA-)",연%
2020-01-14,1.968,"회사채(3년, AA-)",연%
2020-01-15,1.972,"회사채(3년, AA-)",연%
2020-01-16,2.001,"회사채(3년, AA-)",연%
2020-01-17,2.01,"회사채(3년, AA-)",연%
2020-01-20,2.034,"회사채(3년, AA-)",연%
2020-01-21,1.986,"회사채(3년, AA-)",연%
2020-01-22,2.016,"회사채(3년, AA-)",연%
2020-01-23,2.006,"회사채(3년, AA-)",연%
2020-01-28,1.94,"회사채(3년, AA-)",연%
2020-01-29,1.922,"회사채(3년, AA-)",연%
2020-01-30,1.897,"회사채(3년, AA-)",연%
2020-01-31,1.899,"회사채(3년, AA-)",연%
2020-02-03,1.884,"회사채(3년, AA-)",연%
2020-02-04,1.923,"회사채(3년, AA-)",연%
2020-02-05,1.901,"회사채(3년, AA-)",연%
2020-02-06,1.904,"회사채(3년, AA-)",연%
2020-02-07,1.874,"회사채(3년, AA-)",연%
2020-02-10,1.886,"회사채(3년, AA-)",연%
2020-02-11,1.888,"회사채(3년, AA-)",연%
2020-02-12,1.89,"회사채(3년, AA-)",연%
2020-02-13,1.873,"회사채(3년, AA-)",연%
2020-02-14,1.913,"회사채(3년, AA-)",연%
2020-02-17,1.906,"회사채(3년, AA-)",연%
2020-02-18,1.863,"회사채(3년, AA-)",연%
2020-02-19,1.875,"회사채(3년, AA-)",연%
2020-02-20,1.833,"회사채(3년, AA-)",연%
2020-02-21,1.782,"회사채(3년, AA-)",연%
2020-02-24,1.74,"회사채(3년, AA-)",연%
2020-02-25,1.765,"회사채(3년, AA-)",연%
2020-02-26,1.734,"회사채(3년, AA-)",연%
2020-02-27,1.79,"회사채(3년, AA-)",연%
2020-02-28,1.707,"회사채(3년, AA-)",연%
2020-03-02,1.728,"회사채(3년, AA-)",연%
2020-03-03,1.718,"회사채(3년, AA-)",연%
2020-03-04,1.644,"회사채(3년, AA-)",연%
2020-03-05,1.666,"회사채(3년, AA-)",연%
2020-03-06,1.692,"회사채(3년, AA-)",연%
2020-03-09,1.657,"회사채(3년, AA-)",연%
2020-03-10,1.708,"회사채(3년, AA-)",연%
2020-03-11,1.712,"회사채(3년, AA-)",연%
2020-03-12,1.707,"회사채(3년, AA-)",연%
2020-03-13,1.81,"회사채(3년, AA-)",연%
2020-03-16,1.765,"회사채(3년, AA-)",연%
2020-03-17,1.74,"회사채(3년, AA-)",연%
2020-03-18,1.77,"회사채(3년, AA-)",연%
2020-03-19,1.947,"회사채(3년, AA-)",연%
2020-03-20,1.945,"회사채(3년, AA-)",연%
2020-03-23,2.01,"회사채(3년, AA-)",연%
2020-03-24,2.006,"회사채(3년, AA-)",연%
2020-03-25,2.025,"회사채(3년, AA-)",연%
2020-03-26,2.035,"회사채(3년, AA-)",연%
2020-03-27,2.039,"회사채(3년, AA-)",연%
2020-03-30,2.074,"회사채(3년, AA-)",연%
2020-03-31,2.077,"회사채(3년, AA-)",연%
2020-04-01,2.099,"회사채(3년, AA-)",연%
2020-04-02,2.093,"회사채(3년, AA-)",연%
2020-04-03,2.1,"회사채(3년, AA-)",연%
2020-04-06,2.1,"회사채(3년, AA-)",연%
2020-04-07,2.1,"회사채(3년, AA-)",연%
2020-04-08,2.097,"회사채(3년, AA-)",연%
2020-04-09,2.093,"회사채(3년, AA-)",연%
2020-04-10,2.092,"회사채(3년, AA-)",연%
2020-04-13,2.12,"회사채(3년, AA-)",연%
2020-04-14,2.126,"회사채(3년, AA-)",연%
2020-04-16,2.123,"회사채(3년, AA-)",연%
2020-04-17,2.148,"회사채(3년, AA-)",연%
2020-04-20,2.153,"회사채(3년, AA-)",연%
2020-04-21,2.188,"회사채(3년, AA-)",연%
2020-04-22,2.203,"회사채(3년, AA-)",연%
2020-04-23,2.203,"회사채(3년, AA-)",연%
2020-04-24,2.201,"회사채(3년, AA-)",연%
2020-04-27,2.215,"회사채(3년, AA-)",연%
2020-04-28,2.224,"회사채(3년, AA-)",연%
2020-04-29,2.218,"회사채(3년, AA-)",연%
2020-05-04,2.203,"회사채(3년, AA-)",연%
2020-05-06,2.202,"회사채(3년, AA-)",연%
2020-05-07,2.198,"회사채(3년, AA-)",연%
2020-05-08,2.182,"회사채(3년, AA-)",연%
2020-05-11,2.198,"회사채(3년, AA-)",연%
2020-05-12,2.173,"회사채(3년, AA-)",연%
2020-05-13,2.155,"회사채(3년, AA-)",연%
2020-05-14,2.17,"회사채(3년, AA-)",연%
2020-05-15,2.176,"회사채(3년, AA-)",연%
2020-05-18,2.188,"회사채(3년, AA-)",연%
2020-05-19,2.185,"회사채(3년, AA-)",연%
2020-05-20,2.181,"회사채(3년, AA-)",연%
2020-05-21,2.177,"회사채(3년, AA-)",연%
2020-05-22,2.165,"회사채(3년, AA-)",연%
2020-05-25,2.152,"회사채(3년, AA-)",연%
2020-05-26,2.176,"회사채(3년, AA-)",연%
2020-05-27,2.196,"회사채(3년, AA-)",연%
2020-05-28,2.157,"회사채(3년, AA-)",연%
2020-05-29,2.158,"회사채(3년, AA-)",연%
2020-06-01,2.164,"회사채(3년, AA-)",연%
2020-06-02,2.182,"회사채(3년, AA-)",연%
2020-06-03,2.199,"회사채(3년, AA-)",연%
2020-06-04,2.217,"회사채(3년, AA-)",연%
2020-06-05,2.224,"회사채(3년, AA-)",연%
2020-06-08,2.227,"회사채(3년, AA-)",연%
2020-06-09,2.204,"회사채(3년, AA-)",연%
2020-06-10,2.205,"회사채(3년, AA-)",연%
2020-06-11,2.204,"회사채(3년, AA-)",연%
2020-06-12,2.21,"회사채(3년, AA-)",연%
2020-06-15,2.229,"회사채(3년, AA-)",연%
2020-06-16,2.225,"회사채(3년, AA-)",연%
2020-06-17,2.244,"회사채(3년, AA-)",연%
2020-06-18,2.225,"회사채(3년, AA-)",연%
2020-06-19,2.23,"회사채(3년, AA-)",연%
2020-06-22,2.232,"회사채(3년, AA-)",연%
2020-06-23,2.224,"회사채(3년, AA-)",연%
2020-06-24,2.221,"회사채(3년, AA-)",연%
2020-06-25,2.22,"회사채(3년, AA-)",연%
2020-06-26,2.22,"회사채(3년, AA-)",연%
2020-06-29,2.246,"회사채(3년, AA-)",연%
2020-06-30,2.25,"회사채(3년, AA-)",연%
2020-07-01,2.251,"회사채(3년, AA-)",연%
2020-07-02,2.235,"회사채(3년, AA-)",연%
2020-07-03,2.239,"회사채(3년, AA-)",연%
2020-07-06,2.249,"회사채(3년, AA-)",연%
2020-07-07,2.236,"회사채(3년, AA-)",연%
2020-07-08,2.232,"회사채(3년, AA-)",연%
2020-07-09,2.235,"회사채(3년, AA-)",연%
2020-07-10,2.237,"회사채(3년, AA-)",연%
2020-07-13,2.249,"회사채(3년, AA-)",연%
2020-07-14,2.246,"회사채(3년, AA-)",연%
2020-07-15,2.241,"회사채(3년, AA-)",연%
2020-07-16,2.227,"회사채(3년, AA-)",연%
2020-07-17,2.214,"회사채(3년, AA-)",연%
2020-07-20,2.205,"회사채(3년, AA-)",연%
2020-07-21,2.216,"회사채(3년, AA-)",연%
2020-07-22,2.209,"회사채(3년, AA-)",연%
2020-07-23,2.194,"회사채(3년, AA-)",연%
2020-07-24,2.189,"회사채(3년, AA-)",연%
2020-07-27,2.188,"회사채(3년, AA-)",연%
2020-07-28,2.194,"회사채(3년, AA-)",연%
2020-07-29,2.19,"회사채(3년, AA-)",연%
2020-07-30,2.181,"회사채(3년, AA-)",연%
2020-07-31,2.177,"회사채(3년, AA-)",연%
2020-08-03,2.177,"회사채(3년, AA-)",연%
2020-08-04,2.179,"회사채(3년, AA-)",연%
2020-08-05,2.168,"회사채(3년, AA-)",연%
2020-08-06,2.172,"회사채(3년, AA-)",연%
2020-08-07,2.174,"회사채(3년, AA-)",연%
2020-08-10,2.191,"회사채(3년, AA-)",연%
2020-08-11,2.183,"회사채(3년, AA-)",연%
2020-08-12,2.192,"회사채(3년, AA-)",연%
2020-08-13,2.184,"회사채(3년, AA-)",연%
2020-08-14,2.195,"회사채(3년, AA-)",연%
2020-08-18,2.182,"회사채(3년, AA-)",연%
2020-08-19,2.177,"회사채(3년, AA-)",연%
2020-08-20,2.183,"회사채(3년, AA-)",연%
2020-08-21,2.204,"회사채(3년, AA-)",연%
2020-08-24,2.185,"회사채(3년, AA-)",연%
2020-08-25,2.188,"회사채(3년, AA-)",연%
2020-08-26,2.197,"회사채(3년, AA-)",연%
2020-08-27,2.212,"회사채(3년, AA-)",연%
2020-08-28,2.24,"회사채(3년, AA-)",연%
2020-08-31,2.264,"회사채(3년, AA-)",연%
2020-09-01,2.291,"회사채(3년, AA-)",연%
2020-09-02,2.261,"회사채(3년, AA-)",연%
2020-09-03,2.261,"회사채(3년, AA-)",연%
2020-09-04,2.268,"회사채(3년, AA-)",연%
2020-09-07,2.287,"회사채(3년, AA-)",연%
2020-09-08,2.269,"회사채(3년, AA-)",연%
2020-09-09,2.244,"회사채(3년, AA-)",연%
2020-09-10,2.243,"회사채(3년, AA-)",연%
2020-09-11,2.251,"회사채(3년, AA-)",연%
2020-09-14,2.247,"회사채(3년, AA-)",연%
2020-09-15,2.238,"회사채(3년, AA-)",연%
2020-09-16,2.233,"회사채(3년, AA-)",연%
2020-09-17,2.236,"회사채(3년, AA-)",연%
2020-09-18,2.232,"회사채(3년, AA-)",연%
2020-09-21,2.232,"회사채(3년, AA-)",연%
2020-09-22,2.228,"회사채(3년, AA-)",연%
2020-09-23,2.217,"회사채(3년, AA-)",연%
2020-09-24,2.2,"회사채(3년, AA-)",연%
2020-09-25,2.2,"회사채(3년, AA-)",연%
2020-09-28,2.192,"회사채(3년, AA-)",연%
2020-09-29,2.193,"회사채(3년, AA-)",연%
2020-10-05,2.221,"회사채(3년, AA-)",연%
2020-10-06,2.242,"회사채(3년, AA-)",연%
2020-10-07,2.244,"회사채(3년, AA-)",연%
2020-10-08,2.241,"회사채(3년, AA-)",연%
2020-10-12,2.251,"회사채(3년, AA-)",연%
2020-10-13,2.248,"회사채(3년, AA-)",연%
2020-10-14,2.237,"회사채(3년, AA-)",연%
2020-10-15,2.22,"회사채(3년, AA-)",연%
2020-10-16,2.23,"회사채(3년, AA-)",연%
2020-10-19,2.229,"회사채(3년, AA-)",연%
2020-10-20,2.241,"회사채(3년, AA-)",연%
2020-10-21,2.259,"회사채(3년, AA-)",연%
2020-10-22,2.246,"회사채(3년, AA-)",연%
2020-10-23,2.235,"회사채(3년, AA-)",연%
2020-10-26,2.231,"회사채(3년, AA-)",연%
2020-10-27,2.239,"회사채(3년, AA-)",연%
2020-10-28,2.232,"회사채(3년, AA-)",연%
2020-10-29,2.24,"회사채(3년, AA-)",연%
2020-10-30,2.247,"회사채(3년, AA-)",연%
2020-11-02,2.273,"회사채(3년, AA-)",연%
2020-11-03,2.276,"회사채(3년, AA-)",연%
2020-11-04,2.257,"회사채(3년, AA-)",연%
2020-11-05,2.237,"회사채(3년, AA-)",연%
2020-11-06,2.249,"회사채(3년, AA-)",연%
2020-11-09,2.254,"회사채(3년, AA-)",연%
2020-11-10,2.269,"회사채(3년, AA-)",연%
2020-11-11,2.274,"회사채(3년, AA-)",연%
2020-11-12,2.256,"회사채(3년, AA-)",연%
2020-11-13,2.253,"회사채(3년, AA-)",연%
2020-11-16,2.254,"회사채(3년, AA-)",연%
2020-11-17,2.25,"회사채(3년, AA-)",연%
2020-11-18,2.239,"회사채(3년, AA-)",연%
2020-11-19,2.237,"회사채(3년, AA-)",연%
2020-11-20,2.234,"회사채(3년, AA-)",연%
2020-11-23,2.219,"회사채(3년, AA-)",연%
2020-11-24,2.224,"회사채(3년, AA-)",연%
2020-11-25,2.233,"회사채(3년, AA-)",연%
2020-11-26,2.24,"회사채(3년, AA-)",연%
2020-11-27,2.232,"회사채(3년, AA-)",연%
2020-11-30,2.235,"회사채(3년, AA-)",연%
2020-12-01,2.232,"회사채(3년, AA-)",연%
2020-12-02,2.233,"회사채(3년, AA-)",연%
2020-12-03,2.226,"회사채(3년, AA-)",연%
2020-12-04,2.22,"회사채(3년, AA-)",연%
2020-12-07,2.215,"회사채(3년, AA-)",연%
2020-12-08,2.211,"회사채(3년, AA-)",연%
2020-12-09,2.214,"회사채(3년, AA-)",연%
2020-12-10,2.212,"회사채(3년, AA-)",연%
2020-12-11,2.215,"회사채(3년, AA-)",연%
2020-12-14,2.216,"회사채(3년, AA-)",연%
2020-12-15,2.215,"회사채(3년, AA-)",연%
2020-12-16,2.221,"회사채(3년, AA-)",연%
2020-12-17,2.229,"회사채(3년, AA-)",연%
2020-12-18,2.208,"회사채(3년, AA-)",연%
2020-12-21,2.201,"회사채(3년, AA-)",연%
2020-12-22,2.19,"회사채(3년, AA-)",연%
2020-12-23,2.179,"회사채(3년, AA-)",연%
2020-12-24,2.196,"회사채(3년, AA-)",연%
2020-12-28,2.196,"회사채(3년, AA-)",연%
2020-12-29,2.202,"회사채(3년, AA-)",연%
2020-12-30,2.208,"회사채(3년, AA-)",연%
2020-12-31,2.208,"회사채(3년, AA-)",연%
2021-01-04,2.192,"회사채(3년, AA-)",연%
2021-01-05,2.173,"회사채(3년, AA-)",연%
2021-01-06,2.176,"회사채(3년, AA-)",연%
2021-01-07,2.177,"회사채(3년, AA-)",연%
2021-01-08,2.178,"회사채(3년, AA-)",연%
2021-01-11,2.161,"회사채(3년, AA-)",연%
2021-01-12,2.161,"회사채(3년, AA-)",연%
2021-01-13,2.158,"회사채(3년, AA-)",연%
2021-01-14,2.155,"회사채(3년, AA-)",연%
2021-01-15,2.144,"회사채(3년, AA-)",연%
2021-01-18,2.137,"회사채(3년, AA-)",연%
2021-01-19,2.132,"회사채(3년, AA-)",연%
2021-01-20,2.129,"회사채(3년, AA-)",연%
2021-01-21,2.122,"회사채(3년, AA-)",연%
2021-01-22,2.124,"회사채(3년, AA-)",연%
2021-01-25,2.124,"회사채(3년, AA-)",연%
2021-01-26,2.122,"회사채(3년, AA-)",연%
2021-01-27,2.103,"회사채(3년, AA-)",연%
2021-01-28,2.097,"회사채(3년, AA-)",연%
2021-01-29,2.092,"회사채(3년, AA-)",연%
2021-02-01,2.09,"회사채(3년, AA-)",연%
2021-02-02,2.069,"회사채(3년, AA-)",연%
2021-02-03,2.064,"회사채(3년, AA-)",연%
2021-02-04,2.065,"회사채(3년, AA-)",연%
2021-02-05,2.061,"회사채(3년, AA-)",연%
2021-02-08,2.07,"회사채(3년, AA-)",연%
2021-02-09,2.054,"회사채(3년, AA-)",연%
2021-02-10,2.055,"회사채(3년, AA-)",연%
2021-02-15,2.056,"회사채(3년, AA-)",연%
2021-02-16,2.041,"회사채(3년, AA-)",연%
2021-02-17,2.043,"회사채(3년, AA-)",연%
2021-02-18,2.039,"회사채(3년, AA-)",연%
2021-02-19,2.043,"회사채(3년, AA-)",연%
2021-02-22,2.059,"회사채(3년, AA-)",연%
2021-02-23,2.054,"회사채(3년, AA-)",연%
2021-02-24,2.032,"회사채(3년, AA-)",연%
2021-02-25,2.035,"회사채(3년, AA-)",연%
2021-02-26,2.054,"회사채(3년, AA-)",연%
2021-03-02,2.054,"회사채(3년, AA-)",연%
2021-03-03,2.051,"회사채(3년, AA-)",연%
2021-03-04,2.058,"회사채(3년, AA-)",연%
2021-03-05,2.08,"회사채(3년, AA-)",연%
2021-03-08,2.117,"회사채(3년, AA-)",연%
2021-03-09,2.159,"회사채(3년, AA-)",연%
2021-03-10,2.134,"회사채(3년, AA-)",연%
2021-03-11,2.123,"회사채(3년, AA-)",연%
2021-03-12,2.149,"회사채(3년, AA-)",연%
2021-03-15,2.153,"회사채(3년, AA-)",연%
2021-03-16,2.114,"회사채(3년, AA-)",연%
2021-03-17,2.115,"회사채(3년, AA-)",연%
2021-03-18,2.083,"회사채(3년, AA-)",연%
2021-03-19,2.092,"회사채(3년, AA-)",연%
2021-03-22,2.079,"회사채(3년, AA-)",연%
2021-03-23,2.076,"회사채(3년, AA-)",연%
2021-03-24,2.059,"회사채(3년, AA-)",연%
2021-03-25,2.045,"회사채(3년, AA-)",연%
2021-03-26,2.059,"회사채(3년, AA-)",연%
2021-03-29,2.059,"회사채(3년, AA-)",연%
2021-03-30,2.078,"회사채(3년, AA-)",연%
2021-03-31,2.06,"회사채(3년, AA-)",연%
2021-04-01,2.063,"회사채(3년, AA-)",연%
2021-04-02,2.067,"회사채(3년, AA-)",연%
2021-04-05,2.095,"회사채(3년, AA-)",연%
2021-04-06,2.078,"회사채(3년, AA-)",연%
2021-04-07,2.073,"회사채(3년, AA-)",연%
2021-04-08,2.051,"회사채(3년, AA-)",연%
2021-04-09,2.056,"회사채(3년, AA-)",연%
2021-04-12,2.031,"회사채(3년, AA-)",연%
2021-04-13,2.029,"회사채(3년, AA-)",연%
2021-04-14,2.003,"회사채(3년, AA-)",연%
2021-04-15,2.027,"회사채(3년, AA-)",연%
2021-04-16,2.029,"회사채(3년, AA-)",연%
2021-04-19,1.914,"회사채(3년, AA-)",연%
2021-04-20,1.918,"회사채(3년, AA-)",연%
2021-04-21,1.899,"회사채(3년, AA-)",연%
2021-04-22,1.896,"회사채(3년, AA-)",연%
2021-04-23,1.907,"회사채(3년, AA-)",연%
2021-04-26,1.903,"회사채(3년, AA-)",연%
2021-04-27,1.885,"회사채(3년, AA-)",연%
2021-04-28,1.89,"회사채(3년, AA-)",연%
2021-04-29,1.9,"회사채(3년, AA-)",연%
2021-04-30,1.914,"회사채(3년, AA-)",연%
2021-05-03,1.917,"회사채(3년, AA-)",연%
2021-05-04,1.92,"회사채(3년, AA-)",연%
2021-05-06,1.9,"회사채(3년, AA-)",연%
2021-05-07,1.9,"회사채(3년, AA-)",연%
2021-05-10,1.899,"회사채(3년, AA-)",연%
2021-05-11,1.892,"회사채(3년, AA-)",연%
2021-05-12,1.888,"회사채(3년, AA-)",연%
2021-05-13,1.888,"회사채(3년, AA-)",연%
2021-05-14,1.882,"회사채(3년, AA-)",연%
2021-05-17,1.872,"회사채(3년, AA-)",연%
2021-05-18,1.865,"회사채(3년, AA-)",연%
