날짜,원달러환율,CD91일금리,국고채3년금리,회사채3년AA금리
2024-07-02,1380.8,3.6,3.169,3.634
2024-07-03,1387.4,3.58,3.16,3.624
2024-07-04,1389.4,3.58,3.128,3.591
2024-07-05,1381.9,3.57,3.115,3.582
2024-07-08,1379.0,3.57,3.119,3.58
2024-07-09,1379.4,3.56,3.114,3.572
2024-07-10,1383.4,3.55,3.12,3.576
2024-07-11,1385.6,3.55,3.163,3.614
2024-07-12,1380.1,3.55,3.101,3.552
2024-07-15,1376.3,3.54,3.076,3.538
2024-07-16,1381.9,3.55,3.035,3.496
2024-07-17,1386.0,3.54,3.05,3.509
2024-07-18,1381.5,3.52,3.058,3.513
2024-07-19,1379.9,3.52,3.074,3.525
2024-07-22,1386.6,3.52,3.071,3.522
2024-07-23,1388.6,3.52,3.084,3.533
2024-07-24,1385.1,3.51,3.046,3.509
2024-07-25,1385.1,3.51,3.024,3.484
2024-07-26,1385.4,3.5,3.024,3.482
2024-07-29,1385.4,3.5,2.978,3.434
2024-07-30,1382.0,3.5,2.994,3.451
2024-07-31,1384.6,3.5,3.004,3.459
2024-08-01,1380.1,3.49,2.976,3.431
2024-08-02,1365.9,3.48,2.939,3.394
2024-08-05,1372.8,3.48,2.806,3.271
2024-08-06,1360.6,3.47,2.935,3.398
2024-08-07,1372.2,3.48,2.929,3.397
2024-08-08,1376.4,3.47,2.911,3.38
2024-08-09,1377.7,3.47,2.941,3.409
2024-08-12,1369.4,3.46,2.946,3.421
2024-08-13,1367.7,3.49,2.918,3.395
2024-08-14,1370.3,3.49,2.888,3.37
2024-08-16,1361.4,3.51,2.928,3.415
2024-08-19,1360.1,3.51,2.927,3.424
2024-08-20,1337.8,3.51,2.944,3.442
2024-08-21,1332.0,3.52,2.94,3.439
2024-08-22,1332.4,3.51,2.907,3.422
2024-08-23,1335.9,3.51,2.92,3.439
2024-08-26,1340.1,3.51,2.89,3.414
2024-08-27,1323.9,3.52,2.94,3.465
2024-08-28,1330.4,3.52,2.919,3.456
2024-08-29,1334.7,3.52,2.939,3.484
2024-08-30,1335.3,3.52,2.953,3.503
2024-09-02,1334.8,3.52,2.989,3.542
2024-09-03,1338.8,3.51,2.981,3.545
2024-09-04,1341.0,3.51,2.931,3.497
2024-09-05,1342.0,3.51,2.905,3.48
2024-09-06,1335.8,3.51,2.881,3.46
2024-09-09,1330.4,3.51,2.897,3.471
2024-09-10,1339.5,3.51,2.877,3.451
2024-09-11,1344.3,3.51,2.82,3.406
2024-09-12,1340.3,3.51,2.866,3.449
2024-09-13,1339.6,3.53,2.822,3.41
2024-09-19,1331.0,3.53,2.843,3.432
2024-09-20,1331.8,3.53,2.838,3.426
2024-09-23,1329.9,3.53,2.864,3.449
2024-09-24,1335.5,3.53,2.854,3.439
2024-09-25,1334.3,3.53,2.812,3.401
2024-09-26,1328.4,3.53,2.807,3.395
2024-09-27,1329.7,3.53,2.826,3.409
2024-09-30,1319.6,3.53,2.811,3.397
2024-10-02,1306.9,3.52,2.78,3.37
2024-10-04,1320.1,3.52,2.824,3.415
2024-10-07,1333.3,3.51,2.96,3.546
2024-10-08,1346.5,3.51,2.932,3.517
2024-10-10,1347.8,3.5,2.962,3.542
2024-10-11,1349.4,3.4,2.947,3.523
2024-10-14,1348.6,3.4,2.938,3.509
2024-10-15,1354.9,3.4,2.906,3.475
2024-10-16,1360.4,3.4,2.88,3.452
2024-10-17,1363.7,3.39,2.897,3.467
2024-10-18,1366.5,3.39,2.908,3.48
2024-10-21,1371.1,3.39,2.902,3.471
2024-10-22,1370.4,3.4,2.943,3.512
2024-10-23,1380.1,3.4,2.936,3.508
2024-10-24,1382.0,3.4,2.891,3.46
2024-10-25,1380.5,3.4,2.882,3.451
2024-10-28,1384.4,3.41,2.932,3.503
2024-10-29,1387.0,3.41,2.936,3.504
2024-10-30,1383.1,3.43,2.937,3.502
2024-10-31,1383.3,3.43,2.936,3.503
2024-11-01,1379.3,3.43,2.939,3.507
2024-11-04,1377.9,3.43,2.935,3.507
2024-11-05,1371.3,3.44,2.918,3.491
2024-11-06,1377.8,3.44,2.96,3.529
2024-11-07,1391.5,3.43,2.922,3.492
2024-11-08,1399.1,3.43,2.889,3.461
2024-11-11,1385.4,3.43,2.901,3.471
2024-11-12,1395.3,3.44,2.9,3.467
2024-11-13,1401.1,3.44,2.939,3.501
2024-11-14,1407.3,3.44,2.929,3.492
2024-11-15,1406.4,3.44,2.941,3.506
2024-11-18,1402.8,3.44,2.915,3.482
2024-11-19,1392.6,3.44,2.889,3.457
2024-11-20,1392.0,3.44,2.873,3.438
2024-11-21,1391.6,3.44,2.829,3.396
2024-11-22,1398.1,3.44,2.816,3.385
2024-11-25,1400.5,3.44,2.773,3.342
2024-11-26,1398.2,3.44,2.773,3.343
2024-11-27,1401.2,3.44,2.741,3.316
2024-11-28,1396.8,3.29,2.638,3.22
2024-11-29,1394.7,3.29,2.607,3.194
2024-12-02,1395.1,3.28,2.567,3.156
2024-12-03,1402.0,3.28,2.585,3.169
2024-12-04,1403.4,3.28,2.626,3.21
2024-12-05,1413.0,3.28,2.603,3.194
2024-12-06,1414.9,3.28,2.62,3.212
2024-12-09,1419.4,3.28,2.579,3.173
2024-12-10,1433.2,3.3,2.524,3.175
2024-12-11,1428.1,3.33,2.536,3.188
2024-12-12,1431.4,3.31,2.549,3.2
2024-12-13,1431.5,3.32,2.541,3.197
2024-12-16,1432.7,3.38,2.553,3.212
2024-12-17,1434.9,3.38,2.621,3.279
2024-12-18,1436.6,3.38,2.536,3.203
2024-12-19,1436.8,3.39,2.603,3.275
2024-12-20,1449.7,3.39,2.629,3.3
2024-12-23,1450.3,3.39,2.616,3.292
2024-12-24,1449.3,3.4,2.626,3.308
2024-12-26,1453.6,3.4,2.648,3.33
2024-12-27,1462.9,3.44,2.634,3.321
2024-12-30,1474.1,3.44,2.597,3.285
2024-12-31,1470.0,3.39,2.596,3.284
