날짜,원달러환율,CD91일금리,국고채3년금리,회사채3년AA금리
2022-02-23,1194.7,1.5,2.317,2.913
2022-02-24,1192.1,1.5,2.226,2.83
2022-02-25,1199.4,1.5,2.244,2.854
2022-02-28,1202.7,1.5,2.242,2.855
2022-03-02,1205.6,1.5,2.187,2.813
2022-03-03,1205.0,1.5,2.195,2.835
2022-03-04,1203.6,1.5,2.214,2.848
2022-03-07,1211.5,1.5,2.288,2.922
2022-03-08,1225.4,1.5,2.287,2.931
2022-03-10,1234.5,1.5,2.267,2.933
2022-03-11,1228.7,1.5,2.255,2.92
2022-03-14,1232.4,1.5,2.283,2.947
2022-03-15,1238.6,1.5,2.285,2.965
2022-03-16,1241.7,1.5,2.268,2.948
2022-03-17,1240.4,1.5,2.217,2.902
2022-03-18,1220.6,1.5,2.231,2.911
2022-03-21,1211.1,1.5,2.268,2.944
2022-03-22,1213.7,1.5,2.399,3.045
2022-03-23,1221.4,1.5,2.426,3.073
2022-03-24,1212.7,1.51,2.455,3.104
2022-03-25,1219.4,1.51,2.505,3.163
2022-03-28,1218.3,1.51,2.747,3.394
2022-03-29,1225.7,1.51,2.7,3.361
2022-03-30,1220.5,1.51,2.615,3.291
2022-03-31,1210.8,1.51,2.663,3.34
2022-04-01,1210.7,1.51,2.784,3.458
2022-04-04,1216.1,1.51,2.837,3.499
2022-04-05,1216.7,1.51,2.879,3.542
2022-04-06,1212.6,1.51,2.941,3.592
2022-04-07,1219.1,1.51,2.905,3.562
2022-04-08,1218.5,1.51,2.987,3.636
2022-04-11,1224.0,1.51,3.186,3.813
2022-04-12,1232.0,1.51,3.105,3.774
2022-04-13,1236.6,1.51,3.001,3.688
2022-04-14,1227.7,1.72,2.888,3.583
2022-04-15,1224.2,1.72,2.944,3.64
2022-04-18,1230.1,1.72,2.99,3.689
2022-04-19,1232.8,1.72,2.981,3.671
2022-04-20,1234.9,1.72,2.957,3.662
2022-04-21,1237.1,1.72,2.927,3.647
2022-04-22,1236.4,1.72,2.971,3.688
2022-04-25,1241.7,1.72,2.857,3.602
2022-04-26,1247.1,1.72,2.83,3.584
2022-04-27,1248.3,1.72,2.899,3.595
2022-04-28,1263.1,1.72,2.925,3.636
2022-04-29,1269.4,1.72,2.958,3.68
2022-05-02,1265.4,1.72,3.086,3.794
2022-05-03,1265.8,1.72,3.139,3.855
2022-05-04,1265.7,1.72,3.178,3.887
2022-05-06,1261.8,1.72,3.146,3.873
2022-05-09,1272.7,1.72,3.062,3.8
2022-05-10,1274.6,1.72,3.046,3.783
2022-05-11,1275.5,1.72,2.928,3.691
2022-05-12,1277.0,1.72,2.9,3.657
2022-05-13,1286.4,1.72,2.911,3.673
2022-05-16,1286.0,1.72,3.046,3.781
2022-05-17,1281.6,1.72,3.031,3.784
2022-05-18,1277.2,1.72,3.069,3.832
2022-05-19,1269.3,1.72,3.046,3.821
2022-05-20,1274.6,1.72,3.011,3.784
2022-05-23,1269.5,1.75,3.018,3.796
2022-05-24,1267.7,1.75,2.967,3.742
2022-05-25,1264.3,1.75,2.946,3.72
2022-05-26,1263.3,1.96,2.955,3.733
2022-05-27,1266.4,1.96,2.947,3.728
2022-05-30,1256.9,1.96,2.942,3.724
2022-05-31,1245.8,1.96,3.027,3.807
2022-06-02,1238.4,1.96,3.125,3.897
2022-06-03,1251.2,1.96,3.121,3.896
2022-06-07,1241.1,1.96,3.232,4.001
2022-06-08,1257.1,1.96,3.209,3.982
2022-06-09,1255.4,1.96,3.171,3.958
2022-06-10,1257.6,1.96,3.275,3.996
2022-06-13,1266.0,1.96,3.514,4.222
2022-06-14,1286.0,1.97,3.548,4.27
2022-06-15,1289.7,1.97,3.666,4.371
2022-06-16,1291.3,1.99,3.728,4.437
2022-06-17,1284.1,1.99,3.745,4.468
2022-06-20,1287.5,1.99,3.675,4.414
2022-06-21,1291.7,1.99,3.663,4.402
2022-06-22,1290.6,2.0,3.522,4.275
2022-06-23,1295.7,2.0,3.608,4.363
2022-06-24,1300.7,2.0,3.523,4.297
2022-06-27,1299.4,2.0,3.568,4.344
2022-06-28,1285.6,2.02,3.552,4.339
2022-06-29,1284.9,2.04,3.552,4.359
2022-06-30,1292.9,2.04,3.55,4.361
2022-07-01,1299.8,2.05,3.439,4.257
2022-07-04,1294.2,2.05,3.43,4.247
2022-07-05,1297.9,2.05,3.301,4.128
2022-07-06,1298.0,2.05,3.239,4.086
2022-07-07,1307.4,2.05,3.262,4.113
2022-07-08,1302.7,2.05,3.315,4.186
2022-07-11,1299.3,2.12,3.324,4.198
2022-07-12,1300.6,2.14,3.291,4.158
2022-07-13,1312.9,2.57,3.211,4.094
2022-07-14,1305.9,2.58,3.26,4.139
2022-07-15,1310.0,2.58,3.205,4.091
2022-07-18,1323.7,2.58,3.212,4.104
2022-07-19,1317.8,2.58,3.192,4.092
2022-07-20,1314.9,2.58,3.296,4.197
2022-07-21,1308.6,2.58,3.294,4.202
2022-07-22,1312.1,2.58,3.218,4.135
2022-07-25,1311.7,2.59,3.153,4.082
2022-07-26,1311.0,2.61,3.121,4.063
2022-07-27,1310.0,2.68,3.09,4.033
2022-07-28,1312.8,2.74,3.13,4.082
2022-07-29,1304.0,2.73,3.009,3.969
2022-08-01,1298.6,2.73,3.081,4.043
2022-08-02,1306.4,2.73,3.012,3.983
2022-08-03,1307.2,2.73,3.065,4.045
2022-08-04,1310.5,2.74,3.114,4.091
2022-08-05,1309.7,2.74,3.079,4.056
2022-08-08,1299.3,2.75,3.134,4.113
2022-08-09,1304.8,2.75,3.134,4.119
2022-08-10,1305.1,2.76,3.154,4.133
2022-08-11,1309.1,2.76,3.124,4.111
2022-08-12,1302.5,2.76,3.181,4.159
2022-08-16,1303.1,2.76,3.078,4.057
2022-08-17,1309.6,2.76,3.087,4.076
2022-08-18,1309.8,2.76,3.125,4.114
2022-08-19,1317.3,2.76,3.197,4.186
2022-08-22,1326.7,2.76,3.245,4.235
2022-08-23,1338.2,2.76,3.281,4.27
2022-08-24,1341.8,2.76,3.311,4.298
2022-08-25,1341.4,2.92,3.531,4.507
2022-08-26,1336.9,2.92,3.525,4.499
2022-08-29,1332.5,2.92,3.653,4.621
2022-08-30,1347.7,2.92,3.642,4.618
2022-08-31,1347.5,2.92,3.685,4.658
2022-09-01,1345.1,2.92,3.778,4.747
2022-09-02,1351.4,2.93,3.678,4.655
2022-09-05,1356.5,2.93,3.616,4.596
2022-09-06,1369.7,2.93,3.682,4.662
2022-09-07,1370.3,2.93,3.685,4.668
2022-09-08,1385.3,2.93,3.543,4.541
2022-09-13,1381.2,2.93,3.536,4.525
2022-09-14,1374.8,2.94,3.585,4.579
2022-09-15,1391.7,2.96,3.77,4.759
2022-09-16,1394.2,2.97,3.767,4.758
2022-09-19,1394.2,2.99,3.759,4.751
2022-09-20,1390.1,3.0,3.823,4.806
2022-09-21,1389.1,3.02,3.847,4.843
2022-09-22,1393.6,3.04,4.104,5.092
2022-09-23,1408.0,3.07,4.199,5.189
2022-09-26,1408.4,3.09,4.548,5.528
2022-09-27,1429.7,3.12,4.304,5.308
2022-09-28,1427.2,3.14,4.338,5.342
2022-09-29,1436.5,3.2,4.303,5.378
2022-09-30,1434.8,3.24,4.186,5.28
2022-10-04,1432.1,3.28,4.081,5.175
2022-10-05,1431.2,3.32,4.157,5.242
2022-10-06,1419.1,3.32,4.145,5.231
2022-10-07,1404.2,3.32,4.276,5.358
2022-10-11,1410.3,3.32,4.342,5.436
2022-10-12,1433.5,3.63,4.107,5.21
2022-10-13,1430.4,3.66,4.203,5.31
2022-10-14,1427.0,3.66,4.207,5.32
2022-10-17,1428.9,3.7,4.239,5.373
2022-10-18,1436.6,3.76,4.242,5.408
2022-10-19,1425.6,3.81,4.331,5.533
2022-10-20,1420.6,3.85,4.35,5.588
2022-10-21,1431.7,3.9,4.495,5.736
2022-10-24,1436.6,3.92,4.305,5.592
2022-10-25,1436.6,3.93,4.221,5.528
2022-10-26,1436.5,3.94,4.208,5.553
2022-10-27,1428.2,3.94,4.254,5.62
2022-10-28,1418.1,3.95,4.112,5.487
2022-10-31,1419.3,3.96,4.185,5.58
2022-11-01,1422.2,3.97,4.068,5.486
2022-11-02,1421.7,3.97,4.095,5.533
2022-11-03,1418.0,3.97,4.158,5.616
2022-11-04,1422.1,3.97,4.118,5.591
2022-11-07,1422.4,3.97,4.186,5.662
2022-11-08,1406.5,3.97,4.156,5.642
2022-11-09,1387.3,3.97,4.086,5.594
2022-11-10,1368.3,3.97,4.033,5.551
2022-11-11,1370.1,3.97,3.834,5.361
2022-11-14,1334.1,3.97,3.85,5.42
2022-11-15,1320.3,3.97,3.753,5.346
2022-11-16,1322.4,3.97,3.808,5.416
2022-11-17,1325.6,3.99,3.804,5.427
2022-11-18,1338.4,3.99,3.787,5.429
2022-11-21,1340.0,4.01,3.837,5.492
2022-11-22,1352.3,4.02,3.844,5.516
2022-11-23,1355.7,4.02,3.849,5.536
2022-11-24,1352.3,4.03,3.689,5.402
2022-11-25,1333.2,4.03,3.644,5.376
2022-11-28,1326.8,4.03,3.669,5.405
2022-11-29,1339.0,4.03,3.723,5.468
2022-11-30,1331.5,4.03,3.689,5.445
2022-12-01,1320.1,4.03,3.65,5.422
2022-12-02,1300.8,4.03,3.616,5.386
2022-12-05,1300.4,4.03,3.609,5.37
2022-12-06,1293.2,4.03,3.633,5.387
2022-12-07,1309.0,4.03,3.672,5.411
2022-12-08,1319.5,4.03,3.676,5.412
2022-12-09,1320.4,4.03,3.657,5.391
2022-12-12,1306.6,4.03,3.623,5.383
2022-12-13,1310.0,4.03,3.623,5.374
2022-12-14,1304.4,4.03,3.53,5.272
2022-12-15,1296.0,4.03,3.536,5.263
2022-12-16,1301.0,4.03,3.539,5.227
2022-12-19,1310.1,4.03,3.545,5.217
2022-12-20,1302.0,4.03,3.685,5.333
2022-12-21,1298.0,4.03,3.638,5.272
2022-12-22,1286.6,4.03,3.567,5.192
2022-12-23,1276.1,4.03,3.623,5.215
2022-12-26,1282.2,4.03,3.663,5.235
2022-12-27,1276.4,3.98,3.662,5.219
2022-12-28,1268.3,3.98,3.668,5.203
2022-12-29,1268.4,3.98,3.719,5.238
2022-12-30,1267.3,3.98,3.722,5.231
2023-01-02,1267.3,3.98,3.782,5.262
2023-01-03,1268.9,3.96,3.661,5.131
2023-01-04,1272.1,3.96,3.632,5.078
2023-01-05,1274.7,3.96,3.644,5.06
2023-01-06,1270.3,3.92,3.681,5.062
2023-01-09,1267.2,3.92,3.577,4.93
2023-01-10,1246.8,3.9,3.556,4.887
2023-01-11,1240.8,3.88,3.472,4.784
2023-01-12,1245.3,3.87,3.466,4.73
2023-01-13,1244.6,3.88,3.369,4.62
2023-01-16,1240.6,3.79,3.454,4.661
2023-01-17,1234.0,3.74,3.484,4.677
2023-01-18,1238.5,3.7,3.39,4.56
2023-01-19,1239.8,3.68,3.248,4.403
2023-01-20,1236.0,3.67,3.33,4.453
2023-01-25,1234.4,3.66,3.285,4.4
2023-01-26,1233.4,3.65,3.273,4.361
2023-01-27,1231.4,3.64,3.304,4.364
2023-01-30,1230.2,3.63,3.271,4.31
2023-01-31,1228.7,3.63,3.325,4.344
2023-02-01,1230.8,3.59,3.263,4.268
2023-02-02,1231.4,3.52,3.183,4.177
2023-02-03,1219.3,3.49,3.11,4.081
2023-02-06,1227.2,3.47,3.283,4.237
2023-02-07,1247.5,3.46,3.315,4.244
2023-02-08,1256.0,3.46,3.339,4.244
2023-02-09,1257.1,3.46,3.401,4.254
2023-02-10,1263.1,3.47,3.398,4.231
2023-02-13,1264.3,3.48,3.452,4.252
2023-02-14,1274.6,3.48,3.429,4.207
2023-02-15,1269.9,3.49,3.502,4.255
2023-02-16,1279.3,3.5,3.504,4.239
2023-02-17,1283.7,3.52,3.639,4.345
2023-02-20,1297.7,3.53,3.677,4.369
2023-02-21,1295.8,3.54,3.623,4.324
2023-02-22,1295.8,3.56,3.645,4.342
2023-02-23,1303.8,3.59,3.599,4.311
2023-02-24,1299.6,3.59,3.555,4.255
2023-02-27,1300.5,3.59,3.683,4.366
2023-02-28,1317.4,3.59,3.797,4.484
2023-03-02,1319.2,3.61,3.878,4.558
2023-03-03,1310.4,3.61,3.791,4.471
2023-03-06,1304.8,3.61,3.774,4.458
2023-03-07,1296.7,3.61,3.726,4.41
2023-03-08,1299.1,3.61,3.855,4.534
2023-03-09,1319.5,3.61,3.858,4.54
2023-03-10,1319.7,3.61,3.703,4.396
2023-03-13,1325.7,3.61,3.435,4.149
2023-03-14,1307.3,3.61,3.381,4.085
2023-03-15,1304.9,3.61,3.473,4.169
2023-03-16,1302.0,3.62,3.4,4.098
2023-03-17,1312.1,3.62,3.415,4.11
2023-03-20,1303.6,3.62,3.264,3.986
2023-03-21,1308.4,3.62,3.294,4.016
2023-03-22,1307.8,3.62,3.284,4.014
2023-03-23,1307.1,3.62,3.206,3.97
2023-03-24,1287.2,3.59,3.16,3.928
2023-03-27,1289.7,3.59,3.22,3.989
2023-03-28,1300.3,3.59,3.258,4.029
2023-03-29,1297.4,3.59,3.249,4.027
2023-03-30,1299.3,3.59,3.24,4.035
2023-03-31,1303.8,3.59,3.27,4.074
2023-04-03,1295.4,3.59,3.342,4.139
2023-04-04,1316.3,3.59,3.279,4.081
2023-04-05,1310.3,3.59,3.264,4.072
2023-04-06,1311.9,3.58,3.211,4.022
2023-04-07,1318.7,3.53,3.24,4.049
2023-04-10,1318.9,3.51,3.192,4.004
2023-04-11,1320.0,3.48,3.231,4.041
2023-04-12,1319.5,3.43,3.233,4.042
2023-04-13,1324.2,3.43,3.199,4.009
2023-04-14,1318.0,3.43,3.215,4.022
2023-04-17,1299.3,3.43,3.287,4.092
2023-04-18,1311.3,3.44,3.294,4.101
2023-04-19,1318.8,3.45,3.337,4.146
2023-04-20,1318.8,3.47,3.334,4.146
2023-04-21,1327.6,3.49,3.267,4.083
2023-04-24,1327.9,3.49,3.23,4.051
2023-04-25,1332.7,3.49,3.265,4.076
2023-04-26,1333.3,3.5,3.259,4.069
2023-04-27,1337.3,3.52,3.288,4.094
2023-04-28,1339.9,3.52,3.293,4.105
2023-05-02,1339.1,3.53,3.335,4.14
2023-05-03,1340.2,3.55,3.281,4.094
2023-05-04,1339.1,3.55,3.21,4.03
2023-05-08,1325.6,3.55,3.261,4.079
2023-05-09,1322.7,3.55,3.256,4.069
2023-05-10,1323.0,3.59,3.273,4.086
2023-05-11,1324.2,3.6,3.22,4.032
2023-05-12,1320.3,3.61,3.225,4.035
2023-05-15,1333.6,3.62,3.279,4.089
2023-05-16,1337.8,3.62,3.242,4.056
2023-05-17,1336.0,3.65,3.274,4.084
2023-05-18,1339.4,3.66,3.316,4.123
2023-05-19,1332.7,3.67,3.34,4.148
2023-05-22,1331.2,3.68,3.321,4.127
2023-05-23,1319.1,3.7,3.373,4.181
2023-05-24,1311.4,3.73,3.378,4.183
2023-05-25,1317.5,3.75,3.48,4.28
2023-05-26,1323.4,3.75,3.524,4.328
2023-05-30,1325.6,3.76,3.56,4.359
2023-05-31,1322.2,3.76,3.459,4.262
2023-06-01,1321.6,3.76,3.478,4.285
2023-06-02,1320.7,3.76,3.436,4.244
2023-06-05,1308.8,3.76,3.502,4.307
2023-06-07,1308.3,3.75,3.471,4.273
2023-06-08,1300.5,3.75,3.543,4.344
2023-06-09,1306.1,3.75,3.506,4.309
2023-06-12,1294.9,3.75,3.493,4.302
2023-06-13,1291.1,3.75,3.484,4.297
2023-06-14,1277.5,3.75,3.545,4.356
2023-06-15,1275.9,3.75,3.626,4.437
2023-06-16,1280.1,3.75,3.585,4.395
2023-06-19,1273.5,3.75,3.583,4.39
2023-06-20,1280.7,3.75,3.567,4.38
2023-06-21,1282.2,3.75,3.571,4.378
2023-06-22,1291.5,3.75,3.592,4.4
2023-06-23,1291.4,3.75,3.609,4.419
2023-06-26,1302.2,3.75,3.568,4.375
2023-06-27,1303.8,3.75,3.538,4.348
2023-06-28,1303.1,3.75,3.557,4.365
2023-06-29,1304.3,3.75,3.584,4.391
2023-06-30,1312.8,3.75,3.662,4.473
2023-07-03,1319.4,3.75,3.613,4.421
2023-07-04,1310.0,3.74,3.619,4.429
2023-07-05,1301.7,3.74,3.618,4.425
2023-07-06,1300.8,3.74,3.676,4.475
2023-07-07,1303.8,3.75,3.735,4.534
2023-07-10,1307.3,3.75,3.795,4.594
2023-07-11,1303.8,3.75,3.703,4.502
2023-07-12,1295.0,3.75,3.704,4.512
2023-07-13,1291.4,3.75,3.602,4.408
2023-07-14,1276.2,3.75,3.614,4.42
2023-07-17,1265.8,3.75,3.611,4.414
2023-07-18,1266.1,3.75,3.596,4.398
2023-07-19,1261.6,3.75,3.543,4.341
2023-07-20,1265.4,3.75,3.581,4.379
2023-07-21,1265.8,3.75,3.602,4.399
2023-07-24,1281.7,3.75,3.617,4.41
2023-07-25,1283.8,3.75,3.645,4.435
2023-07-26,1280.7,3.75,3.627,4.413
2023-07-27,1278.7,3.74,3.587,4.374
2023-07-28,1273.4,3.74,3.635,4.423
2023-07-31,1280.0,3.74,3.681,4.467
2023-08-01,1273.8,3.74,3.647,4.435
2023-08-02,1280.7,3.74,3.677,4.466
2023-08-03,1293.0,3.73,3.714,4.496
2023-08-04,1298.8,3.72,3.738,4.519
2023-08-07,1303.9,3.72,3.689,4.468
2023-08-08,1304.1,3.7,3.647,4.424
2023-08-09,1312.6,3.7,3.672,4.448
2023-08-10,1318.3,3.68,3.687,4.464
2023-08-11,1317.3,3.69,3.698,4.475
2023-08-14,1321.1,3.69,3.747,4.52
2023-08-16,1331.3,3.7,3.712,4.488
2023-08-17,1338.3,3.7,3.788,4.561
2023-08-18,1341.6,3.7,3.729,4.501
2023-08-21,1336.9,3.7,3.795,4.563
2023-08-22,1341.5,3.7,3.802,4.569
2023-08-23,1338.7,3.69,3.771,4.536
2023-08-24,1338.0,3.69,3.759,4.524
2023-08-25,1324.0,3.69,3.789,4.554
2023-08-28,1326.6,3.69,3.759,4.524
2023-08-29,1322.5,3.69,3.74,4.503
2023-08-30,1322.0,3.69,3.732,4.496
2023-08-31,1321.4,3.69,3.711,4.473
2023-09-01,1322.3,3.68,3.689,4.447
2023-09-04,1319.2,3.69,3.738,4.498
2023-09-05,1319.3,3.7,3.765,4.527
2023-09-06,1324.3,3.71,3.765,4.521
2023-09-07,1332.6,3.72,3.847,4.599
2023-09-08,1334.7,3.72,3.795,4.552
2023-09-11,1333.4,3.72,3.865,4.622
2023-09-12,1332.4,3.73,3.863,4.621
2023-09-13,1326.1,3.75,3.853,4.617
2023-09-14,1327.8,3.76,3.836,4.596
2023-09-15,1326.1,3.78,3.85,4.608
2023-09-18,1327.6,3.79,3.891,4.648
2023-09-19,1326.0,3.8,3.887,4.641
2023-09-20,1323.7,3.81,3.89,4.645
2023-09-21,1329.3,3.82,3.93,4.689
2023-09-22,1339.1,3.83,3.876,4.65
2023-09-25,1337.6,3.83,3.876,4.64
2023-09-26,1333.7,3.83,3.891,4.654
2023-09-27,1344.8,3.83,3.884,4.658
2023-10-04,1351.3,3.84,4.108,4.871
2023-10-05,1360.6,3.83,4.081,4.855
2023-10-06,1349.4,3.82,4.015,4.796
2023-10-10,1348.3,3.82,3.997,4.777
2023-10-11,1348.3,3.82,3.953,4.735
2023-10-12,1339.6,3.82,3.932,4.719
2023-10-13,1339.9,3.82,3.957,4.748
2023-10-16,1349.4,3.82,3.973,4.769
2023-10-17,1353.8,3.82,3.991,4.787
2023-10-18,1351.9,3.82,4.031,4.83
2023-10-19,1351.7,3.82,4.07,4.872
2023-10-20,1357.6,3.82,4.033,4.838
2023-10-23,1355.1,3.82,4.055,4.861
2023-10-24,1353.2,3.82,4.004,4.81
2023-10-25,1343.9,3.82,4.038,4.844
2023-10-26,1347.0,3.82,4.104,4.906
2023-10-27,1357.1,3.82,4.073,4.884
2023-10-30,1352.3,3.82,4.089,4.905
2023-10-31,1352.8,3.82,4.085,4.908
2023-11-01,1349.6,3.83,4.071,4.9
2023-11-02,1356.9,3.83,3.979,4.811
2023-11-03,1343.2,3.83,3.949,4.789
2023-11-06,1325.8,3.83,3.877,4.721
2023-11-07,1303.2,3.83,3.887,4.731
2023-11-08,1306.1,3.83,3.868,4.715
2023-11-09,1305.5,3.83,3.847,4.695
2023-11-10,1309.0,3.83,3.862,4.711
2023-11-13,1316.7,3.83,3.877,4.727
2023-11-14,1322.7,3.83,3.857,4.704
2023-11-15,1325.3,3.83,3.744,4.591
2023-11-16,1302.0,3.83,3.701,4.541
2023-11-17,1303.9,3.83,3.681,4.504
2023-11-20,1294.4,3.83,3.667,4.469
2023-11-21,1292.4,3.83,3.644,4.436
2023-11-22,1287.7,3.83,3.666,4.45
2023-11-23,1295.7,3.84,3.644,4.418
2023-11-24,1298.7,3.84,3.677,4.443
2023-11-27,1302.1,3.84,3.689,4.448
2023-11-28,1304.7,3.84,3.648,4.397
2023-11-29,1294.0,3.84,3.554,4.297
2023-11-30,1289.0,3.84,3.583,4.319
2023-12-01,1290.4,3.84,3.587,4.309
2023-12-04,1303.2,3.84,3.531,4.252
2023-12-05,1301.8,3.84,3.484,4.197
2023-12-06,1311.7,3.84,3.463,4.17
2023-12-07,1312.4,3.84,3.511,4.211
2023-12-08,1322.7,3.84,3.461,4.167
2023-12-11,1307.9,3.84,3.48,4.196
2023-12-12,1318.3,3.84,3.446,4.171
2023-12-13,1315.7,3.84,3.465,4.186
2023-12-14,1316.5,3.83,3.258,3.98
2023-12-15,1295.6,3.83,3.281,4.01
2023-12-18,1294.7,3.83,3.277,4.005
2023-12-19,1298.7,3.83,3.296,4.022
2023-12-20,1304.7,3.83,3.232,3.975
2023-12-21,1300.2,3.83,3.236,3.975
2023-12-22,1303.8,3.83,3.234,3.972
2023-12-26,1300.7,3.83,3.221,3.962
2023-12-27,1296.8,3.83,3.22,3.958
2023-12-28,1294.4,3.83,3.154,3.898
2023-12-29,1289.4,3.83,3.154,3.898
2024-01-02,1289.4,3.83,3.24,3.98
2024-01-03,1299.3,3.83,3.278,4.017
2024-01-04,1308.8,3.82,3.227,3.977
2024-01-05,1310.2,3.81,3.283,4.032
2024-01-08,1313.7,3.81,3.297,4.045
2024-01-09,1314.8,3.8,3.255,4.004
2024-01-10,1312.1,3.79,3.269,4.017
2024-01-11,1320.1,3.78,3.227,3.976
2024-01-12,1316.0,3.77,3.204,3.953
2024-01-15,1314.1,3.74,3.191,3.939
2024-01-16,1319.3,3.72,3.235,3.982
2024-01-17,1329.0,3.71,3.277,4.025
2024-01-18,1343.2,3.69,3.285,4.034
2024-01-19,1342.4,3.68,3.307,4.058
2024-01-22,1336.5,3.68,3.278,4.03
2024-01-23,1334.7,3.68,3.286,4.041
2024-01-24,1336.0,3.68,3.3,4.051
2024-01-25,1339.1,3.68,3.313,4.061
2024-01-26,1335.7,3.68,3.263,4.01
2024-01-29,1336.6,3.68,3.304,4.051
2024-01-30,1336.9,3.68,3.268,4.009
2024-01-31,1330.6,3.68,3.261,4.002
2024-02-01,1333.5,3.68,3.267,4.001
2024-02-02,1332.5,3.68,3.248,3.982
2024-02-05,1325.1,3.67,3.312,4.047
2024-02-06,1334.6,3.67,3.292,4.028
2024-02-07,1329.6,3.67,3.286,4.019
2024-02-08,1325.3,3.67,3.305,4.034
2024-02-13,1327.2,3.67,3.353,4.074
2024-02-14,1328.4,3.68,3.425,4.141
2024-02-15,1336.9,3.68,3.405,4.117
2024-02-16,1333.2,3.68,3.405,4.115
2024-02-19,1333.0,3.69,3.397,4.102
2024-02-20,1333.8,3.69,3.405,4.105
2024-02-21,1337.9,3.7,3.402,4.09
2024-02-22,1335.0,3.7,3.342,4.023
2024-02-23,1331.0,3.7,3.374,4.045
2024-02-26,1329.3,3.7,3.34,4.005
2024-02-27,1331.4,3.7,3.364,4.025
2024-02-28,1331.3,3.7,3.359,4.015
2024-02-29,1334.0,3.69,3.385,4.037
2024-03-04,1334.1,3.68,3.36,4.008
2024-03-05,1330.1,3.68,3.349,3.992
2024-03-06,1333.2,3.68,3.325,3.962
2024-03-07,1335.7,3.68,3.321,3.959
2024-03-08,1329.6,3.68,3.271,3.91
2024-03-11,1323.1,3.67,3.275,3.914
2024-03-12,1314.4,3.66,3.273,3.917
2024-03-13,1311.1,3.65,3.251,3.899
2024-03-14,1312.8,3.64,3.273,3.922
2024-03-15,1316.9,3.64,3.308,3.953
2024-03-18,1328.4,3.64,3.348,3.993
2024-03-19,1333.0,3.64,3.383,4.022
2024-03-20,1338.5,3.64,3.371,4.006
2024-03-21,1338.7,3.65,3.306,3.942
2024-03-22,1326.3,3.65,3.284,3.918
2024-03-25,1336.1,3.65,3.29,3.915
2024-03-26,1340.7,3.64,3.301,3.923
2024-03-27,1338.6,3.63,3.288,3.903
2024-03-28,1345.8,3.64,3.293,3.903
2024-03-29,1346.8,3.64,3.322,3.926
2024-04-01,1347.4,3.63,3.291,3.896
2024-04-02,1347.1,3.63,3.333,3.926
2024-04-03,1353.0,3.62,3.341,3.927
2024-04-04,1349.1,3.62,3.338,3.919
2024-04-05,1346.8,3.58,3.329,3.902
2024-04-08,1351.8,3.56,3.383,3.945
2024-04-09,1353.6,3.57,3.391,3.953
2024-04-11,1354.4,3.57,3.466,4.016
2024-04-12,1363.7,3.56,3.403,3.961
2024-04-15,1371.6,3.56,3.44,3.983
2024-04-16,1383.7,3.56,3.469,4.01
2024-04-17,1395.3,3.55,3.475,4.007
2024-04-18,1386.3,3.55,3.427,3.96
2024-04-19,1375.9,3.55,3.468,3.982
2024-04-22,1385.0,3.56,3.512,4.019
2024-04-23,1380.6,3.56,3.489,3.992
2024-04-24,1377.9,3.56,3.509,4.004
2024-04-25,1370.0,3.57,3.543,4.029
2024-04-26,1376.6,3.57,3.531,4.012
2024-04-29,1375.9,3.57,3.552,4.024
2024-04-30,1378.7,3.57,3.529,3.995
2024-05-02,1378.0,3.57,3.509,3.972
2024-05-03,1378.5,3.58,3.5,3.958
2024-05-07,1365.2,3.58,3.448,3.912
2024-05-08,1357.8,3.58,3.439,3.901
2024-05-09,1364.4,3.58,3.453,3.913
2024-05-10,1367.9,3.58,3.44,3.894
2024-05-13,1367.9,3.59,3.452,3.904
2024-05-14,1370.1,3.6,3.454,3.9
2024-05-16,1369.0,3.6,3.375,3.82
2024-05-17,1349.4,3.6,3.379,3.825
2024-05-20,1355.2,3.6,3.412,3.853
2024-05-21,1356.2,3.6,3.411,3.853
2024-05-22,1364.4,3.6,3.409,3.848
2024-05-23,1363.1,3.6,3.402,3.84
2024-05-24,1364.5,3.6,3.423,3.861
2024-05-27,1370.0,3.61,3.413,3.851
2024-05-28,1365.4,3.62,3.394,3.828
2024-05-29,1359.5,3.61,3.425,3.855
2024-05-30,1364.8,3.6,3.44,3.867
2024-05-31,1376.5,3.61,3.452,3.871
2024-06-03,1381.6,3.61,3.434,3.853
2024-06-04,1377.6,3.6,3.39,3.81
2024-06-05,1373.1,3.6,3.345,3.771
2024-06-07,1371.5,3.6,3.308,3.736
2024-06-10,1366.9,3.6,3.353,3.782
2024-06-11,1377.9,3.6,3.341,3.775
2024-06-12,1377.4,3.6,3.307,3.745
2024-06-13,1377.8,3.6,3.277,3.718
2024-06-14,1371.0,3.6,3.252,3.694
2024-06-17,1377.7,3.6,3.212,3.662
2024-06-18,1380.4,3.6,3.214,3.666
2024-06-19,1380.5,3.6,3.162,3.62
2024-06-20,1380.8,3.6,3.196,3.648
2024-06-21,1383.8,3.6,3.176,3.637
2024-06-24,1389.1,3.6,3.194,3.656
2024-06-25,1389.7,3.6,3.201,3.662
2024-06-26,1386.4,3.6,3.215,3.676
2024-06-27,1390.1,3.6,3.22,3.684
2024-06-28,1389.2,3.6,3.182,3.658
2024-07-01,1382.4,3.6,3.21,3.681
