날짜,원달러환율,항목명,단위
2017-07-28,1112.5,원/미국달러(매매기준율),원
2017-07-31,1119.1,원/미국달러(매매기준율),원
2017-08-01,1121.9,원/미국달러(매매기준율),원
2017-08-02,1118.0,원/미국달러(매매기준율),원
2017-08-03,1123.2,원/미국달러(매매기준율),원
2017-08-04,1127.6,원/미국달러(매매기준율),원
2017-08-07,1125.4,원/미국달러(매매기준율),원
2017-08-08,1127.3,원/미국달러(매매기준율),원
2017-08-09,1125.4,원/미국달러(매매기준율),원
2017-08-10,1134.7,원/미국달러(매매기준율),원
2017-08-11,1141.1,원/미국달러(매매기준율),원
2017-08-14,1146.3,원/미국달러(매매기준율),원
2017-08-16,1138.2,원/미국달러(매매기준율),원
2017-08-17,1139.6,원/미국달러(매매기준율),원
2017-08-18,1135.9,원/미국달러(매매기준율),원
2017-08-21,1142.0,원/미국달러(매매기준율),원
2017-08-22,1138.3,원/미국달러(매매기준율),원
2017-08-23,1135.6,원/미국달러(매매기준율),원
2017-08-24,1130.9,원/미국달러(매매기준율),원
2017-08-25,1127.3,원/미국달러(매매기준율),원
2017-08-28,1129.2,원/미국달러(매매기준율),원
2017-08-29,1120.4,원/미국달러(매매기준율),원
2017-08-30,1126.2,원/미국달러(매매기준율),원
2017-08-31,1122.8,원/미국달러(매매기준율),원
2017-09-01,1125.8,원/미국달러(매매기준율),원
2017-09-04,1122.7,원/미국달러(매매기준율),원
2017-09-05,1131.5,원/미국달러(매매기준율),원
2017-09-06,1131.3,원/미국달러(매매기준율),원
2017-09-07,1133.7,원/미국달러(매매기준율),원
2017-09-08,1129.6,원/미국달러(매매기준율),원
2017-09-11,1126.8,원/미국달러(매매기준율),원
2017-09-12,1129.5,원/미국달러(매매기준율),원
2017-09-13,1129.8,원/미국달러(매매기준율),원
2017-09-14,1127.5,원/미국달러(매매기준율),원
2017-09-15,1132.5,원/미국달러(매매기준율),원
2017-09-18,1133.5,원/미국달러(매매기준율),원
2017-09-19,1127.9,원/미국달러(매매기준율),원
2017-09-20,1130.0,원/미국달러(매매기준율),원
2017-09-21,1129.1,원/미국달러(매매기준율),원
2017-09-22,1132.8,원/미국달러(매매기준율),원
2017-09-25,1136.3,원/미국달러(매매기준율),원
2017-09-26,1130.7,원/미국달러(매매기준율),원
2017-09-27,1136.3,원/미국달러(매매기준율),원
2017-09-28,1139.4,원/미국달러(매매기준율),원
2017-09-29,1146.7,원/미국달러(매매기준율),원
2017-10-10,1145.7,원/미국달러(매매기준율),원
2017-10-11,1138.2,원/미국달러(매매기준율),원
2017-10-12,1135.2,원/미국달러(매매기준율),원
2017-10-13,1133.7,원/미국달러(매매기준율),원
2017-10-16,1130.8,원/미국달러(매매기준율),원
2017-10-17,1127.3,원/미국달러(매매기준율),원
2017-10-18,1131.4,원/미국달러(매매기준율),원
2017-10-19,1130.4,원/미국달러(매매기준율),원
2017-10-20,1132.3,원/미국달러(매매기준율),원
2017-10-23,1131.9,원/미국달러(매매기준율),원
2017-10-24,1131.9,원/미국달러(매매기준율),원
2017-10-25,1128.3,원/미국달러(매매기준율),원
2017-10-26,1128.3,원/미국달러(매매기준율),원
2017-10-27,1124.7,원/미국달러(매매기준율),원
2017-10-30,1130.0,원/미국달러(매매기준율),원
2017-10-31,1125.0,원/미국달러(매매기준율),원
2017-11-01,1121.2,원/미국달러(매매기준율),원
2017-11-02,1116.8,원/미국달러(매매기준율),원
2017-11-03,1113.3,원/미국달러(매매기준율),원
2017-11-06,1112.7,원/미국달러(매매기준율),원
2017-11-07,1116.7,원/미국달러(매매기준율),원
2017-11-08,1111.6,원/미국달러(매매기준율),원
2017-11-09,1114.3,원/미국달러(매매기준율),원
2017-11-10,1114.3,원/미국달러(매매기준율),원
2017-11-13,1117.2,원/미국달러(매매기준율),원
2017-11-14,1120.7,원/미국달러(매매기준율),원
2017-11-15,1118.5,원/미국달러(매매기준율),원
2017-11-16,1114.4,원/미국달러(매매기준율),원
2017-11-17,1104.1,원/미국달러(매매기준율),원
2017-11-20,1096.1,원/미국달러(매매기준율),원
2017-11-21,1098.9,원/미국달러(매매기준율),원
2017-11-22,1097.3,원/미국달러(매매기준율),원
2017-11-23,1091.3,원/미국달러(매매기준율),원
2017-11-24,1088.2,원/미국달러(매매기준율),원
2017-11-27,1085.0,원/미국달러(매매기준율),원
2017-11-28,1087.6,원/미국달러(매매기준율),원
2017-11-29,1088.3,원/미국달러(매매기준율),원
2017-11-30,1082.4,원/미국달러(매매기준율),원
2017-12-01,1085.1,원/미국달러(매매기준율),원
2017-12-04,1087.1,원/미국달러(매매기준율),원
2017-12-05,1088.3,원/미국달러(매매기준율),원
2017-12-06,1084.3,원/미국달러(매매기준율),원
2017-12-07,1091.9,원/미국달러(매매기준율),원
2017-12-08,1092.7,원/미국달러(매매기준율),원
2017-12-11,1093.4,원/미국달러(매매기준율),원
2017-12-12,1092.4,원/미국달러(매매기준율),원
2017-12-13,1090.1,원/미국달러(매매기준율),원
2017-12-14,1091.9,원/미국달러(매매기준율),원
2017-12-15,1086.7,원/미국달러(매매기준율),원
2017-12-18,1089.3,원/미국달러(매매기준율),원
2017-12-19,1089.1,원/미국달러(매매기준율),원
2017-12-20,1086.8,원/미국달러(매매기준율),원
2017-12-21,1082.9,원/미국달러(매매기준율),원
2017-12-22,1080.6,원/미국달러(매매기준율),원
2017-12-26,1079.2,원/미국달러(매매기준율),원
2017-12-27,1077.1,원/미국달러(매매기준율),원
2017-12-28,1075.2,원/미국달러(매매기준율),원
2017-12-29,1071.4,원/미국달러(매매기준율),원
2018-01-02,1071.4,원/미국달러(매매기준율),원
2018-01-03,1064.3,원/미국달러(매매기준율),원
2018-01-04,1065.4,원/미국달러(매매기준율),원
2018-01-05,1065.5,원/미국달러(매매기준율),원
2018-01-08,1062.1,원/미국달러(매매기준율),원
2018-01-09,1065.2,원/미국달러(매매기준율),원
2018-01-10,1067.1,원/미국달러(매매기준율),원
2018-01-11,1070.7,원/미국달러(매매기준율),원
2018-01-12,1071.2,원/미국달러(매매기준율),원
2018-01-15,1064.7,원/미국달러(매매기준율),원
2018-01-16,1061.3,원/미국달러(매매기준율),원
2018-01-17,1064.0,원/미국달러(매매기준율),원
2018-01-18,1065.8,원/미국달러(매매기준율),원
2018-01-19,1069.4,원/미국달러(매매기준율),원
2018-01-22,1067.3,원/미국달러(매매기준율),원
2018-01-23,1068.9,원/미국달러(매매기준율),원
2018-01-24,1069.7,원/미국달러(매매기준율),원
2018-01-25,1070.6,원/미국달러(매매기준율),원
2018-01-26,1061.7,원/미국달러(매매기준율),원
2018-01-29,1064.8,원/미국달러(매매기준율),원
2018-01-30,1064.8,원/미국달러(매매기준율),원
2018-01-31,1071.5,원/미국달러(매매기준율),원
2018-02-01,1071.0,원/미국달러(매매기준율),원
2018-02-02,1071.1,원/미국달러(매매기준율),원
2018-02-05,1076.7,원/미국달러(매매기준율),원
2018-02-06,1089.8,원/미국달러(매매기준율),원
2018-02-07,1094.3,원/미국달러(매매기준율),원
2018-02-08,1083.3,원/미국달러(매매기준율),원
2018-02-09,1087.8,원/미국달러(매매기준율),원
2018-02-12,1092.7,원/미국달러(매매기준율),원
2018-02-13,1083.4,원/미국달러(매매기준율),원
2018-02-14,1082.8,원/미국달러(매매기준율),원
2018-02-19,1079.9,원/미국달러(매매기준율),원
2018-02-20,1068.0,원/미국달러(매매기준율),원
2018-02-21,1070.3,원/미국달러(매매기준율),원
2018-02-22,1075.3,원/미국달러(매매기준율),원
2018-02-23,1082.9,원/미국달러(매매기준율),원
2018-02-26,1078.5,원/미국달러(매매기준율),원
2018-02-27,1073.7,원/미국달러(매매기준율),원
2018-02-28,1071.0,원/미국달러(매매기준율),원
2018-03-02,1081.9,원/미국달러(매매기준율),원
2018-03-05,1081.3,원/미국달러(매매기준율),원
2018-03-06,1080.5,원/미국달러(매매기준율),원
2018-03-07,1075.4,원/미국달러(매매기준율),원
2018-03-08,1068.7,원/미국달러(매매기준율),원
2018-03-09,1068.4,원/미국달러(매매기준율),원
2018-03-12,1069.2,원/미국달러(매매기준율),원
2018-03-13,1064.3,원/미국달러(매매기준율),원
2018-03-14,1065.8,원/미국달러(매매기준율),원
2018-03-15,1065.8,원/미국달러(매매기준율),원
2018-03-16,1065.8,원/미국달러(매매기준율),원
2018-03-19,1069.6,원/미국달러(매매기준율),원
2018-03-20,1071.2,원/미국달러(매매기준율),원
2018-03-21,1071.0,원/미국달러(매매기준율),원
2018-03-22,1071.4,원/미국달러(매매기준율),원
2018-03-23,1069.2,원/미국달러(매매기준율),원
2018-03-26,1080.8,원/미국달러(매매기준율),원
2018-03-27,1081.2,원/미국달러(매매기준율),원
2018-03-28,1072.2,원/미국달러(매매기준율),원
2018-03-29,1069.4,원/미국달러(매매기준율),원
2018-03-30,1066.5,원/미국달러(매매기준율),원
2018-04-02,1064.4,원/미국달러(매매기준율),원
2018-04-03,1058.1,원/미국달러(매매기준율),원
2018-04-04,1057.8,원/미국달러(매매기준율),원
2018-04-05,1057.6,원/미국달러(매매기준율),원
2018-04-06,1059.5,원/미국달러(매매기준율),원
2018-04-09,1066.0,원/미국달러(매매기준율),원
2018-04-10,1067.5,원/미국달러(매매기준율),원
2018-04-11,1067.7,원/미국달러(매매기준율),원
2018-04-12,1066.4,원/미국달러(매매기준율),원
2018-04-13,1068.7,원/미국달러(매매기준율),원
2018-04-16,1070.0,원/미국달러(매매기준율),원
2018-04-17,1073.1,원/미국달러(매매기준율),원
2018-04-18,1068.4,원/미국달러(매매기준율),원
2018-04-19,1066.5,원/미국달러(매매기준율),원
2018-04-20,1063.5,원/미국달러(매매기준율),원
2018-04-23,1067.3,원/미국달러(매매기준율),원
2018-04-24,1068.9,원/미국달러(매매기준율),원
2018-04-25,1076.9,원/미국달러(매매기준율),원
2018-04-26,1078.7,원/미국달러(매매기준율),원
2018-04-27,1079.7,원/미국달러(매매기준율),원
2018-04-30,1076.2,원/미국달러(매매기준율),원
2018-05-02,1067.5,원/미국달러(매매기준율),원
2018-05-03,1074.9,원/미국달러(매매기준율),원
2018-05-04,1076.5,원/미국달러(매매기준율),원
2018-05-08,1076.7,원/미국달러(매매기준율),원
2018-05-09,1078.2,원/미국달러(매매기준율),원
2018-05-10,1081.3,원/미국달러(매매기준율),원
2018-05-11,1075.3,원/미국달러(매매기준율),원
2018-05-14,1068.6,원/미국달러(매매기준율),원
2018-05-15,1066.6,원/미국달러(매매기준율),원
2018-05-16,1072.6,원/미국달러(매매기준율),원
2018-05-17,1078.7,원/미국달러(매매기준율),원
2018-05-18,1079.3,원/미국달러(매매기준율),원
2018-05-21,1080.0,원/미국달러(매매기준율),원
2018-05-23,1083.8,원/미국달러(매매기준율),원
2018-05-24,1078.8,원/미국달러(매매기준율),원
2018-05-25,1079.7,원/미국달러(매매기준율),원
2018-05-28,1078.7,원/미국달러(매매기준율),원
2018-05-29,1073.2,원/미국달러(매매기준율),원
2018-05-30,1076.1,원/미국달러(매매기준율),원
2018-05-31,1081.3,원/미국달러(매매기준율),원
2018-06-01,1076.4,원/미국달러(매매기준율),원
2018-06-04,1076.0,원/미국달러(매매기준율),원
2018-06-05,1070.9,원/미국달러(매매기준율),원
2018-06-07,1069.6,원/미국달러(매매기준율),원
2018-06-08,1067.9,원/미국달러(매매기준율),원
2018-06-11,1073.2,원/미국달러(매매기준율),원
2018-06-12,1073.5,원/미국달러(매매기준율),원
2018-06-14,1075.1,원/미국달러(매매기준율),원
2018-06-15,1082.5,원/미국달러(매매기준율),원
2018-06-18,1091.4,원/미국달러(매매기준율),원
2018-06-19,1104.4,원/미국달러(매매기준율),원
2018-06-20,1105.5,원/미국달러(매매기준율),원
2018-06-21,1108.0,원/미국달러(매매기준율),원
2018-06-22,1109.0,원/미국달러(매매기준율),원
2018-06-25,1108.9,원/미국달러(매매기준율),원
2018-06-26,1116.1,원/미국달러(매매기준율),원
2018-06-27,1115.2,원/미국달러(매매기준율),원
2018-06-28,1117.9,원/미국달러(매매기준율),원
2018-06-29,1121.7,원/미국달러(매매기준율),원
2018-07-02,1117.2,원/미국달러(매매기준율),원
2018-07-03,1117.4,원/미국달러(매매기준율),원
2018-07-04,1121.1,원/미국달러(매매기준율),원
2018-07-05,1115.3,원/미국달러(매매기준율),원
2018-07-06,1118.4,원/미국달러(매매기준율),원
2018-07-09,1117.8,원/미국달러(매매기준율),원
2018-07-10,1112.3,원/미국달러(매매기준율),원
2018-07-11,1113.8,원/미국달러(매매기준율),원
2018-07-12,1120.8,원/미국달러(매매기준율),원
2018-07-13,1127.8,원/미국달러(매매기준율),원
2018-07-16,1123.4,원/미국달러(매매기준율),원
2018-07-17,1128.7,원/미국달러(매매기준율),원
2018-07-18,1125.2,원/미국달러(매매기준율),원
2018-07-19,1128.9,원/미국달러(매매기준율),원
2018-07-20,1131.2,원/미국달러(매매기준율),원
2018-07-23,1134.8,원/미국달러(매매기준율),원
2018-07-24,1128.5,원/미국달러(매매기준율),원
2018-07-25,1135.2,원/미국달러(매매기준율),원
2018-07-26,1127.5,원/미국달러(매매기준율),원
2018-07-27,1119.6,원/미국달러(매매기준율),원
2018-07-30,1120.0,원/미국달러(매매기준율),원
2018-07-31,1116.7,원/미국달러(매매기준율),원
2018-08-01,1117.9,원/미국달러(매매기준율),원
2018-08-02,1119.3,원/미국달러(매매기준율),원
2018-08-03,1122.6,원/미국달러(매매기준율),원
2018-08-06,1128.1,원/미국달러(매매기준율),원
2018-08-07,1123.5,원/미국달러(매매기준율),원
2018-08-08,1125.7,원/미국달러(매매기준율),원
2018-08-09,1118.8,원/미국달러(매매기준율),원
2018-08-10,1117.9,원/미국달러(매매기준율),원
2018-08-13,1126.3,원/미국달러(매매기준율),원
2018-08-14,1133.7,원/미국달러(매매기준율),원
2018-08-16,1132.1,원/미국달러(매매기준율),원
2018-08-17,1130.7,원/미국달러(매매기준율),원
2018-08-20,1125.6,원/미국달러(매매기준율),원
2018-08-21,1121.7,원/미국달러(매매기준율),원
2018-08-22,1118.2,원/미국달러(매매기준율),원
2018-08-23,1118.7,원/미국달러(매매기준율),원
2018-08-24,1120.8,원/미국달러(매매기준율),원
2018-08-27,1121.8,원/미국달러(매매기준율),원
2018-08-28,1114.3,원/미국달러(매매기준율),원
2018-08-29,1110.0,원/미국달러(매매기준율),원
2018-08-30,1108.8,원/미국달러(매매기준율),원
2018-08-31,1108.8,원/미국달러(매매기준율),원
2018-09-03,1113.3,원/미국달러(매매기준율),원
2018-09-04,1113.5,원/미국달러(매매기준율),원
2018-09-05,1114.2,원/미국달러(매매기준율),원
2018-09-06,1117.6,원/미국달러(매매기준율),원
2018-09-07,1121.2,원/미국달러(매매기준율),원
2018-09-10,1123.1,원/미국달러(매매기준율),원
2018-09-11,1128.1,원/미국달러(매매기준율),원
2018-09-12,1126.8,원/미국달러(매매기준율),원
2018-09-13,1127.3,원/미국달러(매매기준율),원
2018-09-14,1121.2,원/미국달러(매매기준율),원
2018-09-17,1119.2,원/미국달러(매매기준율),원
2018-09-18,1126.2,원/미국달러(매매기준율),원
2018-09-19,1126.3,원/미국달러(매매기준율),원
2018-09-20,1123.0,원/미국달러(매매기준율),원
2018-09-21,1119.9,원/미국달러(매매기준율),원
2018-09-27,1116.6,원/미국달러(매매기준율),원
2018-09-28,1112.7,원/미국달러(매매기준율),원
2018-10-01,1110.2,원/미국달러(매매기준율),원
2018-10-02,1110.9,원/미국달러(매매기준율),원
2018-10-04,1116.4,원/미국달러(매매기준율),원
2018-10-05,1128.3,원/미국달러(매매기준율),원
2018-10-08,1130.7,원/미국달러(매매기준율),원
2018-10-10,1131.7,원/미국달러(매매기준율),원
2018-10-11,1132.5,원/미국달러(매매기준율),원
2018-10-12,1142.5,원/미국달러(매매기준율),원
2018-10-15,1133.3,원/미국달러(매매기준율),원
2018-10-16,1133.4,원/미국달러(매매기준율),원
2018-10-17,1128.1,원/미국달러(매매기준율),원
2018-10-18,1125.0,원/미국달러(매매기준율),원
2018-10-19,1132.6,원/미국달러(매매기준율),원
2018-10-22,1134.3,원/미국달러(매매기준율),원
2018-10-23,1130.9,원/미국달러(매매기준율),원
2018-10-24,1135.8,원/미국달러(매매기준율),원
2018-10-25,1132.2,원/미국달러(매매기준율),원
2018-10-26,1138.5,원/미국달러(매매기준율),원
2018-10-29,1140.6,원/미국달러(매매기준율),원
2018-10-30,1138.6,원/미국달러(매매기준율),원
2018-10-31,1140.6,원/미국달러(매매기준율),원
2018-11-01,1139.2,원/미국달러(매매기준율),원
2018-11-02,1138.8,원/미국달러(매매기준율),원
2018-11-05,1125.5,원/미국달러(매매기준율),원
2018-11-06,1122.7,원/미국달러(매매기준율),원
2018-11-07,1122.5,원/미국달러(매매기준율),원
2018-11-08,1120.9,원/미국달러(매매기준율),원
2018-11-09,1118.4,원/미국달러(매매기준율),원
2018-11-12,1125.7,원/미국달러(매매기준율),원
2018-11-13,1132.0,원/미국달러(매매기준율),원
2018-11-14,1135.7,원/미국달러(매매기준율),원
2018-11-15,1132.4,원/미국달러(매매기준율),원
2018-11-16,1130.3,원/미국달러(매매기준율),원
2018-11-19,1128.7,원/미국달러(매매기준율),원
2018-11-20,1127.4,원/미국달러(매매기준율),원
2018-11-21,1127.5,원/미국달러(매매기준율),원
2018-11-22,1131.3,원/미국달러(매매기준율),원
2018-11-23,1129.0,원/미국달러(매매기준율),원
2018-11-26,1130.5,원/미국달러(매매기준율),원
2018-11-27,1129.9,원/미국달러(매매기준율),원
2018-11-28,1129.7,원/미국달러(매매기준율),원
2018-11-29,1128.9,원/미국달러(매매기준율),원
2018-11-30,1121.8,원/미국달러(매매기준율),원
2018-12-03,1120.3,원/미국달러(매매기준율),원
2018-12-04,1113.7,원/미국달러(매매기준율),원
2018-12-05,1109.8,원/미국달러(매매기준율),원
2018-12-06,1113.6,원/미국달러(매매기준율),원
2018-12-07,1117.8,원/미국달러(매매기준율),원
2018-12-10,1118.2,원/미국달러(매매기준율),원
2018-12-11,1124.7,원/미국달러(매매기준율),원
2018-12-12,1129.4,원/미국달러(매매기준율),원
2018-12-13,1127.6,원/미국달러(매매기준율),원
2018-12-14,1124.0,원/미국달러(매매기준율),원
2018-12-17,1129.2,원/미국달러(매매기준율),원
2018-12-18,1131.6,원/미국달러(매매기준율),원
2018-12-19,1129.9,원/미국달러(매매기준율),원
2018-12-20,1125.1,원/미국달러(매매기준율),원
2018-12-21,1128.9,원/미국달러(매매기준율),원
2018-12-24,1123.9,원/미국달러(매매기준율),원
2018-12-26,1125.2,원/미국달러(매매기준율),원
2018-12-27,1125.6,원/미국달러(매매기준율),원
2018-12-28,1121.3,원/미국달러(매매기준율),원
2018-12-31,1118.1,원/미국달러(매매기준율),원
2019-01-02,1118.1,원/미국달러(매매기준율),원
2019-01-03,1119.0,원/미국달러(매매기준율),원
2019-01-04,1127.5,원/미국달러(매매기준율),원
2019-01-07,1125.2,원/미국달러(매매기준율),원
2019-01-08,1118.0,원/미국달러(매매기준율),원
2019-01-09,1121.7,원/미국달러(매매기준율),원
2019-01-10,1121.6,원/미국달러(매매기준율),원
2019-01-11,1118.9,원/미국달러(매매기준율),원
2019-01-14,1117.6,원/미국달러(매매기준율),원
2019-01-15,1121.4,원/미국달러(매매기준율),원
2019-01-16,1120.1,원/미국달러(매매기준율),원
2019-01-17,1122.0,원/미국달러(매매기준율),원
2019-01-18,1121.4,원/미국달러(매매기준율),원
2019-01-21,1121.3,원/미국달러(매매기준율),원
2019-01-22,1126.5,원/미국달러(매매기준율),원
2019-01-23,1130.2,원/미국달러(매매기준율),원
2019-01-24,1128.2,원/미국달러(매매기준율),원
2019-01-25,1128.0,원/미국달러(매매기준율),원
2019-01-28,1125.1,원/미국달러(매매기준율),원
2019-01-29,1116.9,원/미국달러(매매기준율),원
2019-01-30,1118.1,원/미국달러(매매기준율),원
2019-01-31,1117.2,원/미국달러(매매기준율),원
2019-02-01,1111.6,원/미국달러(매매기준율),원
2019-02-07,1116.8,원/미국달러(매매기준율),원
2019-02-08,1123.4,원/미국달러(매매기준율),원
2019-02-11,1124.5,원/미국달러(매매기준율),원
2019-02-12,1124.5,원/미국달러(매매기준율),원
2019-02-13,1124.6,원/미국달러(매매기준율),원
2019-02-14,1121.7,원/미국달러(매매기준율),원
2019-02-15,1125.0,원/미국달러(매매기준율),원
2019-02-18,1127.7,원/미국달러(매매기준율),원
2019-02-19,1124.7,원/미국달러(매매기준율),원
2019-02-20,1127.5,원/미국달러(매매기준율),원
2019-02-21,1122.6,원/미국달러(매매기준율),원
2019-02-22,1124.4,원/미국달러(매매기준율),원
2019-02-25,1125.7,원/미국달러(매매기준율),원
2019-02-26,1120.8,원/미국달러(매매기준율),원
2019-02-27,1118.3,원/미국달러(매매기준율),원
2019-02-28,1117.8,원/미국달러(매매기준율),원
2019-03-04,1119.9,원/미국달러(매매기준율),원
2019-03-05,1125.0,원/미국달러(매매기준율),원
2019-03-06,1125.8,원/미국달러(매매기준율),원
2019-03-07,1127.8,원/미국달러(매매기준율),원
2019-03-08,1128.3,원/미국달러(매매기준율),원
2019-03-11,1134.0,원/미국달러(매매기준율),원
2019-03-12,1134.5,원/미국달러(매매기준율),원
2019-03-13,1128.7,원/미국달러(매매기준율),원
2019-03-14,1131.5,원/미국달러(매매기준율),원
2019-03-15,1132.7,원/미국달러(매매기준율),원
2019-03-18,1136.1,원/미국달러(매매기준율),원
2019-03-19,1133.7,원/미국달러(매매기준율),원
2019-03-20,1130.9,원/미국달러(매매기준율),원
2019-03-21,1130.4,원/미국달러(매매기준율),원
2019-03-22,1125.8,원/미국달러(매매기준율),원
2019-03-25,1129.8,원/미국달러(매매기준율),원
2019-03-26,1134.9,원/미국달러(매매기준율),원
2019-03-27,1132.1,원/미국달러(매매기준율),원
2019-03-28,1134.7,원/미국달러(매매기준율),원
2019-03-29,1137.8,원/미국달러(매매기준율),원
2019-04-01,1136.1,원/미국달러(매매기준율),원
2019-04-02,1132.7,원/미국달러(매매기준율),원
2019-04-03,1135.8,원/미국달러(매매기준율),원
2019-04-04,1134.9,원/미국달러(매매기준율),원
2019-04-05,1135.5,원/미국달러(매매기준율),원
2019-04-08,1136.4,원/미국달러(매매기준율),원
2019-04-09,1141.4,원/미국달러(매매기준율),원
2019-04-10,1142.8,원/미국달러(매매기준율),원
2019-04-11,1141.2,원/미국달러(매매기준율),원
2019-04-12,1139.2,원/미국달러(매매기준율),원
2019-04-15,1140.5,원/미국달러(매매기준율),원
2019-04-16,1133.9,원/미국달러(매매기준율),원
2019-04-17,1135.7,원/미국달러(매매기준율),원
2019-04-18,1136.1,원/미국달러(매매기준율),원
2019-04-19,1136.2,원/미국달러(매매기준율),원
2019-04-22,1137.1,원/미국달러(매매기준율),원
2019-04-23,1140.8,원/미국달러(매매기준율),원
2019-04-24,1141.1,원/미국달러(매매기준율),원
2019-04-25,1146.9,원/미국달러(매매기준율),원
2019-04-26,1158.7,원/미국달러(매매기준율),원
2019-04-29,1159.7,원/미국달러(매매기준율),원
2019-04-30,1158.2,원/미국달러(매매기준율),원
2019-05-02,1163.8,원/미국달러(매매기준율),원
2019-05-03,1163.9,원/미국달러(매매기준율),원
2019-05-07,1169.4,원/미국달러(매매기준율),원
2019-05-08,1169.8,원/미국달러(매매기준율),원
2019-05-09,1169.9,원/미국달러(매매기준율),원
2019-05-10,1175.8,원/미국달러(매매기준율),원
2019-05-13,1178.1,원/미국달러(매매기준율),원
2019-05-14,1183.1,원/미국달러(매매기준율),원
2019-05-15,1187.0,원/미국달러(매매기준율),원
2019-05-16,1189.4,원/미국달러(매매기준율),원
2019-05-17,1189.8,원/미국달러(매매기준율),원
2019-05-20,1192.7,원/미국달러(매매기준율),원
2019-05-21,1192.9,원/미국달러(매매기준율),원
2019-05-22,1193.3,원/미국달러(매매기준율),원
2019-05-23,1194.6,원/미국달러(매매기준율),원
2019-05-24,1191.2,원/미국달러(매매기준율),원
2019-05-27,1189.6,원/미국달러(매매기준율),원
2019-05-28,1184.1,원/미국달러(매매기준율),원
2019-05-29,1187.6,원/미국달러(매매기준율),원
2019-05-30,1193.1,원/미국달러(매매기준율),원
2019-05-31,1190.0,원/미국달러(매매기준율),원
2019-06-03,1191.2,원/미국달러(매매기준율),원
2019-06-04,1183.0,원/미국달러(매매기준율),원
2019-06-05,1181.5,원/미국달러(매매기준율),원
2019-06-07,1179.8,원/미국달러(매매기준율),원
2019-06-10,1179.5,원/미국달러(매매기준율),원
2019-06-11,1184.0,원/미국달러(매매기준율),원
2019-06-12,1181.7,원/미국달러(매매기준율),원
2019-06-13,1181.7,원/미국달러(매매기준율),원
2019-06-14,1184.7,원/미국달러(매매기준율),원
2019-06-17,1184.0,원/미국달러(매매기준율),원
2019-06-18,1186.3,원/미국달러(매매기준율),원
2019-06-19,1185.0,원/미국달러(매매기준율),원
2019-06-20,1177.0,원/미국달러(매매기준율),원
2019-06-21,1167.7,원/미국달러(매매기준율),원
2019-06-24,1162.0,원/미국달러(매매기준율),원
2019-06-25,1157.9,원/미국달러(매매기준율),원
2019-06-26,1154.7,원/미국달러(매매기준율),원
2019-06-27,1158.2,원/미국달러(매매기준율),원
2019-06-28,1156.8,원/미국달러(매매기준율),원
2019-07-01,1156.4,원/미국달러(매매기준율),원
2019-07-02,1155.4,원/미국달러(매매기준율),원
2019-07-03,1164.8,원/미국달러(매매기준율),원
2019-07-04,1170.4,원/미국달러(매매기준율),원
2019-07-05,1169.2,원/미국달러(매매기준율),원
2019-07-08,1170.4,원/미국달러(매매기준율),원
2019-07-09,1178.5,원/미국달러(매매기준율),원
2019-07-10,1179.9,원/미국달러(매매기준율),원
2019-07-11,1181.4,원/미국달러(매매기준율),원
2019-07-12,1173.8,원/미국달러(매매기준율),원
2019-07-15,1177.3,원/미국달러(매매기준율),원
2019-07-16,1179.2,원/미국달러(매매기준율),원
2019-07-17,1178.5,원/미국달러(매매기준율),원
2019-07-18,1180.4,원/미국달러(매매기준율),원
2019-07-19,1179.5,원/미국달러(매매기준율),원
2019-07-22,1173.4,원/미국달러(매매기준율),원
2019-07-23,1177.6,원/미국달러(매매기준율),원
2019-07-24,1178.4,원/미국달러(매매기준율),원
2019-07-25,1178.2,원/미국달러(매매기준율),원
2019-07-26,1179.8,원/미국달러(매매기준율),원
2019-07-29,1184.2,원/미국달러(매매기준율),원
2019-07-30,1183.4,원/미국달러(매매기준율),원
2019-07-31,1182.0,원/미국달러(매매기준율),원
2019-08-01,1181.9,원/미국달러(매매기준율),원
2019-08-02,1188.5,원/미국달러(매매기준율),원
2019-08-05,1194.8,원/미국달러(매매기준율),원
2019-08-06,1211.8,원/미국달러(매매기준율),원
2019-08-07,1214.3,원/미국달러(매매기준율),원
2019-08-08,1214.5,원/미국달러(매매기준율),원
2019-08-09,1211.3,원/미국달러(매매기준율),원
2019-08-12,1209.7,원/미국달러(매매기준율),원
2019-08-13,1215.6,원/미국달러(매매기준율),원
2019-08-14,1218.9,원/미국달러(매매기준율),원
2019-08-16,1211.7,원/미국달러(매매기준율),원
2019-08-19,1213.3,원/미국달러(매매기준율),원
2019-08-20,1210.7,원/미국달러(매매기준율),원
2019-08-21,1210.2,원/미국달러(매매기준율),원
2019-08-22,1204.0,원/미국달러(매매기준율),원
2019-08-23,1205.1,원/미국달러(매매기준율),원
2019-08-26,1212.2,원/미국달러(매매기준율),원
2019-08-27,1218.2,원/미국달러(매매기준율),원
2019-08-28,1213.1,원/미국달러(매매기준율),원
2019-08-29,1213.5,원/미국달러(매매기준율),원
2019-08-30,1215.2,원/미국달러(매매기준율),원
2019-09-02,1209.6,원/미국달러(매매기준율),원
2019-09-03,1211.9,원/미국달러(매매기준율),원
2019-09-04,1215.2,원/미국달러(매매기준율),원
2019-09-05,1209.7,원/미국달러(매매기준율),원
