날짜,CD91일금리,항목명,단위
2020-08-26,0.63,CD(91일),연%
2020-08-27,0.63,CD(91일),연%
2020-08-28,0.63,CD(91일),연%
2020-08-31,0.63,CD(91일),연%
2020-09-01,0.63,CD(91일),연%
2020-09-02,0.63,CD(91일),연%
2020-09-03,0.63,CD(91일),연%
2020-09-04,0.63,CD(91일),연%
2020-09-07,0.63,CD(91일),연%
2020-09-08,0.63,CD(91일),연%
2020-09-09,0.63,CD(91일),연%
2020-09-10,0.63,CD(91일),연%
2020-09-11,0.63,CD(91일),연%
2020-09-14,0.63,CD(91일),연%
2020-09-15,0.63,CD(91일),연%
2020-09-16,0.63,CD(91일),연%
2020-09-17,0.63,CD(91일),연%
2020-09-18,0.63,CD(91일),연%
2020-09-21,0.63,CD(91일),연%
2020-09-22,0.63,CD(91일),연%
2020-09-23,0.63,CD(91일),연%
2020-09-24,0.63,CD(91일),연%
2020-09-25,0.63,CD(91일),연%
2020-09-28,0.63,CD(91일),연%
2020-09-29,0.63,CD(91일),연%
2020-10-05,0.63,CD(91일),연%
2020-10-06,0.63,CD(91일),연%
2020-10-07,0.63,CD(91일),연%
2020-10-08,0.63,CD(91일),연%
2020-10-12,0.63,CD(91일),연%
2020-10-13,0.63,CD(91일),연%
2020-10-14,0.63,CD(91일),연%
2020-10-15,0.63,CD(91일),연%
2020-10-16,0.63,CD(91일),연%
2020-10-19,0.63,CD(91일),연%
2020-10-20,0.63,CD(91일),연%
2020-10-21,0.63,CD(91일),연%
2020-10-22,0.63,CD(91일),연%
2020-10-23,0.63,CD(91일),연%
2020-10-26,0.63,CD(91일),연%
2020-10-27,0.63,CD(91일),연%
2020-10-28,0.63,CD(91일),연%
2020-10-29,0.63,CD(91일),연%
2020-10-30,0.63,CD(91일),연%
2020-11-02,0.63,CD(91일),연%
2020-11-03,0.67,CD(91일),연%
2020-11-04,0.67,CD(91일),연%
2020-11-05,0.66,CD(91일),연%
2020-11-06,0.66,CD(91일),연%
2020-11-09,0.66,CD(91일),연%
2020-11-10,0.66,CD(91일),연%
2020-11-11,0.66,CD(91일),연%
2020-11-12,0.66,CD(91일),연%
2020-11-13,0.66,CD(91일),연%
2020-11-16,0.66,CD(91일),연%
2020-11-17,0.66,CD(91일),연%
2020-11-18,0.66,CD(91일),연%
2020-11-19,0.66,CD(91일),연%
2020-11-20,0.66,CD(91일),연%
2020-11-23,0.66,CD(91일),연%
2020-11-24,0.66,CD(91일),연%
2020-11-25,0.66,CD(91일),연%
2020-11-26,0.66,CD(91일),연%
2020-11-27,0.66,CD(91일),연%
2020-11-30,0.66,CD(91일),연%
2020-12-01,0.66,CD(91일),연%
2020-12-02,0.66,CD(91일),연%
2020-12-03,0.66,CD(91일),연%
2020-12-04,0.66,CD(91일),연%
2020-12-07,0.66,CD(91일),연%
2020-12-08,0.66,CD(91일),연%
2020-12-09,0.66,CD(91일),연%
2020-12-10,0.66,CD(91일),연%
2020-12-11,0.66,CD(91일),연%
2020-12-14,0.66,CD(91일),연%
2020-12-15,0.66,CD(91일),연%
2020-12-16,0.66,CD(91일),연%
2020-12-17,0.66,CD(91일),연%
2020-12-18,0.66,CD(91일),연%
2020-12-21,0.66,CD(91일),연%
2020-12-22,0.66,CD(91일),연%
2020-12-23,0.66,CD(91일),연%
2020-12-24,0.66,CD(91일),연%
2020-12-28,0.66,CD(91일),연%
2020-12-29,0.66,CD(91일),연%
2020-12-30,0.66,CD(91일),연%
2020-12-31,0.66,CD(91일),연%
2021-01-04,0.66,CD(91일),연%
2021-01-05,0.66,CD(91일),연%
2021-01-06,0.66,CD(91일),연%
2021-01-07,0.66,CD(91일),연%
2021-01-08,0.66,CD(91일),연%
2021-01-11,0.66,CD(91일),연%
2021-01-12,0.66,CD(91일),연%
2021-01-13,0.67,CD(91일),연%
2021-01-14,0.67,CD(91일),연%
2021-01-15,0.67,CD(91일),연%
2021-01-18,0.69,CD(91일),연%
2021-01-19,0.69,CD(91일),연%
2021-01-20,0.69,CD(91일),연%
2021-01-21,0.69,CD(91일),연%
2021-01-22,0.69,CD(91일),연%
2021-01-25,0.69,CD(91일),연%
2021-01-26,0.69,CD(91일),연%
2021-01-27,0.7,CD(91일),연%
2021-01-28,0.7,CD(91일),연%
2021-01-29,0.7,CD(91일),연%
2021-02-01,0.7,CD(91일),연%
2021-02-02,0.73,CD(91일),연%
2021-02-03,0.73,CD(91일),연%
2021-02-04,0.73,CD(91일),연%
2021-02-05,0.73,CD(91일),연%
2021-02-08,0.73,CD(91일),연%
2021-02-09,0.73,CD(91일),연%
2021-02-10,0.73,CD(91일),연%
2021-02-15,0.73,CD(91일),연%
2021-02-16,0.74,CD(91일),연%
2021-02-17,0.74,CD(91일),연%
2021-02-18,0.74,CD(91일),연%
2021-02-19,0.74,CD(91일),연%
2021-02-22,0.74,CD(91일),연%
2021-02-23,0.74,CD(91일),연%
2021-02-24,0.74,CD(91일),연%
2021-02-25,0.74,CD(91일),연%
2021-02-26,0.74,CD(91일),연%
2021-03-02,0.74,CD(91일),연%
2021-03-03,0.74,CD(91일),연%
2021-03-04,0.74,CD(91일),연%
2021-03-05,0.74,CD(91일),연%
2021-03-08,0.74,CD(91일),연%
2021-03-09,0.75,CD(91일),연%
2021-03-10,0.75,CD(91일),연%
2021-03-11,0.75,CD(91일),연%
2021-03-12,0.75,CD(91일),연%
2021-03-15,0.75,CD(91일),연%
2021-03-16,0.75,CD(91일),연%
2021-03-17,0.75,CD(91일),연%
2021-03-18,0.75,CD(91일),연%
2021-03-19,0.75,CD(91일),연%
2021-03-22,0.75,CD(91일),연%
2021-03-23,0.75,CD(91일),연%
2021-03-24,0.75,CD(91일),연%
2021-03-25,0.75,CD(91일),연%
2021-03-26,0.75,CD(91일),연%
2021-03-29,0.75,CD(91일),연%
2021-03-30,0.75,CD(91일),연%
2021-03-31,0.75,CD(91일),연%
2021-04-01,0.75,CD(91일),연%
2021-04-02,0.75,CD(91일),연%
2021-04-05,0.75,CD(91일),연%
2021-04-06,0.75,CD(91일),연%
2021-04-07,0.75,CD(91일),연%
2021-04-08,0.75,CD(91일),연%
2021-04-09,0.75,CD(91일),연%
2021-04-12,0.75,CD(91일),연%
2021-04-13,0.73,CD(91일),연%
2021-04-14,0.73,CD(91일),연%
2021-04-15,0.73,CD(91일),연%
2021-04-16,0.73,CD(91일),연%
2021-04-19,0.73,CD(91일),연%
2021-04-20,0.73,CD(91일),연%
2021-04-21,0.73,CD(91일),연%
2021-04-22,0.73,CD(91일),연%
2021-04-23,0.73,CD(91일),연%
2021-04-26,0.73,CD(91일),연%
2021-04-27,0.73,CD(91일),연%
2021-04-28,0.73,CD(91일),연%
2021-04-29,0.73,CD(91일),연%
2021-04-30,0.73,CD(91일),연%
2021-05-03,0.73,CD(91일),연%
2021-05-04,0.73,CD(91일),연%
2021-05-06,0.73,CD(91일),연%
2021-05-07,0.72,CD(91일),연%
2021-05-10,0.71,CD(91일),연%
2021-05-11,0.69,CD(91일),연%
2021-05-12,0.69,CD(91일),연%
2021-05-13,0.67,CD(91일),연%
2021-05-14,0.67,CD(91일),연%
2021-05-17,0.67,CD(91일),연%
2021-05-18,0.67,CD(91일),연%
2021-05-20,0.66,CD(91일),연%
2021-05-21,0.66,CD(91일),연%
2021-05-24,0.66,CD(91일),연%
2021-05-25,0.66,CD(91일),연%
2021-05-26,0.66,CD(91일),연%
2021-05-27,0.66,CD(91일),연%
2021-05-28,0.66,CD(91일),연%
2021-05-31,0.66,CD(91일),연%
2021-06-01,0.66,CD(91일),연%
2021-06-02,0.66,CD(91일),연%
2021-06-03,0.66,CD(91일),연%
2021-06-04,0.66,CD(91일),연%
2021-06-07,0.66,CD(91일),연%
2021-06-08,0.66,CD(91일),연%
2021-06-09,0.66,CD(91일),연%
2021-06-10,0.66,CD(91일),연%
2021-06-11,0.66,CD(91일),연%
2021-06-14,0.66,CD(91일),연%
2021-06-15,0.66,CD(91일),연%
2021-06-16,0.66,CD(91일),연%
2021-06-17,0.66,CD(91일),연%
2021-06-18,0.66,CD(91일),연%
2021-06-21,0.66,CD(91일),연%
2021-06-22,0.66,CD(91일),연%
2021-06-23,0.66,CD(91일),연%
2021-06-24,0.67,CD(91일),연%
2021-06-25,0.67,CD(91일),연%
2021-06-28,0.67,CD(91일),연%
2021-06-29,0.68,CD(91일),연%
2021-06-30,0.68,CD(91일),연%
2021-07-01,0.69,CD(91일),연%
2021-07-02,0.69,CD(91일),연%
2021-07-05,0.69,CD(91일),연%
2021-07-06,0.69,CD(91일),연%
2021-07-07,0.69,CD(91일),연%
2021-07-08,0.69,CD(91일),연%
2021-07-09,0.68,CD(91일),연%
2021-07-12,0.68,CD(91일),연%
2021-07-13,0.69,CD(91일),연%
2021-07-14,0.69,CD(91일),연%
2021-07-15,0.69,CD(91일),연%
2021-07-16,0.7,CD(91일),연%
2021-07-19,0.7,CD(91일),연%
2021-07-20,0.7,CD(91일),연%
2021-07-21,0.7,CD(91일),연%
2021-07-22,0.7,CD(91일),연%
2021-07-23,0.7,CD(91일),연%
2021-07-26,0.7,CD(91일),연%
2021-07-27,0.7,CD(91일),연%
2021-07-28,0.7,CD(91일),연%
2021-07-29,0.7,CD(91일),연%
2021-07-30,0.7,CD(91일),연%
2021-08-02,0.7,CD(91일),연%
2021-08-03,0.7,CD(91일),연%
2021-08-04,0.7,CD(91일),연%
2021-08-05,0.7,CD(91일),연%
2021-08-06,0.7,CD(91일),연%
2021-08-09,0.7,CD(91일),연%
2021-08-10,0.71,CD(91일),연%
2021-08-11,0.71,CD(91일),연%
2021-08-12,0.72,CD(91일),연%
2021-08-13,0.73,CD(91일),연%
2021-08-17,0.74,CD(91일),연%
2021-08-18,0.75,CD(91일),연%
2021-08-19,0.76,CD(91일),연%
2021-08-20,0.76,CD(91일),연%
2021-08-23,0.77,CD(91일),연%
2021-08-24,0.77,CD(91일),연%
2021-08-25,0.77,CD(91일),연%
2021-08-26,0.92,CD(91일),연%
2021-08-27,0.92,CD(91일),연%
2021-08-30,0.92,CD(91일),연%
2021-08-31,0.92,CD(91일),연%
2021-09-01,0.92,CD(91일),연%
2021-09-02,0.92,CD(91일),연%
2021-09-03,0.92,CD(91일),연%
2021-09-06,0.92,CD(91일),연%
2021-09-07,0.92,CD(91일),연%
2021-09-08,0.92,CD(91일),연%
2021-09-09,0.93,CD(91일),연%
2021-09-10,0.96,CD(91일),연%
2021-09-13,1.0,CD(91일),연%
2021-09-14,1.0,CD(91일),연%
2021-09-15,1.01,CD(91일),연%
2021-09-16,1.01,CD(91일),연%
2021-09-17,1.01,CD(91일),연%
2021-09-23,1.02,CD(91일),연%
2021-09-24,1.02,CD(91일),연%
2021-09-27,1.03,CD(91일),연%
2021-09-28,1.04,CD(91일),연%
2021-09-29,1.04,CD(91일),연%
2021-09-30,1.04,CD(91일),연%
2021-10-01,1.04,CD(91일),연%
2021-10-05,1.04,CD(91일),연%
2021-10-06,1.05,CD(91일),연%
2021-10-07,1.05,CD(91일),연%
2021-10-08,1.05,CD(91일),연%
2021-10-12,1.06,CD(91일),연%
2021-10-13,1.07,CD(91일),연%
2021-10-14,1.07,CD(91일),연%
2021-10-15,1.07,CD(91일),연%
2021-10-18,1.08,CD(91일),연%
2021-10-19,1.09,CD(91일),연%
2021-10-20,1.09,CD(91일),연%
2021-10-21,1.09,CD(91일),연%
2021-10-22,1.09,CD(91일),연%
2021-10-25,1.09,CD(91일),연%
2021-10-26,1.09,CD(91일),연%
2021-10-27,1.1,CD(91일),연%
2021-10-28,1.1,CD(91일),연%
2021-10-29,1.12,CD(91일),연%
2021-11-01,1.12,CD(91일),연%
2021-11-02,1.12,CD(91일),연%
2021-11-03,1.12,CD(91일),연%
2021-11-04,1.13,CD(91일),연%
2021-11-05,1.13,CD(91일),연%
2021-11-08,1.14,CD(91일),연%
2021-11-09,1.14,CD(91일),연%
2021-11-10,1.15,CD(91일),연%
2021-11-11,1.15,CD(91일),연%
2021-11-12,1.15,CD(91일),연%
2021-11-15,1.15,CD(91일),연%
2021-11-16,1.15,CD(91일),연%
2021-11-17,1.15,CD(91일),연%
2021-11-18,1.15,CD(91일),연%
2021-11-19,1.17,CD(91일),연%
2021-11-22,1.18,CD(91일),연%
2021-11-23,1.19,CD(91일),연%
2021-11-24,1.2,CD(91일),연%
2021-11-25,1.25,CD(91일),연%
2021-11-26,1.25,CD(91일),연%
2021-11-29,1.25,CD(91일),연%
2021-11-30,1.26,CD(91일),연%
2021-12-01,1.26,CD(91일),연%
2021-12-02,1.26,CD(91일),연%
2021-12-03,1.27,CD(91일),연%
2021-12-06,1.27,CD(91일),연%
2021-12-07,1.27,CD(91일),연%
2021-12-08,1.27,CD(91일),연%
2021-12-09,1.27,CD(91일),연%
2021-12-10,1.27,CD(91일),연%
2021-12-13,1.27,CD(91일),연%
2021-12-14,1.27,CD(91일),연%
2021-12-15,1.27,CD(91일),연%
2021-12-16,1.27,CD(91일),연%
2021-12-17,1.27,CD(91일),연%
2021-12-20,1.27,CD(91일),연%
2021-12-21,1.27,CD(91일),연%
2021-12-22,1.27,CD(91일),연%
2021-12-23,1.27,CD(91일),연%
2021-12-24,1.27,CD(91일),연%
2021-12-27,1.28,CD(91일),연%
2021-12-28,1.28,CD(91일),연%
2021-12-29,1.28,CD(91일),연%
2021-12-30,1.29,CD(91일),연%
2021-12-31,1.29,CD(91일),연%
2022-01-03,1.3,CD(91일),연%
2022-01-04,1.3,CD(91일),연%
2022-01-05,1.3,CD(91일),연%
2022-01-06,1.3,CD(91일),연%
2022-01-07,1.3,CD(91일),연%
2022-01-10,1.3,CD(91일),연%
2022-01-11,1.3,CD(91일),연%
2022-01-12,1.31,CD(91일),연%
2022-01-13,1.35,CD(91일),연%
2022-01-14,1.43,CD(91일),연%
2022-01-17,1.44,CD(91일),연%
2022-01-18,1.45,CD(91일),연%
2022-01-19,1.46,CD(91일),연%
2022-01-20,1.46,CD(91일),연%
2022-01-21,1.46,CD(91일),연%
2022-01-24,1.46,CD(91일),연%
2022-01-25,1.48,CD(91일),연%
2022-01-26,1.49,CD(91일),연%
2022-01-27,1.5,CD(91일),연%
2022-01-28,1.5,CD(91일),연%
2022-02-03,1.5,CD(91일),연%
2022-02-04,1.5,CD(91일),연%
2022-02-07,1.5,CD(91일),연%
2022-02-08,1.5,CD(91일),연%
2022-02-09,1.5,CD(91일),연%
2022-02-10,1.5,CD(91일),연%
2022-02-11,1.5,CD(91일),연%
2022-02-14,1.5,CD(91일),연%
2022-02-15,1.5,CD(91일),연%
2022-02-16,1.5,CD(91일),연%
2022-02-17,1.5,CD(91일),연%
2022-02-18,1.5,CD(91일),연%
2022-02-21,1.5,CD(91일),연%
2022-02-22,1.5,CD(91일),연%
2022-02-23,1.5,CD(91일),연%
2022-02-24,1.5,CD(91일),연%
2022-02-25,1.5,CD(91일),연%
2022-02-28,1.5,CD(91일),연%
2022-03-02,1.5,CD(91일),연%
2022-03-03,1.5,CD(91일),연%
2022-03-04,1.5,CD(91일),연%
2022-03-07,1.5,CD(91일),연%
2022-03-08,1.5,CD(91일),연%
2022-03-10,1.5,CD(91일),연%
2022-03-11,1.5,CD(91일),연%
2022-03-14,1.5,CD(91일),연%
2022-03-15,1.5,CD(91일),연%
2022-03-16,1.5,CD(91일),연%
2022-03-17,1.5,CD(91일),연%
2022-03-18,1.5,CD(91일),연%
2022-03-21,1.5,CD(91일),연%
2022-03-22,1.5,CD(91일),연%
2022-03-23,1.5,CD(91일),연%
2022-03-24,1.51,CD(91일),연%
2022-03-25,1.51,CD(91일),연%
2022-03-28,1.51,CD(91일),연%
2022-03-29,1.51,CD(91일),연%
2022-03-30,1.51,CD(91일),연%
2022-03-31,1.51,CD(91일),연%
2022-04-01,1.51,CD(91일),연%
2022-04-04,1.51,CD(91일),연%
2022-04-05,1.51,CD(91일),연%
2022-04-06,1.51,CD(91일),연%
2022-04-07,1.51,CD(91일),연%
2022-04-08,1.51,CD(91일),연%
2022-04-11,1.51,CD(91일),연%
2022-04-12,1.51,CD(91일),연%
2022-04-13,1.51,CD(91일),연%
2022-04-14,1.72,CD(91일),연%
2022-04-15,1.72,CD(91일),연%
2022-04-18,1.72,CD(91일),연%
2022-04-19,1.72,CD(91일),연%
2022-04-20,1.72,CD(91일),연%
2022-04-21,1.72,CD(91일),연%
2022-04-22,1.72,CD(91일),연%
2022-04-25,1.72,CD(91일),연%
2022-04-26,1.72,CD(91일),연%
2022-04-27,1.72,CD(91일),연%
2022-04-28,1.72,CD(91일),연%
2022-04-29,1.72,CD(91일),연%
2022-05-02,1.72,CD(91일),연%
2022-05-03,1.72,CD(91일),연%
2022-05-04,1.72,CD(91일),연%
2022-05-06,1.72,CD(91일),연%
2022-05-09,1.72,CD(91일),연%
2022-05-10,1.72,CD(91일),연%
2022-05-11,1.72,CD(91일),연%
2022-05-12,1.72,CD(91일),연%
2022-05-13,1.72,CD(91일),연%
2022-05-16,1.72,CD(91일),연%
2022-05-17,1.72,CD(91일),연%
2022-05-18,1.72,CD(91일),연%
2022-05-19,1.72,CD(91일),연%
2022-05-20,1.72,CD(91일),연%
2022-05-23,1.75,CD(91일),연%
2022-05-24,1.75,CD(91일),연%
2022-05-25,1.75,CD(91일),연%
2022-05-26,1.96,CD(91일),연%
2022-05-27,1.96,CD(91일),연%
2022-05-30,1.96,CD(91일),연%
2022-05-31,1.96,CD(91일),연%
2022-06-02,1.96,CD(91일),연%
2022-06-03,1.96,CD(91일),연%
2022-06-07,1.96,CD(91일),연%
2022-06-08,1.96,CD(91일),연%
2022-06-09,1.96,CD(91일),연%
2022-06-10,1.96,CD(91일),연%
2022-06-13,1.96,CD(91일),연%
2022-06-14,1.97,CD(91일),연%
2022-06-15,1.97,CD(91일),연%
2022-06-16,1.99,CD(91일),연%
2022-06-17,1.99,CD(91일),연%
2022-06-20,1.99,CD(91일),연%
2022-06-21,1.99,CD(91일),연%
2022-06-22,2.0,CD(91일),연%
2022-06-23,2.0,CD(91일),연%
2022-06-24,2.0,CD(91일),연%
2022-06-27,2.0,CD(91일),연%
2022-06-28,2.02,CD(91일),연%
2022-06-29,2.04,CD(91일),연%
2022-06-30,2.04,CD(91일),연%
2022-07-01,2.05,CD(91일),연%
2022-07-04,2.05,CD(91일),연%
2022-07-05,2.05,CD(91일),연%
2022-07-06,2.05,CD(91일),연%
2022-07-07,2.05,CD(91일),연%
2022-07-08,2.05,CD(91일),연%
2022-07-11,2.12,CD(91일),연%
2022-07-12,2.14,CD(91일),연%
2022-07-13,2.57,CD(91일),연%
2022-07-14,2.58,CD(91일),연%
2022-07-15,2.58,CD(91일),연%
2022-07-18,2.58,CD(91일),연%
2022-07-19,2.58,CD(91일),연%
2022-07-20,2.58,CD(91일),연%
2022-07-21,2.58,CD(91일),연%
2022-07-22,2.58,CD(91일),연%
2022-07-25,2.59,CD(91일),연%
2022-07-26,2.61,CD(91일),연%
2022-07-27,2.68,CD(91일),연%
2022-07-28,2.74,CD(91일),연%
2022-07-29,2.73,CD(91일),연%
2022-08-01,2.73,CD(91일),연%
2022-08-02,2.73,CD(91일),연%
2022-08-03,2.73,CD(91일),연%
2022-08-04,2.74,CD(91일),연%
2022-08-05,2.74,CD(91일),연%
2022-08-08,2.75,CD(91일),연%
2022-08-09,2.75,CD(91일),연%
2022-08-10,2.76,CD(91일),연%
2022-08-11,2.76,CD(91일),연%
2022-08-12,2.76,CD(91일),연%
2022-08-16,2.76,CD(91일),연%
2022-08-17,2.76,CD(91일),연%
2022-08-18,2.76,CD(91일),연%
2022-08-19,2.76,CD(91일),연%
2022-08-22,2.76,CD(91일),연%
2022-08-23,2.76,CD(91일),연%
2022-08-24,2.76,CD(91일),연%
2022-08-25,2.92,CD(91일),연%
2022-08-26,2.92,CD(91일),연%
2022-08-29,2.92,CD(91일),연%
2022-08-30,2.92,CD(91일),연%
2022-08-31,2.92,CD(91일),연%
2022-09-01,2.92,CD(91일),연%
2022-09-02,2.93,CD(91일),연%
2022-09-05,2.93,CD(91일),연%
2022-09-06,2.93,CD(91일),연%
2022-09-07,2.93,CD(91일),연%
2022-09-08,2.93,CD(91일),연%
2022-09-13,2.93,CD(91일),연%
2022-09-14,2.94,CD(91일),연%
2022-09-15,2.96,CD(91일),연%
2022-09-16,2.97,CD(91일),연%
2022-09-19,2.99,CD(91일),연%
2022-09-20,3.0,CD(91일),연%
2022-09-21,3.02,CD(91일),연%
2022-09-22,3.04,CD(91일),연%
2022-09-23,3.07,CD(91일),연%
2022-09-26,3.09,CD(91일),연%
2022-09-27,3.12,CD(91일),연%
2022-09-28,3.14,CD(91일),연%
2022-09-29,3.2,CD(91일),연%
2022-09-30,3.24,CD(91일),연%
2022-10-04,3.28,CD(91일),연%
2022-10-05,3.32,CD(91일),연%
2022-10-06,3.32,CD(91일),연%
2022-10-07,3.32,CD(91일),연%
2022-10-11,3.32,CD(91일),연%
2022-10-12,3.63,CD(91일),연%
2022-10-13,3.66,CD(91일),연%
2022-10-14,3.66,CD(91일),연%
2022-10-17,3.7,CD(91일),연%
2022-10-18,3.76,CD(91일),연%
2022-10-19,3.81,CD(91일),연%
2022-10-20,3.85,CD(91일),연%
2022-10-21,3.9,CD(91일),연%
2022-10-24,3.92,CD(91일),연%
2022-10-25,3.93,CD(91일),연%
2022-10-26,3.94,CD(91일),연%
2022-10-27,3.94,CD(91일),연%
2022-10-28,3.95,CD(91일),연%
2022-10-31,3.96,CD(91일),연%
2022-11-01,3.97,CD(91일),연%
2022-11-02,3.97,CD(91일),연%
2022-11-03,3.97,CD(91일),연%
2022-11-04,3.97,CD(91일),연%
2022-11-07,3.97,CD(91일),연%
2022-11-08,3.97,CD(91일),연%
2022-11-09,3.97,CD(91일),연%
2022-11-10,3.97,CD(91일),연%
2022-11-11,3.97,CD(91일),연%
2022-11-14,3.97,CD(91일),연%
2022-11-15,3.97,CD(91일),연%
2022-11-16,3.97,CD(91일),연%
2022-11-17,3.99,CD(91일),연%
2022-11-18,3.99,CD(91일),연%
2022-11-21,4.01,CD(91일),연%
2022-11-22,4.02,CD(91일),연%
2022-11-23,4.02,CD(91일),연%
2022-11-24,4.03,CD(91일),연%
2022-11-25,4.03,CD(91일),연%
2022-11-28,4.03,CD(91일),연%
2022-11-29,4.03,CD(91일),연%
2022-11-30,4.03,CD(91일),연%
2022-12-01,4.03,CD(91일),연%
2022-12-02,4.03,CD(91일),연%
2022-12-05,4.03,CD(91일),연%
2022-12-06,4.03,CD(91일),연%
2022-12-07,4.03,CD(91일),연%
2022-12-08,4.03,CD(91일),연%
2022-12-09,4.03,CD(91일),연%
2022-12-12,4.03,CD(91일),연%
2022-12-13,4.03,CD(91일),연%
2022-12-14,4.03,CD(91일),연%
2022-12-15,4.03,CD(91일),연%
2022-12-16,4.03,CD(91일),연%
2022-12-19,4.03,CD(91일),연%
2022-12-20,4.03,CD(91일),연%
2022-12-21,4.03,CD(91일),연%
2022-12-22,4.03,CD(91일),연%
2022-12-23,4.03,CD(91일),연%
2022-12-26,4.03,CD(91일),연%
2022-12-27,3.98,CD(91일),연%
2022-12-28,3.98,CD(91일),연%
2022-12-29,3.98,CD(91일),연%
2022-12-30,3.98,CD(91일),연%
2023-01-02,3.98,CD(91일),연%
2023-01-03,3.96,CD(91일),연%
2023-01-04,3.96,CD(91일),연%
2023-01-05,3.96,CD(91일),연%
2023-01-06,3.92,CD(91일),연%
2023-01-09,3.92,CD(91일),연%
2023-01-10,3.9,CD(91일),연%
2023-01-11,3.88,CD(91일),연%
2023-01-12,3.87,CD(91일),연%
2023-01-13,3.88,CD(91일),연%
2023-01-16,3.79,CD(91일),연%
2023-01-17,3.74,CD(91일),연%
2023-01-18,3.7,CD(91일),연%
2023-01-19,3.68,CD(91일),연%
2023-01-20,3.67,CD(91일),연%
2023-01-25,3.66,CD(91일),연%
2023-01-26,3.65,CD(91일),연%
2023-01-27,3.64,CD(91일),연%
2023-01-30,3.63,CD(91일),연%
2023-01-31,3.63,CD(91일),연%
2023-02-01,3.59,CD(91일),연%
2023-02-02,3.52,CD(91일),연%
2023-02-03,3.49,CD(91일),연%
2023-02-06,3.47,CD(91일),연%
2023-02-07,3.46,CD(91일),연%
2023-02-08,3.46,CD(91일),연%
2023-02-09,3.46,CD(91일),연%
2023-02-10,3.47,CD(91일),연%
2023-02-13,3.48,CD(91일),연%
2023-02-14,3.48,CD(91일),연%
2023-02-15,3.49,CD(91일),연%
2023-02-16,3.5,CD(91일),연%
2023-02-17,3.52,CD(91일),연%
2023-02-20,3.53,CD(91일),연%
2023-02-21,3.54,CD(91일),연%
2023-02-22,3.56,CD(91일),연%
2023-02-23,3.59,CD(91일),연%
2023-02-24,3.59,CD(91일),연%
2023-02-27,3.59,CD(91일),연%
2023-02-28,3.59,CD(91일),연%
2023-03-02,3.61,CD(91일),연%
2023-03-03,3.61,CD(91일),연%
2023-03-06,3.61,CD(91일),연%
2023-03-07,3.61,CD(91일),연%
2023-03-08,3.61,CD(91일),연%
2023-03-09,3.61,CD(91일),연%
2023-03-10,3.61,CD(91일),연%
2023-03-13,3.61,CD(91일),연%
2023-03-14,3.61,CD(91일),연%
2023-03-15,3.61,CD(91일),연%
2023-03-16,3.62,CD(91일),연%
2023-03-17,3.62,CD(91일),연%
2023-03-20,3.62,CD(91일),연%
2023-03-21,3.62,CD(91일),연%
2023-03-22,3.62,CD(91일),연%
2023-03-23,3.62,CD(91일),연%
2023-03-24,3.59,CD(91일),연%
2023-03-27,3.59,CD(91일),연%
2023-03-28,3.59,CD(91일),연%
2023-03-29,3.59,CD(91일),연%
2023-03-30,3.59,CD(91일),연%
2023-03-31,3.59,CD(91일),연%
2023-04-03,3.59,CD(91일),연%
2023-04-04,3.59,CD(91일),연%
2023-04-05,3.59,CD(91일),연%
2023-04-06,3.58,CD(91일),연%
2023-04-07,3.53,CD(91일),연%
2023-04-10,3.51,CD(91일),연%
2023-04-11,3.48,CD(91일),연%
2023-04-12,3.43,CD(91일),연%
2023-04-13,3.43,CD(91일),연%
2023-04-14,3.43,CD(91일),연%
2023-04-17,3.43,CD(91일),연%
2023-04-18,3.44,CD(91일),연%
2023-04-19,3.45,CD(91일),연%
2023-04-20,3.47,CD(91일),연%
2023-04-21,3.49,CD(91일),연%
2023-04-24,3.49,CD(91일),연%
2023-04-25,3.49,CD(91일),연%
2023-04-26,3.5,CD(91일),연%
2023-04-27,3.52,CD(91일),연%
2023-04-28,3.52,CD(91일),연%
2023-05-02,3.53,CD(91일),연%
2023-05-03,3.55,CD(91일),연%
2023-05-04,3.55,CD(91일),연%
2023-05-08,3.55,CD(91일),연%
2023-05-09,3.55,CD(91일),연%
2023-05-10,3.59,CD(91일),연%
2023-05-11,3.6,CD(91일),연%
2023-05-12,3.61,CD(91일),연%
2023-05-15,3.62,CD(91일),연%
2023-05-16,3.62,CD(91일),연%
2023-05-17,3.65,CD(91일),연%
2023-05-18,3.66,CD(91일),연%
2023-05-19,3.67,CD(91일),연%
2023-05-22,3.68,CD(91일),연%
2023-05-23,3.7,CD(91일),연%
2023-05-24,3.73,CD(91일),연%
2023-05-25,3.75,CD(91일),연%
2023-05-26,3.75,CD(91일),연%
2023-05-30,3.76,CD(91일),연%
2023-05-31,3.76,CD(91일),연%
2023-06-01,3.76,CD(91일),연%
2023-06-02,3.76,CD(91일),연%
2023-06-05,3.76,CD(91일),연%
2023-06-07,3.75,CD(91일),연%
2023-06-08,3.75,CD(91일),연%
2023-06-09,3.75,CD(91일),연%
2023-06-12,3.75,CD(91일),연%
2023-06-13,3.75,CD(91일),연%
2023-06-14,3.75,CD(91일),연%
2023-06-15,3.75,CD(91일),연%
2023-06-16,3.75,CD(91일),연%
2023-06-19,3.75,CD(91일),연%
2023-06-20,3.75,CD(91일),연%
2023-06-21,3.75,CD(91일),연%
