날짜,CD91일금리,항목명,단위
2017-10-27,1.4,CD(91일),연%
2017-10-30,1.4,CD(91일),연%
2017-10-31,1.4,CD(91일),연%
2017-11-01,1.4,CD(91일),연%
2017-11-02,1.4,CD(91일),연%
2017-11-03,1.4,CD(91일),연%
2017-11-06,1.4,CD(91일),연%
2017-11-07,1.4,CD(91일),연%
2017-11-08,1.4,CD(91일),연%
2017-11-09,1.4,CD(91일),연%
2017-11-10,1.4,CD(91일),연%
2017-11-13,1.41,CD(91일),연%
2017-11-14,1.42,CD(91일),연%
2017-11-15,1.43,CD(91일),연%
2017-11-16,1.44,CD(91일),연%
2017-11-17,1.45,CD(91일),연%
2017-11-20,1.46,CD(91일),연%
2017-11-21,1.47,CD(91일),연%
2017-11-22,1.48,CD(91일),연%
2017-11-23,1.49,CD(91일),연%
2017-11-24,1.5,CD(91일),연%
2017-11-27,1.5,CD(91일),연%
2017-11-28,1.5,CD(91일),연%
2017-11-29,1.51,CD(91일),연%
2017-11-30,1.64,CD(91일),연%
2017-12-01,1.66,CD(91일),연%
2017-12-04,1.66,CD(91일),연%
2017-12-05,1.66,CD(91일),연%
2017-12-06,1.66,CD(91일),연%
2017-12-07,1.66,CD(91일),연%
2017-12-08,1.66,CD(91일),연%
2017-12-11,1.66,CD(91일),연%
2017-12-12,1.66,CD(91일),연%
2017-12-13,1.66,CD(91일),연%
2017-12-14,1.66,CD(91일),연%
2017-12-15,1.66,CD(91일),연%
2017-12-18,1.66,CD(91일),연%
2017-12-19,1.66,CD(91일),연%
2017-12-20,1.66,CD(91일),연%
2017-12-21,1.66,CD(91일),연%
2017-12-22,1.66,CD(91일),연%
2017-12-26,1.66,CD(91일),연%
2017-12-27,1.66,CD(91일),연%
2017-12-28,1.66,CD(91일),연%
2017-12-29,1.66,CD(91일),연%
2018-01-02,1.66,CD(91일),연%
2018-01-03,1.66,CD(91일),연%
2018-01-04,1.66,CD(91일),연%
2018-01-05,1.66,CD(91일),연%
2018-01-08,1.66,CD(91일),연%
2018-01-09,1.66,CD(91일),연%
2018-01-10,1.66,CD(91일),연%
2018-01-11,1.66,CD(91일),연%
2018-01-12,1.66,CD(91일),연%
2018-01-15,1.66,CD(91일),연%
2018-01-16,1.66,CD(91일),연%
2018-01-17,1.65,CD(91일),연%
2018-01-18,1.65,CD(91일),연%
2018-01-19,1.65,CD(91일),연%
2018-01-22,1.65,CD(91일),연%
2018-01-23,1.65,CD(91일),연%
2018-01-24,1.65,CD(91일),연%
2018-01-25,1.65,CD(91일),연%
2018-01-26,1.65,CD(91일),연%
2018-01-29,1.65,CD(91일),연%
2018-01-30,1.65,CD(91일),연%
2018-01-31,1.65,CD(91일),연%
2018-02-01,1.65,CD(91일),연%
2018-02-02,1.65,CD(91일),연%
2018-02-05,1.65,CD(91일),연%
2018-02-06,1.65,CD(91일),연%
2018-02-07,1.65,CD(91일),연%
2018-02-08,1.65,CD(91일),연%
2018-02-09,1.65,CD(91일),연%
2018-02-12,1.65,CD(91일),연%
2018-02-13,1.65,CD(91일),연%
2018-02-14,1.65,CD(91일),연%
2018-02-19,1.65,CD(91일),연%
2018-02-20,1.65,CD(91일),연%
2018-02-21,1.65,CD(91일),연%
2018-02-22,1.65,CD(91일),연%
2018-02-23,1.65,CD(91일),연%
2018-02-26,1.65,CD(91일),연%
2018-02-27,1.65,CD(91일),연%
2018-02-28,1.65,CD(91일),연%
2018-03-02,1.65,CD(91일),연%
2018-03-05,1.65,CD(91일),연%
2018-03-06,1.65,CD(91일),연%
2018-03-07,1.65,CD(91일),연%
2018-03-08,1.65,CD(91일),연%
2018-03-09,1.65,CD(91일),연%
2018-03-12,1.65,CD(91일),연%
2018-03-13,1.65,CD(91일),연%
2018-03-14,1.65,CD(91일),연%
2018-03-15,1.65,CD(91일),연%
2018-03-16,1.65,CD(91일),연%
2018-03-19,1.65,CD(91일),연%
2018-03-20,1.65,CD(91일),연%
2018-03-21,1.65,CD(91일),연%
2018-03-22,1.65,CD(91일),연%
2018-03-23,1.65,CD(91일),연%
2018-03-26,1.65,CD(91일),연%
2018-03-27,1.65,CD(91일),연%
2018-03-28,1.65,CD(91일),연%
2018-03-29,1.65,CD(91일),연%
2018-03-30,1.65,CD(91일),연%
2018-04-02,1.65,CD(91일),연%
2018-04-03,1.65,CD(91일),연%
2018-04-04,1.65,CD(91일),연%
2018-04-05,1.65,CD(91일),연%
2018-04-06,1.65,CD(91일),연%
2018-04-09,1.65,CD(91일),연%
2018-04-10,1.65,CD(91일),연%
2018-04-11,1.65,CD(91일),연%
2018-04-12,1.65,CD(91일),연%
2018-04-13,1.65,CD(91일),연%
2018-04-16,1.65,CD(91일),연%
2018-04-17,1.65,CD(91일),연%
2018-04-18,1.65,CD(91일),연%
2018-04-19,1.65,CD(91일),연%
2018-04-20,1.65,CD(91일),연%
2018-04-23,1.65,CD(91일),연%
2018-04-24,1.65,CD(91일),연%
2018-04-25,1.65,CD(91일),연%
2018-04-26,1.65,CD(91일),연%
2018-04-27,1.65,CD(91일),연%
2018-04-30,1.65,CD(91일),연%
2018-05-02,1.65,CD(91일),연%
2018-05-03,1.65,CD(91일),연%
2018-05-04,1.65,CD(91일),연%
2018-05-08,1.65,CD(91일),연%
2018-05-09,1.65,CD(91일),연%
2018-05-10,1.65,CD(91일),연%
2018-05-11,1.65,CD(91일),연%
2018-05-14,1.65,CD(91일),연%
2018-05-15,1.65,CD(91일),연%
2018-05-16,1.65,CD(91일),연%
2018-05-17,1.65,CD(91일),연%
2018-05-18,1.65,CD(91일),연%
2018-05-21,1.65,CD(91일),연%
2018-05-23,1.65,CD(91일),연%
2018-05-24,1.65,CD(91일),연%
2018-05-25,1.65,CD(91일),연%
2018-05-28,1.65,CD(91일),연%
2018-05-29,1.65,CD(91일),연%
2018-05-30,1.65,CD(91일),연%
2018-05-31,1.65,CD(91일),연%
2018-06-01,1.65,CD(91일),연%
2018-06-04,1.65,CD(91일),연%
2018-06-05,1.65,CD(91일),연%
2018-06-07,1.65,CD(91일),연%
2018-06-08,1.65,CD(91일),연%
2018-06-11,1.65,CD(91일),연%
2018-06-12,1.65,CD(91일),연%
2018-06-14,1.65,CD(91일),연%
2018-06-15,1.65,CD(91일),연%
2018-06-18,1.65,CD(91일),연%
2018-06-19,1.65,CD(91일),연%
2018-06-20,1.65,CD(91일),연%
2018-06-21,1.65,CD(91일),연%
2018-06-22,1.65,CD(91일),연%
2018-06-25,1.65,CD(91일),연%
2018-06-26,1.65,CD(91일),연%
2018-06-27,1.65,CD(91일),연%
2018-06-28,1.65,CD(91일),연%
2018-06-29,1.65,CD(91일),연%
2018-07-02,1.65,CD(91일),연%
2018-07-03,1.65,CD(91일),연%
2018-07-04,1.65,CD(91일),연%
2018-07-05,1.65,CD(91일),연%
2018-07-06,1.65,CD(91일),연%
2018-07-09,1.65,CD(91일),연%
2018-07-10,1.65,CD(91일),연%
2018-07-11,1.65,CD(91일),연%
2018-07-12,1.65,CD(91일),연%
2018-07-13,1.65,CD(91일),연%
2018-07-16,1.65,CD(91일),연%
2018-07-17,1.65,CD(91일),연%
2018-07-18,1.65,CD(91일),연%
2018-07-19,1.65,CD(91일),연%
2018-07-20,1.65,CD(91일),연%
2018-07-23,1.65,CD(91일),연%
2018-07-24,1.65,CD(91일),연%
2018-07-25,1.65,CD(91일),연%
2018-07-26,1.65,CD(91일),연%
2018-07-27,1.65,CD(91일),연%
2018-07-30,1.65,CD(91일),연%
2018-07-31,1.65,CD(91일),연%
2018-08-01,1.65,CD(91일),연%
2018-08-02,1.65,CD(91일),연%
2018-08-03,1.65,CD(91일),연%
2018-08-06,1.65,CD(91일),연%
2018-08-07,1.65,CD(91일),연%
2018-08-08,1.65,CD(91일),연%
2018-08-09,1.65,CD(91일),연%
2018-08-10,1.65,CD(91일),연%
2018-08-13,1.65,CD(91일),연%
2018-08-14,1.65,CD(91일),연%
2018-08-16,1.65,CD(91일),연%
2018-08-17,1.65,CD(91일),연%
2018-08-20,1.65,CD(91일),연%
2018-08-21,1.65,CD(91일),연%
2018-08-22,1.65,CD(91일),연%
2018-08-23,1.65,CD(91일),연%
2018-08-24,1.65,CD(91일),연%
2018-08-27,1.65,CD(91일),연%
2018-08-28,1.65,CD(91일),연%
2018-08-29,1.65,CD(91일),연%
2018-08-30,1.65,CD(91일),연%
2018-08-31,1.65,CD(91일),연%
2018-09-03,1.65,CD(91일),연%
2018-09-04,1.65,CD(91일),연%
2018-09-05,1.65,CD(91일),연%
2018-09-06,1.65,CD(91일),연%
2018-09-07,1.65,CD(91일),연%
2018-09-10,1.65,CD(91일),연%
2018-09-11,1.65,CD(91일),연%
2018-09-12,1.65,CD(91일),연%
2018-09-13,1.65,CD(91일),연%
2018-09-14,1.65,CD(91일),연%
2018-09-17,1.65,CD(91일),연%
2018-09-18,1.65,CD(91일),연%
2018-09-19,1.65,CD(91일),연%
2018-09-20,1.65,CD(91일),연%
2018-09-21,1.65,CD(91일),연%
2018-09-27,1.65,CD(91일),연%
2018-09-28,1.65,CD(91일),연%
2018-10-01,1.65,CD(91일),연%
2018-10-02,1.65,CD(91일),연%
2018-10-04,1.65,CD(91일),연%
2018-10-05,1.65,CD(91일),연%
2018-10-08,1.65,CD(91일),연%
2018-10-10,1.65,CD(91일),연%
2018-10-11,1.65,CD(91일),연%
2018-10-12,1.66,CD(91일),연%
2018-10-15,1.67,CD(91일),연%
2018-10-16,1.68,CD(91일),연%
2018-10-17,1.68,CD(91일),연%
2018-10-18,1.69,CD(91일),연%
2018-10-19,1.7,CD(91일),연%
2018-10-22,1.7,CD(91일),연%
2018-10-23,1.7,CD(91일),연%
2018-10-24,1.7,CD(91일),연%
2018-10-25,1.7,CD(91일),연%
2018-10-26,1.7,CD(91일),연%
2018-10-29,1.7,CD(91일),연%
2018-10-30,1.7,CD(91일),연%
2018-10-31,1.7,CD(91일),연%
2018-11-01,1.7,CD(91일),연%
2018-11-02,1.7,CD(91일),연%
2018-11-05,1.7,CD(91일),연%
2018-11-06,1.7,CD(91일),연%
2018-11-07,1.7,CD(91일),연%
2018-11-08,1.7,CD(91일),연%
2018-11-09,1.7,CD(91일),연%
2018-11-12,1.7,CD(91일),연%
2018-11-13,1.7,CD(91일),연%
2018-11-14,1.7,CD(91일),연%
2018-11-15,1.7,CD(91일),연%
2018-11-16,1.7,CD(91일),연%
2018-11-19,1.7,CD(91일),연%
2018-11-20,1.7,CD(91일),연%
2018-11-21,1.7,CD(91일),연%
2018-11-22,1.7,CD(91일),연%
2018-11-23,1.7,CD(91일),연%
2018-11-26,1.7,CD(91일),연%
2018-11-27,1.7,CD(91일),연%
2018-11-28,1.7,CD(91일),연%
2018-11-29,1.7,CD(91일),연%
2018-11-30,1.9,CD(91일),연%
2018-12-03,1.9,CD(91일),연%
2018-12-04,1.9,CD(91일),연%
2018-12-05,1.9,CD(91일),연%
2018-12-06,1.9,CD(91일),연%
2018-12-07,1.9,CD(91일),연%
2018-12-10,1.9,CD(91일),연%
2018-12-11,1.9,CD(91일),연%
2018-12-12,1.9,CD(91일),연%
2018-12-13,1.9,CD(91일),연%
2018-12-14,1.9,CD(91일),연%
2018-12-17,1.9,CD(91일),연%
2018-12-18,1.9,CD(91일),연%
2018-12-19,1.9,CD(91일),연%
2018-12-20,1.9,CD(91일),연%
2018-12-21,1.9,CD(91일),연%
2018-12-24,1.9,CD(91일),연%
2018-12-26,1.92,CD(91일),연%
2018-12-27,1.92,CD(91일),연%
2018-12-28,1.93,CD(91일),연%
2018-12-31,1.93,CD(91일),연%
2019-01-02,1.93,CD(91일),연%
2019-01-03,1.92,CD(91일),연%
2019-01-04,1.86,CD(91일),연%
2019-01-07,1.86,CD(91일),연%
2019-01-08,1.86,CD(91일),연%
2019-01-09,1.86,CD(91일),연%
2019-01-10,1.86,CD(91일),연%
2019-01-11,1.86,CD(91일),연%
2019-01-14,1.86,CD(91일),연%
2019-01-15,1.86,CD(91일),연%
2019-01-16,1.86,CD(91일),연%
2019-01-17,1.86,CD(91일),연%
2019-01-18,1.86,CD(91일),연%
2019-01-21,1.86,CD(91일),연%
2019-01-22,1.86,CD(91일),연%
2019-01-23,1.86,CD(91일),연%
2019-01-24,1.86,CD(91일),연%
2019-01-25,1.86,CD(91일),연%
2019-01-28,1.86,CD(91일),연%
2019-01-29,1.86,CD(91일),연%
2019-01-30,1.86,CD(91일),연%
2019-01-31,1.86,CD(91일),연%
2019-02-01,1.86,CD(91일),연%
2019-02-07,1.86,CD(91일),연%
2019-02-08,1.86,CD(91일),연%
2019-02-11,1.86,CD(91일),연%
2019-02-12,1.86,CD(91일),연%
2019-02-13,1.86,CD(91일),연%
2019-02-14,1.86,CD(91일),연%
2019-02-15,1.86,CD(91일),연%
2019-02-18,1.87,CD(91일),연%
2019-02-19,1.88,CD(91일),연%
2019-02-20,1.89,CD(91일),연%
2019-02-21,1.89,CD(91일),연%
2019-02-22,1.89,CD(91일),연%
2019-02-25,1.89,CD(91일),연%
2019-02-26,1.89,CD(91일),연%
2019-02-27,1.89,CD(91일),연%
2019-02-28,1.89,CD(91일),연%
2019-03-04,1.89,CD(91일),연%
2019-03-05,1.89,CD(91일),연%
2019-03-06,1.89,CD(91일),연%
2019-03-07,1.89,CD(91일),연%
2019-03-08,1.89,CD(91일),연%
2019-03-11,1.89,CD(91일),연%
2019-03-12,1.89,CD(91일),연%
2019-03-13,1.89,CD(91일),연%
2019-03-14,1.89,CD(91일),연%
2019-03-15,1.9,CD(91일),연%
2019-03-18,1.9,CD(91일),연%
2019-03-19,1.9,CD(91일),연%
2019-03-20,1.9,CD(91일),연%
2019-03-21,1.9,CD(91일),연%
2019-03-22,1.9,CD(91일),연%
2019-03-25,1.9,CD(91일),연%
2019-03-26,1.9,CD(91일),연%
2019-03-27,1.9,CD(91일),연%
2019-03-28,1.9,CD(91일),연%
2019-03-29,1.9,CD(91일),연%
2019-04-01,1.9,CD(91일),연%
2019-04-02,1.89,CD(91일),연%
2019-04-03,1.87,CD(91일),연%
2019-04-04,1.87,CD(91일),연%
2019-04-05,1.86,CD(91일),연%
2019-04-08,1.86,CD(91일),연%
2019-04-09,1.86,CD(91일),연%
2019-04-10,1.86,CD(91일),연%
2019-04-11,1.86,CD(91일),연%
2019-04-12,1.86,CD(91일),연%
2019-04-15,1.86,CD(91일),연%
2019-04-16,1.86,CD(91일),연%
2019-04-17,1.86,CD(91일),연%
2019-04-18,1.86,CD(91일),연%
2019-04-19,1.86,CD(91일),연%
2019-04-22,1.85,CD(91일),연%
2019-04-23,1.85,CD(91일),연%
2019-04-24,1.85,CD(91일),연%
2019-04-25,1.85,CD(91일),연%
2019-04-26,1.84,CD(91일),연%
2019-04-29,1.84,CD(91일),연%
2019-04-30,1.84,CD(91일),연%
2019-05-02,1.84,CD(91일),연%
2019-05-03,1.84,CD(91일),연%
2019-05-07,1.84,CD(91일),연%
2019-05-08,1.84,CD(91일),연%
2019-05-09,1.84,CD(91일),연%
2019-05-10,1.84,CD(91일),연%
2019-05-13,1.84,CD(91일),연%
2019-05-14,1.84,CD(91일),연%
2019-05-15,1.84,CD(91일),연%
2019-05-16,1.84,CD(91일),연%
2019-05-17,1.84,CD(91일),연%
2019-05-20,1.84,CD(91일),연%
2019-05-21,1.84,CD(91일),연%
2019-05-22,1.84,CD(91일),연%
2019-05-23,1.84,CD(91일),연%
2019-05-24,1.84,CD(91일),연%
2019-05-27,1.84,CD(91일),연%
2019-05-28,1.84,CD(91일),연%
2019-05-29,1.84,CD(91일),연%
2019-05-30,1.84,CD(91일),연%
2019-05-31,1.84,CD(91일),연%
2019-06-03,1.82,CD(91일),연%
2019-06-04,1.82,CD(91일),연%
2019-06-05,1.82,CD(91일),연%
2019-06-07,1.82,CD(91일),연%
2019-06-10,1.82,CD(91일),연%
2019-06-11,1.82,CD(91일),연%
2019-06-12,1.81,CD(91일),연%
2019-06-13,1.81,CD(91일),연%
2019-06-14,1.81,CD(91일),연%
2019-06-17,1.8,CD(91일),연%
2019-06-18,1.8,CD(91일),연%
2019-06-19,1.8,CD(91일),연%
2019-06-20,1.8,CD(91일),연%
2019-06-21,1.8,CD(91일),연%
2019-06-24,1.79,CD(91일),연%
2019-06-25,1.79,CD(91일),연%
2019-06-26,1.78,CD(91일),연%
2019-06-27,1.78,CD(91일),연%
2019-06-28,1.78,CD(91일),연%
2019-07-01,1.78,CD(91일),연%
2019-07-02,1.78,CD(91일),연%
2019-07-03,1.78,CD(91일),연%
2019-07-04,1.78,CD(91일),연%
2019-07-05,1.78,CD(91일),연%
2019-07-08,1.78,CD(91일),연%
2019-07-09,1.78,CD(91일),연%
2019-07-10,1.78,CD(91일),연%
2019-07-11,1.78,CD(91일),연%
2019-07-12,1.78,CD(91일),연%
2019-07-15,1.78,CD(91일),연%
2019-07-16,1.78,CD(91일),연%
2019-07-17,1.73,CD(91일),연%
2019-07-18,1.61,CD(91일),연%
2019-07-19,1.59,CD(91일),연%
2019-07-22,1.59,CD(91일),연%
2019-07-23,1.59,CD(91일),연%
2019-07-24,1.56,CD(91일),연%
2019-07-25,1.54,CD(91일),연%
2019-07-26,1.53,CD(91일),연%
2019-07-29,1.53,CD(91일),연%
2019-07-30,1.52,CD(91일),연%
2019-07-31,1.5,CD(91일),연%
2019-08-01,1.5,CD(91일),연%
2019-08-02,1.5,CD(91일),연%
2019-08-05,1.5,CD(91일),연%
2019-08-06,1.49,CD(91일),연%
2019-08-07,1.49,CD(91일),연%
2019-08-08,1.49,CD(91일),연%
2019-08-09,1.49,CD(91일),연%
2019-08-12,1.49,CD(91일),연%
2019-08-13,1.49,CD(91일),연%
2019-08-14,1.49,CD(91일),연%
2019-08-16,1.49,CD(91일),연%
2019-08-19,1.49,CD(91일),연%
2019-08-20,1.49,CD(91일),연%
2019-08-21,1.49,CD(91일),연%
2019-08-22,1.49,CD(91일),연%
2019-08-23,1.49,CD(91일),연%
2019-08-26,1.49,CD(91일),연%
2019-08-27,1.49,CD(91일),연%
2019-08-28,1.49,CD(91일),연%
2019-08-29,1.49,CD(91일),연%
2019-08-30,1.49,CD(91일),연%
2019-09-02,1.49,CD(91일),연%
2019-09-03,1.49,CD(91일),연%
2019-09-04,1.5,CD(91일),연%
2019-09-05,1.53,CD(91일),연%
2019-09-06,1.54,CD(91일),연%
2019-09-09,1.54,CD(91일),연%
2019-09-10,1.54,CD(91일),연%
2019-09-11,1.54,CD(91일),연%
2019-09-16,1.54,CD(91일),연%
2019-09-17,1.54,CD(91일),연%
2019-09-18,1.54,CD(91일),연%
2019-09-19,1.55,CD(91일),연%
2019-09-20,1.55,CD(91일),연%
2019-09-23,1.55,CD(91일),연%
2019-09-24,1.55,CD(91일),연%
2019-09-25,1.55,CD(91일),연%
2019-09-26,1.55,CD(91일),연%
2019-09-27,1.55,CD(91일),연%
2019-09-30,1.55,CD(91일),연%
2019-10-01,1.55,CD(91일),연%
2019-10-02,1.55,CD(91일),연%
2019-10-04,1.55,CD(91일),연%
2019-10-07,1.55,CD(91일),연%
2019-10-08,1.55,CD(91일),연%
2019-10-10,1.55,CD(91일),연%
2019-10-11,1.55,CD(91일),연%
2019-10-14,1.55,CD(91일),연%
2019-10-15,1.55,CD(91일),연%
2019-10-16,1.36,CD(91일),연%
2019-10-17,1.36,CD(91일),연%
2019-10-18,1.36,CD(91일),연%
2019-10-21,1.36,CD(91일),연%
2019-10-22,1.36,CD(91일),연%
2019-10-23,1.36,CD(91일),연%
2019-10-24,1.37,CD(91일),연%
2019-10-25,1.37,CD(91일),연%
2019-10-28,1.44,CD(91일),연%
2019-10-29,1.44,CD(91일),연%
2019-10-30,1.44,CD(91일),연%
2019-10-31,1.44,CD(91일),연%
2019-11-01,1.44,CD(91일),연%
2019-11-04,1.46,CD(91일),연%
2019-11-05,1.49,CD(91일),연%
2019-11-06,1.5,CD(91일),연%
2019-11-07,1.52,CD(91일),연%
2019-11-08,1.52,CD(91일),연%
2019-11-11,1.53,CD(91일),연%
2019-11-12,1.53,CD(91일),연%
2019-11-13,1.53,CD(91일),연%
2019-11-14,1.53,CD(91일),연%
2019-11-15,1.53,CD(91일),연%
2019-11-18,1.53,CD(91일),연%
2019-11-19,1.53,CD(91일),연%
2019-11-20,1.53,CD(91일),연%
2019-11-21,1.53,CD(91일),연%
2019-11-22,1.53,CD(91일),연%
2019-11-25,1.53,CD(91일),연%
2019-11-26,1.53,CD(91일),연%
2019-11-27,1.53,CD(91일),연%
2019-11-28,1.53,CD(91일),연%
2019-11-29,1.53,CD(91일),연%
2019-12-02,1.53,CD(91일),연%
2019-12-03,1.53,CD(91일),연%
2019-12-04,1.53,CD(91일),연%
2019-12-05,1.53,CD(91일),연%
2019-12-06,1.53,CD(91일),연%
2019-12-09,1.53,CD(91일),연%
2019-12-10,1.53,CD(91일),연%
2019-12-11,1.53,CD(91일),연%
2019-12-12,1.53,CD(91일),연%
2019-12-13,1.53,CD(91일),연%
2019-12-16,1.53,CD(91일),연%
2019-12-17,1.53,CD(91일),연%
2019-12-18,1.53,CD(91일),연%
2019-12-19,1.53,CD(91일),연%
2019-12-20,1.53,CD(91일),연%
2019-12-23,1.53,CD(91일),연%
2019-12-24,1.53,CD(91일),연%
2019-12-26,1.53,CD(91일),연%
2019-12-27,1.53,CD(91일),연%
2019-12-30,1.53,CD(91일),연%
2019-12-31,1.53,CD(91일),연%
2020-01-02,1.53,CD(91일),연%
2020-01-03,1.53,CD(91일),연%
2020-01-06,1.49,CD(91일),연%
2020-01-07,1.46,CD(91일),연%
2020-01-08,1.46,CD(91일),연%
2020-01-09,1.46,CD(91일),연%
2020-01-10,1.46,CD(91일),연%
2020-01-13,1.46,CD(91일),연%
2020-01-14,1.46,CD(91일),연%
2020-01-15,1.46,CD(91일),연%
2020-01-16,1.46,CD(91일),연%
2020-01-17,1.46,CD(91일),연%
2020-01-20,1.46,CD(91일),연%
2020-01-21,1.46,CD(91일),연%
2020-01-22,1.46,CD(91일),연%
2020-01-23,1.46,CD(91일),연%
2020-01-28,1.46,CD(91일),연%
2020-01-29,1.46,CD(91일),연%
2020-01-30,1.43,CD(91일),연%
2020-01-31,1.42,CD(91일),연%
2020-02-03,1.42,CD(91일),연%
2020-02-04,1.42,CD(91일),연%
2020-02-05,1.42,CD(91일),연%
2020-02-06,1.42,CD(91일),연%
2020-02-07,1.42,CD(91일),연%
2020-02-10,1.42,CD(91일),연%
2020-02-11,1.42,CD(91일),연%
2020-02-12,1.42,CD(91일),연%
2020-02-13,1.42,CD(91일),연%
2020-02-14,1.42,CD(91일),연%
2020-02-17,1.42,CD(91일),연%
2020-02-18,1.42,CD(91일),연%
2020-02-19,1.42,CD(91일),연%
2020-02-20,1.41,CD(91일),연%
2020-02-21,1.41,CD(91일),연%
2020-02-24,1.41,CD(91일),연%
2020-02-25,1.41,CD(91일),연%
2020-02-26,1.41,CD(91일),연%
2020-02-27,1.41,CD(91일),연%
2020-02-28,1.41,CD(91일),연%
2020-03-02,1.41,CD(91일),연%
2020-03-03,1.41,CD(91일),연%
2020-03-04,1.4,CD(91일),연%
2020-03-05,1.4,CD(91일),연%
2020-03-06,1.4,CD(91일),연%
2020-03-09,1.4,CD(91일),연%
2020-03-10,1.4,CD(91일),연%
2020-03-11,1.4,CD(91일),연%
2020-03-12,1.39,CD(91일),연%
2020-03-13,1.39,CD(91일),연%
2020-03-16,1.39,CD(91일),연%
2020-03-17,1.02,CD(91일),연%
2020-03-18,1.02,CD(91일),연%
2020-03-19,1.02,CD(91일),연%
2020-03-20,1.02,CD(91일),연%
2020-03-23,1.02,CD(91일),연%
2020-03-24,1.07,CD(91일),연%
2020-03-25,1.1,CD(91일),연%
2020-03-26,1.1,CD(91일),연%
2020-03-27,1.1,CD(91일),연%
2020-03-30,1.1,CD(91일),연%
2020-03-31,1.1,CD(91일),연%
2020-04-01,1.1,CD(91일),연%
2020-04-02,1.1,CD(91일),연%
2020-04-03,1.1,CD(91일),연%
2020-04-06,1.1,CD(91일),연%
2020-04-07,1.1,CD(91일),연%
2020-04-08,1.1,CD(91일),연%
2020-04-09,1.1,CD(91일),연%
2020-04-10,1.1,CD(91일),연%
2020-04-13,1.1,CD(91일),연%
2020-04-14,1.1,CD(91일),연%
2020-04-16,1.1,CD(91일),연%
2020-04-17,1.1,CD(91일),연%
2020-04-20,1.1,CD(91일),연%
2020-04-21,1.1,CD(91일),연%
2020-04-22,1.1,CD(91일),연%
2020-04-23,1.1,CD(91일),연%
2020-04-24,1.1,CD(91일),연%
2020-04-27,1.1,CD(91일),연%
2020-04-28,1.1,CD(91일),연%
2020-04-29,1.1,CD(91일),연%
2020-05-04,1.1,CD(91일),연%
2020-05-06,1.1,CD(91일),연%
2020-05-07,1.08,CD(91일),연%
2020-05-08,1.08,CD(91일),연%
2020-05-11,1.05,CD(91일),연%
2020-05-12,1.05,CD(91일),연%
2020-05-13,1.05,CD(91일),연%
2020-05-14,1.05,CD(91일),연%
2020-05-15,1.05,CD(91일),연%
2020-05-18,1.05,CD(91일),연%
2020-05-19,1.02,CD(91일),연%
2020-05-20,1.02,CD(91일),연%
2020-05-21,1.02,CD(91일),연%
2020-05-22,1.02,CD(91일),연%
2020-05-25,1.02,CD(91일),연%
2020-05-26,1.02,CD(91일),연%
2020-05-27,1.02,CD(91일),연%
2020-05-28,0.81,CD(91일),연%
2020-05-29,0.81,CD(91일),연%
2020-06-01,0.81,CD(91일),연%
2020-06-02,0.81,CD(91일),연%
2020-06-03,0.81,CD(91일),연%
2020-06-04,0.8,CD(91일),연%
2020-06-05,0.79,CD(91일),연%
2020-06-08,0.79,CD(91일),연%
2020-06-09,0.79,CD(91일),연%
2020-06-10,0.79,CD(91일),연%
2020-06-11,0.79,CD(91일),연%
2020-06-12,0.79,CD(91일),연%
2020-06-15,0.79,CD(91일),연%
2020-06-16,0.79,CD(91일),연%
2020-06-17,0.79,CD(91일),연%
2020-06-18,0.79,CD(91일),연%
2020-06-19,0.79,CD(91일),연%
2020-06-22,0.79,CD(91일),연%
2020-06-23,0.79,CD(91일),연%
2020-06-24,0.79,CD(91일),연%
2020-06-25,0.79,CD(91일),연%
2020-06-26,0.79,CD(91일),연%
2020-06-29,0.79,CD(91일),연%
2020-06-30,0.79,CD(91일),연%
2020-07-01,0.79,CD(91일),연%
2020-07-02,0.79,CD(91일),연%
2020-07-03,0.79,CD(91일),연%
2020-07-06,0.79,CD(91일),연%
2020-07-07,0.79,CD(91일),연%
2020-07-08,0.79,CD(91일),연%
2020-07-09,0.79,CD(91일),연%
2020-07-10,0.79,CD(91일),연%
2020-07-13,0.79,CD(91일),연%
2020-07-14,0.79,CD(91일),연%
2020-07-15,0.79,CD(91일),연%
2020-07-16,0.79,CD(91일),연%
2020-07-17,0.79,CD(91일),연%
2020-07-20,0.79,CD(91일),연%
2020-07-21,0.79,CD(91일),연%
2020-07-22,0.79,CD(91일),연%
2020-07-23,0.78,CD(91일),연%
2020-07-24,0.78,CD(91일),연%
2020-07-27,0.78,CD(91일),연%
2020-07-28,0.78,CD(91일),연%
2020-07-29,0.78,CD(91일),연%
2020-07-30,0.78,CD(91일),연%
2020-07-31,0.78,CD(91일),연%
2020-08-03,0.78,CD(91일),연%
2020-08-04,0.76,CD(91일),연%
2020-08-05,0.76,CD(91일),연%
2020-08-06,0.76,CD(91일),연%
2020-08-07,0.75,CD(91일),연%
2020-08-10,0.74,CD(91일),연%
2020-08-11,0.73,CD(91일),연%
2020-08-12,0.7,CD(91일),연%
2020-08-13,0.67,CD(91일),연%
2020-08-14,0.65,CD(91일),연%
2020-08-18,0.64,CD(91일),연%
2020-08-19,0.63,CD(91일),연%
2020-08-20,0.63,CD(91일),연%
2020-08-21,0.63,CD(91일),연%
2020-08-24,0.63,CD(91일),연%
2020-08-25,0.63,CD(91일),연%
